('纳智捷 优6 SUV 2015款 1.8T 魅力型', 'https://image1.guazistatic.com/qn180712062402fd0cae37dedc01a97e32d444e479d125.jpg', '2015年', '5.60万', '14.80万')
('纳智捷 优6 SUV 2017款 1.8T 时尚升级型', 'https://image.guazistatic.com/gz01180616/12/58/29bc987537b4ec14f40c87a145a6902a.jpg', '17.0万公里', '9.30万', '16.30万')
('纳智捷纳5 2015款 1.8T 自动旗舰型', 'https://image1.guazistatic.com/qn171124134405f72a2d834c995b49179e8fada5be1ff5.jpg', '2015年', '7.30万', '13.00万')
('纳智捷 优6 SUV 2014款 1.8T 魅力型', 'https://image.guazistatic.com/gz01180702/15/32/b55ec86e56138073a151a1d59935d126.jpg', '2014年', '7.00万', '14.80万')
('纳智捷 优6 SUV 2014款 1.8T 时尚型', 'https://image.guazistatic.com/gz01180630/21/31/6bb360579d642e6eca6eeee441d66a0f.jpg', '3.2万公里', '6.80万', '16.30万')
('纳智捷优6 SUV 2014款 1.8T 时尚型', 'https://image.guazistatic.com/gz01180512/16/54/62c85088419e154a0bc3d6ce202de73e.jpg', '18.3万公里', '8.20万', '16.30万')
('纳智捷 优6 SUV 2015款 1.8T 智尊型', 'https://image1.guazistatic.com/qn180611232002665839444dc992f2a9c74e8fa20162dd.jpg', '2014年', '9.50万', '18.40万')
('纳智捷优6 SUV 2014款 1.8T 时尚型', 'https://image1.guazistatic.com/qn170624115028850bec8e0988c5af7c412d1727a4b0dc.jpg', '2013年', '8.80万', '16.30万')
('纳智捷 大7 SUV 2013款 锋芒限量版 2.2T 两驱智慧型', 'https://image1.guazistatic.com/qn180712105051bc18f7e0179918cff505060888630908.jpg', '8.9万公里', '7.70万', '24.30万')
('纳智捷 优6 SUV 2014款 1.8T 时尚型', 'https://image1.guazistatic.com/qn180616222943ee988c6d5d0ae94bed06f31b0e355560.jpg', '5.9万公里', '9.00万', '16.30万')
('纳智捷 优6 SUV 2014款 1.8T 魅力型', 'https://image1.guazistatic.com/qn180713144632c490dcab450a98a7bec60ca606505809.jpg', '2016年', '7.50万', '14.80万')
('纳智捷优6 SUV 2014款 1.8T 魅力型', 'https://image1.guazistatic.com/qn18051814112355ea1d636b1887fac33f76226bb9101b.jpg', '2013年', '6.80万', '14.80万')
('纳智捷 大7 MPV 2016款 2.2T 智享型', 'https://image1.guazistatic.com/qn180713161644e2c815aa57e5494b4a2a901e70805596.jpg', '4.7万公里', '13.50万', '23.90万')
('纳智捷 优6 SUV 2017款 改款 1.6T 时尚型', 'https://image1.guazistatic.com/qn1806010623281a2b86e9dde020181ec3b9062bc191e5.jpg', '4.2万公里', '10.00万', '15.20万')
('纳智捷 大7 SUV 2015款 2.2T 两驱智慧型', 'https://image1.guazistatic.com/qn1807131538364e45dc6bcf62a27e865c8f54b28b00d2.jpg', '2014年', '12.50万', '22.80万')
('纳智捷 大7 SUV 2013款 锋芒限量版 2.2T 两驱智慧型', 'https://image1.guazistatic.com/qn180611204628469ca15b88d777eb9fea331bd991dc28.jpg', '2016年', '7.80万', '24.30万')
('纳智捷纳5 2015款 1.8T 自动旗舰型', 'https://image1.guazistatic.com/qn171123120137634e659a3c65e0f88bea1ef98f833f47.jpg', '3.4万公里', '6.30万', '13.00万')
('纳智捷优6 SUV 2016款 1.8T 风尚超值型', 'https://image1.guazistatic.com/qn180302072437849f06179fd9dce76292826b49a3b980.jpg', '2016年', '8.90万', '11.90万')
('纳智捷优6 SUV 2017款 改款 1.6T 时尚型', 'https://image1.guazistatic.com/qn171127152622c14aa293f74a56d6d2dd1c8ff4c44361.jpg', '1.0万公里', '11.00万', '15.20万')
('纳智捷优6 SUV 2015款 1.8T 新创升级型', 'https://image1.guazistatic.com/qn17121709381607a7f09396124c5dd83ce89e3ebfdbea.jpg', '2015年', '9.10万', '14.10万')
('纳智捷优6 SUV 2014款 2.0T 智尊型', 'https://image1.guazistatic.com/qn17052418350952a0fbfb1494d19493ca7a705d4d6441.jpg', '2.1万公里', '10.00万', '19.20万')
('纳智捷 大7 SUV 2014款 2.2T 两驱智慧型', 'https://image.guazistatic.com/gz01180704/20/19/de25ec81e4dd37c9eb0f146aa5aaee32.jpg', '2015年', '10.00万', '24.60万')
('纳智捷 大7 SUV 2014款 2.2T 两驱智慧型', 'https://image.guazistatic.com/gz01180703/17/47/814209dc0e2b9f4f1abfec815eb07c2d.jpg', '4.6万公里', '10.00万', '24.60万')
('纳智捷优6 SUV 2015款 1.8T 魅力升级型', 'https://image1.guazistatic.com/qn180323163331dbd775f38e82fb19417c8a79836a5ee8.jpg', '2016年', '8.00万', '14.80万')
('纳智捷优6 SUV 2014款 2.0T 智尊型', 'https://image1.guazistatic.com/qn171130122835b21d56bc32aa2273cb62c618b2af0e53.jpg', '3.3万公里', '8.50万', '19.20万')
('纳智捷 大7 SUV 2014款 2.2T 四驱智尊型', 'https://image.guazistatic.com/gz01180614/18/31/341ee36d50189dff1504d5199685ae69.jpg', '2015年', '10.50万', '27.00万')
('纳智捷大7 SUV 2012款 锋芒限量版 2.2T 四驱旗舰型', 'https://image1.guazistatic.com/qn170826090644533fda5e629e427ff2bf41b5bc23306c.jpg', '1.6万公里', '10.50万', '29.30万')
('纳智捷大7 SUV 2012款 锋芒限量版 2.2T 两驱智慧型', 'https://image1.guazistatic.com/qn170521154708620cdffa1cc32c0ee118aee476daab6c.jpg', '2016年', '7.80万', '24.30万')
('纳智捷优6 SUV 2014款 2.0T 智尊型', 'https://image.guazistatic.com/gz01180510/18/12/ef382e2ee09dca26b9c7e9cfedb88ab6.jpg', '1.7万公里', '9.00万', '19.20万')
