('五菱宏光 2013款 1.5L 基本型', 'https://image1.guazistatic.com/qn1807111356141e707733a0bfd5fa106eb4cc75703a46.jpg', '2013年', '2.50万', '5.50万')
('五菱宏光 2015款 1.5L S基本型', 'https://image1.guazistatic.com/qn180706184221ab1545ea425f2bc9c0761800ee38bd31.jpg', '2.2万公里', '3.50万', '5.00万')
('五菱宏光 2013款 1.5L 基本型', 'https://image1.guazistatic.com/qn17110818495572f385ad0370fa2dbb713b81ac30b88a.jpg', '2014年', '2.88万', '5.50万')
('五菱荣光V 2015款 1.2L标准型', 'https://image1.guazistatic.com/qn1804181549320689951f3910441cebb2ccab0842b104.jpg', '2017年', '2.60万', '5.30万')
('五菱宏光 2013款 1.5L 标准型', 'https://image1.guazistatic.com/qn1806081309328afd902fb23f3932c5ef4bda7455af02.jpg', '10.2万公里', '2.80万', '5.90万')
('五菱宏光 2016款 1.5L S舒适型', 'https://image.guazistatic.com/gz01180615/13/27/4cfe5c250863c1cb785a2b840856f294.jpg', '1.7万公里', '5.00万', '6.50万')
('五菱荣光V 2016款 1.5L标准型', 'https://image.guazistatic.com/gz01180429/15/45/265dbc8f33796c30c7448e226a79f0af.jpg', '2012年', '3.80万', '5.00万')
('五菱之光 2010款 1.2L新版标准型II长车身LAQ', 'https://image.guazistatic.com/gz01180509/16/22/5ba01669e63b539d72a18da87379b9e2.jpg', '2015年', '0.90万', '5.20万')
('五菱宏光 2013款 1.5L 豪华型', 'https://image.guazistatic.com/gz01180524/15/48/639393a711010b6b8f1ce293021334b4.jpg', '13.6万公里', '3.10万', '6.60万')
('五菱宏光 2015款 1.5L S基本型', 'https://image.guazistatic.com/gz01180616/16/06/310112b36bb24a92aea5dc6438db3bf1.jpg', '15.8万公里', '3.60万', '5.00万')
('五菱宏光 2014款 1.5L S舒适型', 'https://image1.guazistatic.com/qn180710224216305935fdbe6968bbe9c929f88e824e44.jpg', '2013年', '3.88万', '7.10万')
('五菱荣光 2012款 1.5L加长标准型', 'https://image.guazistatic.com/gz01180609/16/42/4f8894b43937cca3b42f2c35c14d21da.jpg', '2018年', '3.80万', '6.30万')
('五菱宏光 2010款 1.2L 基本型', 'https://image.guazistatic.com/gz01180630/17/07/a8aae9e21222c88e00f3b9379781fc89.jpg', '14.2万公里', '2.50万', '5.20万')
('五菱荣光 2011款 1.2L舒适型', 'https://image1.guazistatic.com/qn1805250009235100f37bc5b2a4532c487ffdc9ef528f.jpg', '0.8万公里', '1.20万', '5.80万')
('五菱宏光 2013款 1.5L 舒适型', 'https://image.guazistatic.com/gz01180612/18/19/98108934dfcef5fd3b64c9722bf14c3e.jpg', '2013年', '3.00万', '6.30万')
('五菱宏光S3 2018款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn1807091434359487ca64e9e1db7e6667417871ffa978.jpg', '2009年', '6.13万', '8.00万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn180713080127808b15444e5e94a243974990f65b4893.jpg', '8.2万公里', '1.55万', '4.40万')
('五菱荣光V 2016款 1.5L实用型', 'https://image.guazistatic.com/gz01180627/11/12/04584d3ea33065fac551fb22db9955d2.jpg', '7.3万公里', '3.90万', '4.40万')
('五菱荣光 2011款 1.2L标准型', 'https://image.guazistatic.com/gz01180629/11/32/9088d44cb16face49dfacd15f1492b42.jpg', '2010年', '1.40万', '7.90万')
('五菱宏光 2014款 1.5L S自动豪华型', 'https://image.guazistatic.com/gz01180704/12/13/da766a343a3e638055096c6d69a42bb0.jpg', '2017年', '4.18万', '8.60万')
('五菱宏光 2013款 1.5L 基本型', 'https://image.guazistatic.com/gz01180416/11/20/5c89de2acbe30b6077d01f82f7c661c1.jpg', '2017年', '2.80万', '5.50万')
('五菱之光 2015款 1.2L S实用型LSI', 'https://image.guazistatic.com/gz01180623/12/08/73389539e4a961bc66192df7b2dc6404.jpg', '16.0万公里', '2.20万', '3.50万')
('五菱荣光V 2015款 1.5L标准型', 'https://image1.guazistatic.com/qn180406231306a48682545db7595671119f14266f565b.jpg', '2.2万公里', '3.40万', '5.60万')
('五菱宏光 2014款 1.5L S豪华型', 'https://image1.guazistatic.com/qn171214113405b70bc1005fcb08c4cbd7d3ca4ad07733.jpg', '1.6万公里', '4.25万', '7.60万')
('五菱荣光 2011款 1.2L标准型', 'https://image.guazistatic.com/gz01180605/17/59/92702de88c512a90213f5eac6c743b41.jpg', '2016年', '1.80万', '7.90万')
('五菱荣光V 2016款 1.5L标准型', 'https://image.guazistatic.com/gz01180625/16/34/2d0980b0a8f32b7db53d9bd90f265ffc.jpg', '2014年', '3.30万', '5.00万')
('五菱宏光 2010款 1.2L 实用型', 'https://image.guazistatic.com/gz01180425/13/59/318636fe2a2237b81a9f9e1d9d85bc2b.jpg', '2013年', '3.00万', '4.90万')
('五菱宏光 2014款 1.5L S标准型', 'https://image1.guazistatic.com/qn1807040714120ad4dacae28825747d9313e19b059b74.jpg', '2.3万公里', '3.75万', '5.40万')
('五菱宏光 2014款 1.5L S标准型', 'https://image1.guazistatic.com/qn1802250421265c6bbb4bf6d481ffd27d5fe55e28908d.jpg', '5.9万公里', '3.60万', '5.40万')
('五菱荣光 2011款 1.2L舒适型', 'https://image.guazistatic.com/gz01180501/10/51/3c03da38004ef909ac9cd7fd00f057a6.jpg', '2012年', '1.60万', '5.80万')
('五菱宏光 2013款 1.5L 舒适型', 'https://image1.guazistatic.com/qn180429213126649730d3d77aa2df7339c1f8cdb3bd5d.jpg', '7.9万公里', '3.45万', '6.30万')
('五菱荣光V 2015款 1.2L实用型', 'https://image1.guazistatic.com/qn180712142227d07c4d623ca834b566622ef007f7190b.jpg', '2010年', '2.10万', '4.60万')
('五菱宏光 2010款 1.2L 舒适型', 'https://image.guazistatic.com/gz01180703/18/14/96ad0714aa5aceb6bd38ae99c4f78e16.jpg', '14.3万公里', '2.00万', '5.80万')
('五菱宏光 2013款 1.5L 基本型', 'https://image1.guazistatic.com/qn18070514090724c59d9bc8956b45d9756a4e5791b4e7.jpg', '2014年', '2.88万', '5.50万')
('五菱宏光 2016款 1.5L S舒适型', 'https://image1.guazistatic.com/qn18032414263892eaeaca12b4ab78b1af7b18380a66a9.jpg', '8.9万公里', '4.60万', '6.50万')
('五菱宏光 2010款 1.4L 标准型', 'https://image1.guazistatic.com/qn1806161938463e013be68025b7d6b704bf534f066451.jpg', '12.4万公里', '2.40万', '5.90万')
('五菱宏光 2015款 1.5L S1标准型', 'https://image1.guazistatic.com/qn180707195714c6fb6263a1b722e5fb7da969f56a96e1.jpg', '2017年', '4.50万', '6.40万')
('五菱宏光 2014款 1.5L S自动豪华型', 'https://image.guazistatic.com/gz01180530/15/39/661e9de6a2a0803a32c349bfd47978fb.jpg', '2017年', '4.00万', '8.60万')
('五菱宏光 2010款 1.2L 标准型', 'https://image1.guazistatic.com/qn180522154711211048b91127ac8e1d5852dbeb267a7a.jpg', '2017年', '2.30万', '5.50万')
('五菱宏光 2014款 1.5L 基本型', 'https://image1.guazistatic.com/qn1802232206154179ce9de8dcfb6319b1767f47f9a5b0.jpg', '2.7万公里', '3.00万', '5.10万')
('五菱荣光 2014款 1.2L S 标准型', 'https://image.guazistatic.com/gz01180512/18/52/6d856f8adae84e8e34e29e15465e5b9b.jpg', '1.1万公里', '2.50万', '4.50万')
('五菱荣光 2011款 1.2L基本型', 'https://image.guazistatic.com/gz01180624/14/13/29f15f1d67c39e15e69f2beecce34e64.jpg', '5.3万公里', '1.80万', '4.40万')
('五菱荣光 2012款 1.5L加长标准型', 'https://image1.guazistatic.com/qn180524143656185f7a8cbe0dad299d4fd8cc2e5f7f8d.jpg', '2018年', '3.00万', '6.30万')
('五菱宏光 2014款 1.5L S舒适型', 'https://image1.guazistatic.com/qn180711184754729b7f37c8de6183b5cf8a1d00858bbd.jpg', '2013年', '3.10万', '7.10万')
('五菱宏光 2010款 1.4L 舒适型', 'https://image.guazistatic.com/gz01180524/15/51/e92f693ef223dd03a631abbe83d2e672.jpg', '2010年', '2.50万', '6.30万')
('五菱宏光 2010款 1.4L 基本型', 'https://image.guazistatic.com/gz01180614/10/53/d42e66e870487eeba4847c6af45de570.jpg', '0.2万公里', '2.00万', '5.50万')
('五菱宏光 2013款 1.5L 豪华型', 'https://image.guazistatic.com/gz01180624/18/26/23ee3b402eb3ee0aeb325db6edd64a2e.jpg', '3.7万公里', '3.00万', '6.60万')
('五菱宏光 2013款 1.5L 标准型', 'https://image.guazistatic.com/gz01180627/18/45/704be95bfafcb87ccd830e93319d8179.jpg', '17.2万公里', '2.90万', '5.90万')
('五菱宏光 2015款 1.5L S1豪华型', 'https://image.guazistatic.com/gz01180607/20/50/9e326fd770ca67872e5ef2cac811f52d.jpg', '2015年', '4.80万', '7.40万')
('五菱宏光 2014款 1.5L 标准型', 'https://image1.guazistatic.com/qn180516160624bbac300b7a1a9f3358bb2571a2de3900.jpg', '2015年', '3.50万', '5.70万')
('五菱荣光 2012款 1.2L加长标准型LJY', 'https://image1.guazistatic.com/qn180505103244802150c7fda808dc24ff7ba28af9197e.jpg', '2011年', '3.00万', '5.80万')
('五菱荣光V 2016款 1.5L标准型', 'https://image.guazistatic.com/gz01180621/19/53/e2a6bfebf554b737d16671d07465ebe1.jpg', '4.4万公里', '4.00万', '5.00万')
('五菱宏光 2010款 1.4L 标准型', 'https://image.guazistatic.com/gz01180624/13/42/13c36e2bdb6db494b8e14b52731a5f97.jpg', '3.2万公里', '2.70万', '5.90万')
('五菱荣光 2014款 1.2L S 标准型', 'https://image1.guazistatic.com/qn17120911291720edbc478a4f4fc72baa3ab2ca25d74d.jpg', '7.8万公里', '2.20万', '4.50万')
('五菱宏光 2015款 1.5L S1豪华型', 'https://image1.guazistatic.com/qn1806241650144c44694bf22bcc41a3a9d5837328ffb4.jpg', '2015年', '5.80万', '7.40万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn1712271921040a425692e9818aaca72eb889db3d4acc.jpg', '2017年', '2.25万', '4.40万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn18061208063859eb1f0be65d418e3fd0c64c8555a945.jpg', '2013年', '1.80万', '4.40万')
('五菱宏光 2015款 1.5L S基本型', 'https://image1.guazistatic.com/qn180504220535696402747dd1f7e4d1ce3a2a7049dcce.jpg', '3.6万公里', '4.00万', '5.00万')
('五菱宏光 2010款 1.4L 舒适型', 'https://image1.guazistatic.com/qn180225012001b679a8f1552440177c116665a376656d.jpg', '6.6万公里', '3.20万', '6.30万')
('五菱宏光 2014款 1.2L 标准型', 'https://image.guazistatic.com/gz01180503/16/13/1bc2c7bca6bd08652f9343d7e3b064e7.jpg', '1.3万公里', '3.50万', '5.30万')
('五菱宏光 2015款 1.5L S1舒适型', 'https://image1.guazistatic.com/qn18052316165920159f3d8a7bc429931715d20da843a7.jpg', '2016年', '4.41万', '6.90万')
('五菱荣光 2011款 1.2L豪华型', 'https://image1.guazistatic.com/qn180710150006e3dfc9545c46e7fc1bb4331e0bfe9306.jpg', '2014年', '1.60万', '6.20万')
('五菱荣光V 2016款 1.5L标准型', 'https://image1.guazistatic.com/qn1711231713504bcbd034d5e525e85f26e14516a0febd.jpg', '6.4万公里', '4.90万', '5.00万')
('五菱宏光 2013款 1.5L 基本型', 'https://image.guazistatic.com/gz01180419/16/20/7d1c071e07892e874d522154a4542a7b.jpg', '10.2万公里', '3.20万', '5.50万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn170928185916527f8699dfed888af2166c62d6fe1b76.jpg', '2014年', '2.40万', '4.40万')
('五菱宏光 2014款 1.5L S标准型', 'https://image1.guazistatic.com/qn1712262350594a3b746781ef8c164a904ef3117d2fb1.jpg', '2015年', '4.30万', '5.40万')
('五菱荣光 2011款 1.2L舒适型', 'https://image1.guazistatic.com/qn180124224810f158fed87549ee5e195c419000b78059.jpg', '2012年', '1.89万', '5.80万')
('五菱荣光 2011款 1.2L标准型', 'https://image1.guazistatic.com/qn1712011851313a49e41796cb8021c9093d83361d4adb.jpg', '8.8万公里', '1.50万', '7.90万')
('五菱荣光V 2016款 1.5L标准型', 'https://image1.guazistatic.com/qn18070515325808890bed9a4f65850d5d8c3b1bcb91e4.jpg', '4.5万公里', '4.50万', '5.00万')
('五菱荣光 2014款 1.2L S 基本型', 'https://image1.guazistatic.com/qn17122815501596708514fc00517755abb7d987fd6ca3.jpg', '4.7万公里', '2.58万', '4.00万')
('五菱荣光 2015款 1.2L S 基本型CNG', 'https://image1.guazistatic.com/qn180527194914363c0ebe6363af6e01f6f1749bf729fd.jpg', '2013年', '2.50万', '4.90万')
('五菱荣光 2017款 1.5L加长基本型', 'https://image1.guazistatic.com/qn180712151435b12ca24156a7fafd57293e3b9629c2ca.jpg', '2015年', '3.16万', '5.10万')
('五菱宏光 2015款 1.5L S1舒适型', 'https://image1.guazistatic.com/qn18070920354942704807127636a8c5e204922a395eee.jpg', '2014年', '4.38万', '6.90万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn171130115654f21836dab5450ef519578c408ebd78f9.jpg', '2.2万公里', '2.60万', '4.40万')
('五菱宏光 2014款 1.5L S标准型', 'https://image1.guazistatic.com/qn180625135313291768574a3fbb28e487d18f0e69b661.jpg', '7.7万公里', '3.60万', '5.40万')
('五菱之光 2015款 1.2L S实用型LSI', 'https://image.guazistatic.com/gz01180624/11/04/a19f939bae8e468ef78bf9817093398e.jpg', '4.2万公里', '2.18万', '3.50万')
('五菱宏光 2014款 1.5L 标准型', 'https://image.guazistatic.com/gz01180429/11/13/f5d8d56415e566742ab8a9a3166b6162.jpg', '2017年', '5.00万', '5.70万')
('五菱宏光 2010款 1.2L 基本型', 'https://image1.guazistatic.com/qn1807061431505daa46612ac32f7555f47e461c7fb087.jpg', '2014年', '2.30万', '5.20万')
('五菱荣光 2011款 1.2L基本型', 'https://image.guazistatic.com/gz01180610/14/51/9d473fb98093d20ade198001457f8caa.jpg', '2015年', '2.00万', '4.40万')
('五菱宏光 2010款 1.2L 舒适型', 'https://image1.guazistatic.com/qn1805051228582227aaddc32262129cf5edd262bddc90.jpg', '0.9万公里', '2.04万', '5.80万')
('五菱荣光 2014款 1.2L S 基本型', 'https://image1.guazistatic.com/qn18071310181526a080d17331945d726ae23168336637.jpg', '5.7万公里', '2.00万', '4.00万')
('五菱荣光V 2016款 1.5L标准型', 'https://image1.guazistatic.com/qn180710102637b1261a9898225f9efe7e9d48c5ab53d7.jpg', '2014年', '2.90万', '5.00万')
('五菱宏光 2014款 1.5L 基本型', 'https://image1.guazistatic.com/qn1805062251399e17f164274b59dd2ab87d6a6aaafde1.jpg', '4.1万公里', '4.80万', '5.10万')
('五菱之光 2015款 1.2L S实用型LSI', 'https://image1.guazistatic.com/qn180713124815ed645dd9bc258e1fb4c70f656f65025b.jpg', '2012年', '2.00万', '3.50万')
('五菱荣光V 2015款 1.5L标准型', 'https://image1.guazistatic.com/qn170718203045a29d446b14a5d42e54d2c8f2ef1d73b4.jpg', '5.7万公里', '3.30万', '5.60万')
('五菱荣光 2011款 1.2L基本型', 'https://image1.guazistatic.com/qn1711061140433033186158d2157e1dff9b2811761617.jpg', '7.3万公里', '1.50万', '4.40万')
('五菱宏光 2014款 1.5L S标准型', 'https://image.guazistatic.com/gz01180513/20/43/f4490f20d7896a59977e4b6662903f3f.jpg', '2015年', '3.80万', '5.40万')
('五菱宏光 2015款 1.5L S基本型', 'https://image.guazistatic.com/gz01180625/16/25/b95154b9d6e0b3b5156dfdb9b20b01a0.jpg', '2014年', '3.60万', '5.00万')
('五菱荣光V 2016款 1.5L标准型', 'https://image.guazistatic.com/gz01180617/13/14/6d3f29512ee7ecac0da61ec11a5aa1c1.jpg', '8.2万公里', '4.00万', '5.00万')
('五菱宏光 2010款 1.2L 舒适型', 'https://image.guazistatic.com/gz01180606/14/36/de559ea1f23ad7b91bd82471e8b195c3.jpg', '7.8万公里', '2.00万', '5.80万')
('五菱荣光V 2016款 1.5L实用型', 'https://image1.guazistatic.com/qn180710184730de2323289d293f36da88df1873dd5477.jpg', '2014年', '3.50万', '4.40万')
('五菱宏光 2014款 1.5L 标准型', 'https://image1.guazistatic.com/qn1806170058466cc542fef3de231d2ef09ebead0e23b2.jpg', '2014年', '3.20万', '5.70万')
('五菱宏光 2015款 1.5L S基本型', 'https://image1.guazistatic.com/qn180709155859dc2a6215985f5f9866cc20365bdc8630.jpg', '25.0万公里', '3.55万', '5.00万')
('五菱荣光 2011款 1.2L基本型', 'https://image.guazistatic.com/gz01180621/11/06/20ce00b29ce739041669a89fbf335648.jpg', '5.2万公里', '2.80万', '4.40万')
('五菱宏光 2015款 1.5L S基本型 国IV', 'https://image.guazistatic.com/gz01180629/15/18/2e4f5dac09505a4b6c344877c600a9d0.jpg', '2012年', '3.20万', '5.60万')
('五菱宏光 2016款 1.5L S舒适型', 'https://image.guazistatic.com/gz01180628/11/11/2d94fbe8745cc9685146ce6f2371ebf9.jpg', '2015年', '4.98万', '6.50万')
('五菱荣光V 2015款 1.5L基本型', 'https://image.guazistatic.com/gz01180624/13/34/8552f7a9eca73a8bfce85bc39ede9966.jpg', '13.6万公里', '3.00万', '5.30万')
('五菱荣光V 2015款 1.5L标准型', 'https://image.guazistatic.com/gz01180612/19/08/ba92c7dd9d83e5c2ff1b3635ea1803a5.jpg', '2.2万公里', '3.22万', '5.60万')
('五菱宏光 2013款 1.5L S豪华型', 'https://image.guazistatic.com/gz01180422/12/42/9369d04b9d1f608b4369d26bdb38f54d.jpg', '2015年', '3.60万', '7.60万')
('五菱宏光 2010款 1.4L 舒适型', 'https://image1.guazistatic.com/qn18070301130100efc8a77e7a2dfc2ae5c27e61ec5b15.jpg', '3.5万公里', '2.50万', '6.30万')
('五菱荣光 2012款 1.5L加长标准型', 'https://image.guazistatic.com/gz01180426/10/55/06f6829339760362fc371df1493b7531.jpg', '2009年', '3.60万', '6.30万')
('五菱宏光 2014款 1.2L 基本型', 'https://image1.guazistatic.com/qn180710164321f376c8f469db62cbf68ee5160d655aa4.jpg', '9.4万公里', '2.70万', '4.80万')
('五菱宏光 2014款 1.5L S舒适型', 'https://image1.guazistatic.com/qn18062122341002546a39b7dd9a3f66fbacca771571ed.jpg', '2015年', '4.10万', '7.10万')
('五菱荣光 2014款 1.2L S 标准型', 'https://image1.guazistatic.com/qn180528160851d513da2bc888c233ca9fbd97a7084a84.jpg', '8.8万公里', '2.65万', '4.50万')
('五菱荣光 2014款 1.5L S 基本型', 'https://image1.guazistatic.com/qn18041909120112bda90f49127dd9f4fba07f0c773a19.jpg', '2016年', '3.50万', '4.30万')
('五菱荣光 2012款 1.5L加长基本型', 'https://image1.guazistatic.com/qn1806270307100b0bef64eea41c8f9788cd6097e07ab0.jpg', '3.4万公里', '2.60万', '5.90万')
('五菱宏光 2010款 1.2L 基本型', 'https://image1.guazistatic.com/qn180224233400a7d0955ab7aa20f846cf196311052411.jpg', '2014年', '2.70万', '5.20万')
('五菱荣光 2011款 1.2L舒适型', 'https://image.guazistatic.com/gz01180502/15/55/333b7360e9189b1a25d35e64d59f72db.jpg', '5.4万公里', '1.80万', '5.80万')
('五菱宏光 2010款 1.4L 基本型', 'https://image1.guazistatic.com/qn180708105006ce5314c8dd9c3b4e285e652d9adf1806.jpg', '2015年', '2.30万', '5.50万')
('五菱之光 2013款 1.0L 基本型', 'https://image.guazistatic.com/gz01180622/16/23/4c789b00ab5e51e024c28ec7a1ac8ccd.jpg', '2.4万公里', '1.52万', '3.60万')
