('±¾Ìï ½ÜµÂ 2013¿î 1.8L ×Ô¶¯ÊæÊÊ°æ 5×ù', 'https://image1.guazistatic.com/qn180705184447f2785e934fde927252b8e434e644ada0.jpg', '2013Äê', '9.00Íò', '16.30Íò')
('±¾Ìï ½ÜµÂ 2014¿î 1.8L ×Ô¶¯ÊæÊÊ¾«Ó¢°æ 5×ù', 'https://image.guazistatic.com/gz01180711/17/23/4f37f83ed59743e194ead01750cdae53.jpg', '6.6Íò¹«Àï', '10.20Íò', '17.10Íò')
('±¾Ìï ¹ÚµÀ 2017¿î 370TURBO ËÄÇı×ğÏí°æ', 'https://image1.guazistatic.com/qn180615154651826aa61a796ee0c005064bfbd59fa192.jpg', '2017Äê', '26.80Íò', '31.80Íò')
('±¾Ìï ·É¶È 2011¿î 1.5L ×Ô¶¯ºÀ»ª°æ', 'https://image1.guazistatic.com/qn18062321042152ba15ba36e7d75d75cd2bcc4d9c5bfb.jpg', '2010Äê', '6.00Íò', '11.30Íò')
('±¾Ìï ÑÅ¸ó 2015¿î 2.0L LX ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn1807111134126124bf02c685838a9ce4374ba5be4bf1.jpg', '9.4Íò¹«Àï', '14.00Íò', '19.50Íò')
('±¾Ìï ¹ÚµÀ 2017¿î 240TURBO Á½ÇıºÀ»ª°æ', 'https://image1.guazistatic.com/qn18062610461467e56faa60a49662048b766ac481b111.jpg', '3.1Íò¹«Àï', '22.80Íò', '27.50Íò')
('±¾Ìï ÑÅ¸ó 2014¿î 2.4L EXN ºÀ»ªµ¼º½°æ', 'https://image1.guazistatic.com/qn180709173038630a752e13e73d27fc54337085e2a964.jpg', '2015Äê', '14.38Íò', '25.60Íò')
('±¾Ìï ·É¶È 2014¿î 1.5L LX CVTÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1807110951037a3343c1f1cc5d249e14a6029127d8ea.jpg', '2015Äê', '5.40Íò', '8.90Íò')
('±¾Ìï ¹ÚµÀ 2017¿î 240TURBO Á½ÇıºÀ»ª°æ', 'https://image.guazistatic.com/gz01180624/20/11/803d80cad7dfe0dede00f7ee080e49a2.jpg', '2016Äê', '24.00Íò', '27.50Íò')
('±¾Ìï °ÂµÂÈü 2008¿î 2.4L ÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180608/14/53/8262ab31cad507fed9bbc4a055deb5e8.jpg', '10.5Íò¹«Àï', '8.38Íò', '27.10Íò')
('±¾Ìï ÑÅ¸ó 2011¿î 2.0L EX', 'https://image1.guazistatic.com/qn18070611200348b1466600c7eaf887ca4dd682d16dfd.jpg', '3.7Íò¹«Àï', '12.00Íò', '22.00Íò')
('±¾Ìï °¬Á¦Éğ 2012¿î 2.4L VTi-S×ğ¹ó°æ', 'https://image.guazistatic.com/gz01180615/18/24/382705a82f40a44cd44e44f7b275fa48.jpg', '2017Äê', '18.50Íò', '34.70Íò')
('±¾ÌïçÍÖÇ 2015¿î 1.8L CVTÁ½ÇıºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn1805120306426db5779737a7a82e653ad45dbcb02769.jpg', '10.7Íò¹«Àï', '12.00Íò', '17.80Íò')
('±¾Ìï ·É¶È 2016¿î 1.5L LX CVTÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180708153759334e347a4d42203aa721a55d61e19aa3.jpg', '2016Äê', '6.71Íò', '8.90Íò')

('±¾Ìï ½ÜµÂ 2014¿î 1.8L CVTºÀ»ª°æ 5×ù', 'https://image1.guazistatic.com/qn1807041132212c9fe8bf931f24184af9818b6050e188.jpg', '18.2Íò¹«Àï', '11.00Íò', '18.00Íò')
('±¾Ìï ·æ·¶¾­µä 2012¿î 1.5L ÊÖ¶¯¾«Ó¢°æ', 'https://image.guazistatic.com/gz01180530/19/18/da5e0b9347b488727d9b92852e04f32a.jpg', '2010Äê', '4.60Íò', '10.80Íò')
('±¾Ìï ÑÅ¸ó 2014¿î 2.4L EX ºÀ»ª°æ', 'https://image1.guazistatic.com/qn1807040313026601537ab1ae52ccb596d61909f89a09.jpg', '2016Äê', '14.38Íò', '24.90Íò')
('±¾Ìï·æ·¶¾­µä 2008¿î 1.5L ×Ô¶¯¾«Ó¢°æ', 'https://image1.guazistatic.com/qn1805141857502cb5ce33622e8f6e481866b5cceed5f4.jpg', '2012Äê', '6.00Íò', '12.70Íò')
('±¾Ìï ¸çÈğ 2016¿î 1.5L CVT¾­µä°æ', 'https://image.guazistatic.com/gz01180618/14/41/36d0cc7cd1c0b4dc5aab64c6c2a5222b.jpg', '1.8Íò¹«Àï', '8.70Íò', '9.70Íò')
('±¾Ìï ÑÅ¸ó 2014¿î 2.4L EX ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180623/15/33/df7a687019356396ba1ee5ff4e9eb613.jpg', '9.9Íò¹«Àï', '13.50Íò', '24.90Íò')
('±¾Ìï¸èÊ«Í¼ 2012¿î 2.4L ºÀ»ª°æ', 'https://image1.guazistatic.com/qn18050616373515a4f3d733b2ee6e44b5f72c9d2a498a.jpg', '2013Äê', '13.50Íò', '28.20Íò')
('±¾Ìï ·É¶È 2014¿î 1.5L EX CVT¾«Ó¢ĞÍ', 'https://image1.guazistatic.com/qn18070922110871108ced93c26b79ba9d4002880d693b.jpg', '4.1Íò¹«Àï', '6.68Íò', '10.70Íò')
('±¾Ìï ·æ·¶¾­µä 2012¿î 1.5L ×Ô¶¯¾«Ó¢°æ', 'https://image1.guazistatic.com/qn1805261319588e0e9dffc91a0df0e2eadad220bfa48c.jpg', '5.9Íò¹«Àï', '6.60Íò', '11.90Íò')
('±¾ÌïCR-V 2013¿î 2.0L Á½Çı¾­µä°æ', 'https://image1.guazistatic.com/qn180713151935ae2d1fc9b43954e04338521f29530dab.jpg', '2014Äê', '15.00Íò', '22.60Íò')
('±¾Ìï°ÂµÂÈü 2014¿î 2.4L ¾«Ó¢°æ', 'https://image.guazistatic.com/gz01180522/19/15/d996c8b7c981ada2ecb5347a89fadb39.jpg', '2014Äê', '13.70Íò', '26.00Íò')
('±¾Ìï ÁèÅÉ 2013¿î 1.8L ×Ô¶¯ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn1807122335339ee9aba8cc0b9246981b775446c0d703.jpg', '6.0Íò¹«Àï', '8.68Íò', '13.50Íò')
('±¾Ìï ÑÅ¸ó 2016¿î »ì¶¯ 2.0L Èñ¿á°æ', 'https://image1.guazistatic.com/qn180705144455476a68976dfe7b24c1e6f3583c64ac9a.jpg', '6.8Íò¹«Àï', '20.00Íò', '26.00Íò')
('±¾ÌïÑÅ¸ó 2009¿î 2.4L LX', 'https://image.guazistatic.com/gz01180511/12/13/ec850404059be309d522e5f14e56d687.jpg', '10.1Íò¹«Àï', '9.00Íò', '23.90Íò')
('±¾ÌïË¼Óò 2009¿î 1.8L ×Ô¶¯¾­µä°æ', 'https://image1.guazistatic.com/qn1806192130493d54585a621653803cf542ee6665c1fa.jpg', '2009Äê', '6.28Íò', '15.00Íò')
('±¾Ìï ·É¶È 2016¿î 1.5L LXS CVTÊæÊÊÌì´°°æ', 'https://image.guazistatic.com/gz01180622/11/41/c3c608e889831d4544bf03fe4c5ce237.jpg', '2014Äê', '7.45Íò', '9.30Íò')
('±¾Ìï ½ÜµÂ 2013¿î 1.8L ×Ô¶¯ÊæÊÊ°æ 5×ù', 'https://image1.guazistatic.com/qn180706094654596d5761e408384feeea17edaa15063c.jpg', '2010Äê', '9.60Íò', '16.30Íò')
('±¾Ìï ·æ·¶¾­µä 2008¿î 1.5L ×Ô¶¯¾«Ó¢°æ', 'https://image.guazistatic.com/gz01180626/18/26/3b7b7b4e083e280d46fcb2716a787785.jpg', '17.5Íò¹«Àï', '4.30Íò', '12.70Íò')
('±¾Ìï·É¶È 2014¿î 1.5L SE CVTÊ±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180523/20/11/935c232c68efc83d6b101162fabf10c1.jpg', '2009Äê', '7.00Íò', '9.60Íò')
('±¾ÌïCR-V 2013¿î 2.4L Á½ÇıºÀ»ª°æ', 'https://image1.guazistatic.com/qn180710112724620f04913934d42d05e1c25913e8b9e0.jpg', '2013Äê', '15.00Íò', '24.90Íò')
('±¾ÌïXR-V 2015¿î 1.5L LXi CVT¾­µä°æ', 'https://image.guazistatic.com/gz01180625/09/28/0ea41855264efcdb1148eb7b1098741d.jpg', '5.4Íò¹«Àï', '10.69Íò', '15.00Íò')
('±¾ÌïÑÅ¸ó 2010¿î 2.4L °ÙÍò¼ÍÄî°æ', 'https://image1.guazistatic.com/qn1712121435492fcc7fdfc460964b19730637dfc956fb.jpg', '6.7Íò¹«Àï', '8.80Íò', '24.90Íò')
('±¾Ìï ¸çÈğ 2016¿î 1.5L CVT¾­µä°æ', 'https://image.guazistatic.com/gz01180622/15/06/3660178305526485685bdbcf8f0eb04e.jpg', '5.9Íò¹«Àï', '7.50Íò', '9.70Íò')
('±¾Ìï·æ·¶¾­µä 2011¿î 1.5L ×Ô¶¯¾«Ó¢Æ·ÖÂ°æ', 'https://image1.guazistatic.com/qn1703111919129607561288a506fe7cce773eb2b2df18.jpg', '8.5Íò¹«Àï', '5.56Íò', '12.70Íò')
('±¾Ìï ·æ·¶¾­µä 2008¿î 1.5L ÊÖ¶¯ÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180622/14/34/9c69d298a0babcc37ed5e84fd485b3bc.jpg', '2013Äê', '3.30Íò', '10.50Íò')
('±¾ÌïCR-V 2012¿î 2.4L ËÄÇı×ğ¹óµ¼º½°æ', 'https://image.guazistatic.com/gz01180605/08/58/dee7c2d8658dbf360a00562664f5d54f.jpg', '7.1Íò¹«Àï', '14.40Íò', '28.50Íò')
('±¾ÌïÑÅ¸ó 2010¿î 2.4L LX', 'https://image.guazistatic.com/gz01180519/17/58/e66095a8cd8578568acd0a91a9484982.jpg', '10.4Íò¹«Àï', '8.00Íò', '23.90Íò')
('±¾Ìï ¹ÚµÀ 2017¿î 370TURBO ËÄÇı×ğÏí°æ', 'https://image1.guazistatic.com/qn1806140148383306c5c2693becbbb33db5efd2eba36c.jpg', '2014Äê', '25.28Íò', '31.80Íò')
('±¾Ìï ÑÅ¸ó 2014¿î 2.0L EX ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180624/10/39/09a1821c86d5be524fb351434d974d1e.jpg', '7.0Íò¹«Àï', '16.00Íò', '22.40Íò')
('±¾ÌïCR-V 2012¿î 2.4L ËÄÇı×ğ¹ó°æ', 'https://image1.guazistatic.com/qn18042006532021dbb69e302017dda67671fe43eb9758.jpg', '2010Äê', '16.00Íò', '27.40Íò')
('±¾ÌïCR-V 2015¿î 2.0L Á½Çı¾­µä°æ', 'https://image.guazistatic.com/gz01180624/12/45/d828759b2ac6a7fc44af5cf265c1f80e.jpg', '2018Äê', '13.50Íò', '19.50Íò')
('±¾Ìï ÁèÅÉ 2016¿î 1.8L CVTºÀ»ª°æ', 'https://image1.guazistatic.com/qn1807101038404821b9507932b7ee2a84b6578f914b02.jpg', '2014Äê', '11.30Íò', '14.60Íò')
('±¾Ìï¹ÚµÀ 2017¿î 240TURBO Á½ÇıÊæÏí°æ', 'https://image1.guazistatic.com/qn180518103849f0406e216290eae3b11f91722b8481f5.jpg', '0.2Íò¹«Àï', '22.80Íò', '26.70Íò')
('±¾Ìï ÑÅ¸ó 2016¿î 2.0L ÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180625/21/36/4b8c7bb8636e25cdc4ad269f108f418d.jpg', '2017Äê', '15.77Íò', '19.50Íò')
('±¾Ìï çÍÖÇ 2017¿î 1.8L CVTÁ½ÇıºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn180629225212883fb8e5dce55f3a174d0e853e2ae2f5.jpg', '2017Äê', '13.00Íò', '17.80Íò')
('±¾Ìï ·É¶È 2016¿î 1.5L LX CVTÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180701/17/07/801863c06cc6df899599d22e5d9d325a.jpg', '12.1Íò¹«Àï', '6.65Íò', '8.90Íò')
('±¾ÌïCR-V 2007¿î 2.4L ×Ô¶¯ËÄÇıºÀ»ª°æ', 'https://image1.guazistatic.com/qn1805252233351a337561b345a87a848784067f6199e0.jpg', '2015Äê', '8.00Íò', '26.00Íò')
('±¾ÌïÑÅ¸ó 2012¿î 2.4L SE', 'https://image1.guazistatic.com/qn18051714411212f7b9ea195285726c093da64dedc64c.jpg', '2011Äê', '10.20Íò', '24.90Íò')
('±¾Ìï çÍÖÇ 2015¿î 1.8L CVTÁ½ÇıºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn180624134411a5741773edad56c3f92a1c1eb19727e8.jpg', '9.7Íò¹«Àï', '12.00Íò', '17.80Íò')
('±¾Ìï ÁèÅÉ 2016¿î 1.8L CVTºÀ»ª°æ', 'https://image1.guazistatic.com/qn180713184205d4a355fe0df1a85b6f61564c2da3009b.jpg', '5.7Íò¹«Àï', '12.00Íò', '14.60Íò')
('±¾Ìï ½ÜµÂ 2017¿î 1.8L ×Ô¶¯ÊæÊÊ°æ 5×ù', 'https://image.guazistatic.com/gz01180614/10/15/38ce10fbe5e84e85bbfcbacdcdcabaa0.jpg', '9.0Íò¹«Àï', '13.00Íò', '15.20Íò')
('±¾ÌïCR-V 2012¿î 2.0L Á½Çı¶¼ÊĞ°æ', 'https://image.guazistatic.com/gz01180617/15/17/fb45e818bbba6dbe4ab275d4bf9a1b10.jpg', '2014Äê', '11.30Íò', '21.00Íò')
60Íò')
('±¾ÌïCR-V 2015¿î 2.0L Á½Çı·çÉĞ°æ', 'https://image1.guazistatic.com/qn18053007353510d83f1539a8d0d101e39849a0839987.jpg', '4.4Íò¹«Àï', '16.00Íò', '21.70Íò')
('±¾ÌïCR-V 2010¿î 2.0L ×Ô¶¯Á½Çı¶¼ÊĞ°æ', 'https://image1.guazistatic.com/qn1807131256199a064dd76ab8f7d7b1da5b96b9d80864.jpg', '2016Äê', '8.70Íò', '21.50Íò')

('±¾Ìï °ÂµÂÈü 2009¿î 2.4L ºÀ»ª°æ', 'https://image1.guazistatic.com/qn180706151640e7c09f42774ff710e7f6c69002e7d453.jpg', '2012Äê', '12.00Íò', '27.90Íò')
('±¾Ìï°ÂµÂÈü 2015¿î ¸Ä¿î 2.4L ºÀ»ª°æ', 'https://image1.guazistatic.com/qn180106181659493d3cbce6239a00beb0d1c8c2b801ab.jpg', '13.5Íò¹«Àï', '21.50Íò', '27.10Íò')
('±¾Ìï ¸èÊ«Í¼ 2011¿î 3.5L Æì½¢°æ', 'https://image.guazistatic.com/gz01180615/11/58/4500d0a92f21bf6cd96bf934a3b95db6.jpg', '9.9Íò¹«Àï', '15.00Íò', '46.50Íò')
('±¾Ìï ÑÅ¸ó 2014¿î 2.0L EX ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180613/19/00/1b46dfcb0b4444012fe9e6a2b3ad0359.jpg', '3.7Íò¹«Àï', '14.06Íò', '22.40Íò')

0Íò')
('±¾ÌïCR-V 2015¿î 2.0L Á½Çı·çÉĞ°æ', 'https://image.guazistatic.com/gz01180629/10/55/88c9339bcd37e422464445bf9bf552dc.jpg', '2016Äê', '15.50Íò', '21.70Íò')
('±¾Ìï ÑÅ¸ó 2013¿î 2.0L SE', 'https://image1.guazistatic.com/qn180606140325d74b131035121c6374fba5811aa07b6a.jpg', '2017Äê', '9.96Íò', '22.00Íò')
90Íò')

('±¾Ìï ÑÅ¸ó 2015¿î 2.4L EX ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180616/18/06/1b2fcbaf92d37255e9bd0e4d908ea517.jpg', '2010Äê', '15.90Íò', '24.90Íò')
('±¾ÌïÑÅ¸ó 2013¿î 2.4L LX', 'https://image.guazistatic.com/gz01180420/15/09/aa018aed833dcf3408c51c9cc1544ca4.jpg', '15.1Íò¹«Àï', '14.00Íò', '23.90Íò')
('±¾ÌïXR-V 2017¿î 1.8L VTi CVTºÀ»ª°æ', 'https://image1.guazistatic.com/qn180706205725d16f207095daea5ea104fa45bb791977.jpg', '2.1Íò¹«Àï', '14.00Íò', '17.70Íò')
('±¾Ìï ·æ·¶ 2017¿î 1.5L CVTÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180703/16/39/db7b8bcfedd589cba477365f3583717f.jpg', '2.5Íò¹«Àï', '6.75Íò', '9.70Íò')
('±¾Ìï ·æ·¶ 2015¿î 1.5L CVTÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180703/10/06/aa28df098b88658eab28f67b975889d9.jpg', '4.5Íò¹«Àï', '7.00Íò', '9.70Íò')
('±¾ÌïË¼Óò 2016¿î 220TURBO CVTºÀ»ª°æ', 'https://image1.guazistatic.com/qn1803091403529e765c38f7d96e65ebbf3c3634cefefb.jpg', '8.7Íò¹«Àï', '13.80Íò', '15.20Íò')
('±¾Ìï ÑÅ¸ó 2010¿î 2.0L EX', 'https://image.guazistatic.com/gz01180630/17/48/2600c1040a057289948ba3ba57550bc2.jpg', '2017Äê', '7.60Íò', '22.00Íò')
.90Íò')
('±¾ÌïÁèÅÉ 2013¿î 1.8L ÊÖ¶¯ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn180516185154c7af4a92da023bdbc394a8f8018be0d6.jpg', '2014Äê', '6.50Íò', '12.50Íò')
('±¾ÌïCR-V 2013¿î 2.4L Á½ÇıºÀ»ª°æ', 'https://image1.guazistatic.com/qn18071211203682e8c2f0aefef1cf6085a7c99e6f071d.jpg', '2.5Íò¹«Àï', '17.00Íò', '24.90Íò')
('±¾Ìï·æ·¶ ¾­µä   2012¿î1.5L×Ô¶¯¾«Ó¢°æ', 'https://image.guazistatic.com/gz01180612/10/27/6ea3972a2bf6ecddb1e08022054e017b.jpg', '10.5Íò¹«Àï', '6.70Íò', '23.90Íò')
('±¾Ìï ÑÅ¸ó 2016¿î 2.4L ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180630/19/47/bc87615bc772d465e1642b988d87607b.jpg', '2016Äê', '17.50Íò', '24.90Íò')
('±¾Ìï ·É¶È 2011¿î 1.5L ×Ô¶¯ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180701/20/24/ee81e48cab83113aa830173be8811388.jpg', '8.3Íò¹«Àï', '6.20Íò', '11.30Íò')
('±¾Ìï ·æ·¶¾­µä 2012¿î 1.5L ÊÖ¶¯ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn180711193428c71031506935b8798a6030a6ba2f57cf.jpg', '4.9Íò¹«Àï', '5.50Íò', '9.70Íò')
('±¾ÌïÁèÅÉ 2013¿î 1.8L ÊÖ¶¯ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn180429173428b8d6b2ff01a58faccafbb2ad152491a5.jpg', '2009Äê', '6.35Íò', '12.50Íò')
('±¾Ìï ÑÅ¸ó 2012¿î 2.4L LX', 'https://image1.guazistatic.com/qn180615005050759e210d65bd85f006443327ad229758.jpg', '2014Äê', '10.50Íò', '29.00Íò')
4.90Íò')

('±¾ÌïÑÅ¸ó 2015¿î 2.0L LXS  ¾«Ó¢°æ', 'https://image1.guazistatic.com/qn1805061156433ecd502277c9df1875c2e3a04b428ead.jpg', '14.7Íò¹«Àï', '13.80Íò', '20.60Íò')
('±¾ÌïCR-V 2010¿î 2.4L ×Ô¶¯ËÄÇı×ğ¹óµ¼º½°æ', 'https://image.guazistatic.com/gz01180621/11/33/ae0f8acecb0e5dead7c6179a5d73ca23.jpg', '1.9Íò¹«Àï', '9.60Íò', '28.50Íò')
('±¾Ìï ÑÅ¸ó 2012¿î 2.0L SE', 'https://image1.guazistatic.com/qn180712232337b53247e65375ab8795949a9108c1f9ff.jpg', '2017Äê', '10.30Íò', '22.00Íò')
('±¾ÌïÑÅ¸ó 2016¿î 2.0L ¾«Ó¢°æ', 'https://image1.guazistatic.com/qn180115114143a473a300db58720614170c0ffcc009f9.jpg', '2015Äê', '16.60Íò', '20.60Íò')
('±¾Ìï¸çÈğ 2016¿î 1.5L CVTÊæÊÊ°æ', 'https://image.guazistatic.com/gz01180508/18/10/6bf219cd5ee69802e5f6d2a1d2f0349b.jpg', '8.5Íò¹«Àï', '8.60Íò', '10.80Íò')
('±¾Ìï ÁèÅÉ 2013¿î 1.8L ×Ô¶¯ÊæÊÊ°æ', 'https://image1.guazistatic.com/qn1807101046454b42394b87851390f18b7b151c197faa.jpg', '2014Äê', '8.56Íò', '13.50Íò')
('±¾Ìï °ÂµÂÈü 2009¿î 2.4L ºÀ»ª°æ', 'https://image.guazistatic.com/gz01180611/11/17/b119c8a1a381b9fcb8b8d11272101904.jpg', '7.9Íò¹«Àï', '10.50Íò', '27.90Íò')
('±¾Ìï ¸èÊ«Í¼ 2012¿î 2.4L ºÀ»ª°æ', 'https://image1.guazistatic.com/qn180712104446d553b1720cc06a6740fec36dfee22812.jpg', '1.1Íò¹«Àï', '14.80Íò', '28.20Íò')
('±¾Ìï·É¶È 2014¿î 1.5L LX CVTÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn18010718481852a78c31b0f814f878e7ec44f01422b6.jpg', '5.5Íò¹«Àï', '6.00Íò', '8.90Íò')
('±¾Ìï °ÂµÂÈü 2013¿î 2.4L ¾«Ó¢°æ', 'https://image.guazistatic.com/gz01180627/15/08/c202ccf6a41755807de450ce5dfe413d.jpg', '2014Äê', '13.70Íò', '26.00Íò')
('±¾Ìï ÁèÅÉ 2016¿î 1.8L CVTºÀ»ª°æ', 'https://image.guazistatic.com/gz01180617/14/04/b848c98f3caf7c73efee33877d89153d.jpg', '9.0Íò¹«Àï', '11.50Íò', '14.60Íò')
('±¾Ìï °ÂµÂÈü 2015¿î 2.4L ÖÇÏí°æ', 'https://image.guazistatic.com/gz01180614/13/42/59b75168d37aaa8053ade318e0bb1fb0.jpg', '5.6Íò¹«Àï', '19.80Íò', '17.80Íò')
('±¾Ìï°ÂµÂÈü 2014¿î 2.4L ºÀ»ª°æ', 'https://image1.guazistatic.com/qn1712041439535271eb495c0bbe8aea1ce1156f5b0132.jpg', '2016Äê', '17.78Íò', '27.90Íò')
('±¾Ìï ·É¶È 2007¿î 1.3L CVTÊæÊÊ°æ', 'https://image1.guazistatic.com/qn18071218484171986df3091e074bf5ae82ad204e6bb2.jpg', '17.6Íò¹«Àï', '3.60Íò', '11.40Íò')
('±¾Ìï°¬Á¦Éğ 2012¿î 2.4L VTiºÀ»ªµ¼º½°æ', 'https://image1.guazistatic.com/qn180515155505e37d5049a54ff492dbcc3ad1d0654a3c.jpg', '2016Äê', '16.80Íò', '33.60Íò')
('±¾ÌïCR-V 2017¿î 240TURBO CVTËÄÇıºÀ»ª°æ', 'https://image1.guazistatic.com/qn180709140332fecc13885858e651acbbf2f5a6eec34f.jpg', '2017Äê', '19.00Íò', '23.20Íò')
('±¾ÌïCR-V 2010¿î 2.0L ×Ô¶¯Á½Çı¶¼ÊĞ°æ', 'https://image1.guazistatic.com/qn18061019383011788e57c0ae919cddd96ba3f5f40670.jpg', '2010Äê', '9.28Íò', '21.50Íò')
