('比亚迪 2017款 1.5T 秦100', 'https://image1.guazistatic.com/qn180707150714c32a5f72905d31e58e868a72039de528.jpg', '2017年', '13.00万', '22.80万')
('比亚迪S6 2013款 白金版 2.4L 自动尊享型', 'https://image.guazistatic.com/gz01180609/11/18/381143f6b289111517044c48ec0c95a6.jpg', '7.7万公里', '6.00万', '13.40万')
('比亚迪G5 2014款 1.5TID 自动尊贵型', 'https://image1.guazistatic.com/qn18060505343682fa30f7ada5ca770164f5d8f42e5af9.jpg', '2014年', '5.40万', '10.20万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn18040620443127b30f16f1d60953e8a92656c19489b2.jpg', '2016年', '7.50万', '14.10万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn1801051948332fdd57051fb94c8252e20b02fcb50c19.jpg', '2015年', '7.50万', '14.10万')
('比亚迪秦 2015款 1.5T 双冠旗舰Plus版', 'https://image1.guazistatic.com/qn1802051103553545fed8d18b55f015872f191add0260.jpg', '10.9万公里', '9.30万', '23.90万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image1.guazistatic.com/qn180415194910b2685f177d7e50f4cb4de85cc91de4a7.jpg', '3.0万公里', '8.80万', '14.10万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image.guazistatic.com/gz01180603/17/29/50b56b4217ff2a8b2154291fc958d91e.jpg', '6.2万公里', '8.00万', '14.10万')
('比亚迪S6 2011款 2.4L 自动尊享型', 'https://image.guazistatic.com/gz01180623/15/57/93e483d8f4f51fa3ac7b0e70b1308ccb.jpg', '2017年', '3.90万', '14.20万')
('比亚迪S7 2016款 2.0T 自动尊贵型Plus', 'https://image.guazistatic.com/gz01180610/11/15/cad261faae6421b893ef954024ca7fa9.jpg', '2015年', '8.60万', '14.90万')
('比亚迪S7 2017款 2.0T 自动尊贵型', 'https://image.guazistatic.com/gz01180606/11/33/10299c4789a5a70ce88ccc55c11935f0.jpg', '5.6万公里', '9.20万', '14.10万')
('比亚迪S6 2013款 劲悦版 2.4L 自动尊享型 5座', 'https://image1.guazistatic.com/qn17042121372228c55ed9f761905643ff0cd587a359f7.jpg', '3.6万公里', '5.00万', '13.40万')
('比亚迪L3 2012款 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn180607083028077ed0e2573bc024f12242199ecc99a3.jpg', '2018年', '2.80万', '5.90万')
('比亚迪S6 2013款 劲悦版 2.0L 手动尊贵型 5座', 'https://image1.guazistatic.com/qn18060120051571a5a3dfae3acf7363e3f113c81e125e.jpg', '2014年', '3.30万', '10.80万')
('比亚迪S6 2014款 1.5TI 手动尊贵型 5座', 'https://image.guazistatic.com/gz01180615/12/57/8a5c6db008c9e184bf1263cf5b733edd.jpg', '2013年', '4.90万', '10.60万')
('比亚迪秦 2016款 秦EV300 尊贵型', 'https://image.guazistatic.com/gz01180523/14/41/13c2be2b194a75d04ac57b4cfdbb4836.jpg', '1.4万公里', '12.00万', '29.30万')
('比亚迪速锐 2016款 1.5L 手动精英型', 'https://image.guazistatic.com/gz01180409/14/55/f8dcfefb922d69f429737b6766819b2a.jpg', '2.8万公里', '4.80万', '7.60万')
('比亚迪 秦 2014款 1.5T 旗舰型', 'https://image1.guazistatic.com/qn180613124920acfd29041d6e87b90035e37784228e4c.jpg', '8.4万公里', '9.58万', '22.80万')
('比亚迪 宋 2017款 盖世升级版 1.5TID 自动豪雅型', 'https://image1.guazistatic.com/qn180706160139b81522560e977bd89bd75739e412a4c2.jpg', '2017年', '7.80万', '13.00万')
('比亚迪F3 2013款 节能版 1.5L 手动标准型', 'https://image1.guazistatic.com/qn18031414001675a67616f5d12d98d6257b4413087f29.jpg', '2015年', '3.10万', '5.70万')
('比亚迪M6 2011款 尊稳版 2.4L 自动尊享型', 'https://image1.guazistatic.com/qn180707133152b45f66c1646d891a53791f0a613b9636.jpg', '2016年', '5.00万', '19.40万')
('比亚迪速锐 2012款 1.5L 手动舒适型', 'https://image.guazistatic.com/gz01180427/10/30/b9296d8e4aefc38e902e331989b09ae6.jpg', '4.2万公里', '3.65万', '7.20万')
('比亚迪 唐 2017款 2.0T 全时四驱豪雅型', 'https://image.guazistatic.com/gz01180625/11/02/47e9d12dc622d2b01bcf820b4494aa6b.jpg', '7.9万公里', '19.00万', '30.40万')
('比亚迪S7 2016款 2.0T 自动旗舰型Plus', 'https://image1.guazistatic.com/qn180503221446075136f1165688db312d37bcc0cce1df.jpg', '2016年', '9.00万', '15.90万')
('比亚迪 秦 2017款 1.5T 尊贵型', 'https://image1.guazistatic.com/qn1806052242586e14df1d009508217752085534099193.jpg', '3.4万公里', '11.50万', '20.20万')
('比亚迪F3 2015款 节能版 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn17110115195646b8fd4f68500c89fb2cbc7d23fb4b64.jpg', '2015年', '3.58万', '6.10万')
('比亚迪S6 2014款 1.5TI 手动尊贵型 5座', 'https://image1.guazistatic.com/qn180530170933920cfbda5d7d154df1cabc79e7234790.jpg', '2015年', '4.30万', '10.60万')
('比亚迪 秦 2017款 1.5T 尊贵型', 'https://image.guazistatic.com/gz01180618/17/34/034143f1f31c7b518823cca8c6e128d2.jpg', '2015年', '13.00万', '20.20万')
('比亚迪秦 2015款 1.5T 双冠旗舰Plus版', 'https://image1.guazistatic.com/qn17032015050421b2f325dca6aadb06ef4ce843beb75b.jpg', '5.2万公里', '10.39万', '23.90万')
('比亚迪G5 2014款 1.5TID 自动尊贵型', 'https://image.guazistatic.com/gz01180522/15/19/493afc1498cdd10786c6019c8bb4a1a4.jpg', '3.5万公里', '5.70万', '10.20万')
('比亚迪S6 2013款 白金版 2.0L 手动豪华型', 'https://image1.guazistatic.com/qn180507185639551cf3c81e266421b9706380a2471c34.jpg', '2016年', '4.30万', '8.70万')
('比亚迪 思锐 2013款 1.5TID 自动尊贵型', 'https://image1.guazistatic.com/qn180708223719c421505d06fe52b26ae5cbd7d93a6901.jpg', '3.2万公里', '5.00万', '13.10万')
('比亚迪S6 2013款 白金版 2.0L 手动豪华型', 'https://image1.guazistatic.com/qn1805281837472f95120ea561ea79f0bb15ec1c7636d8.jpg', '2016年', '3.80万', '8.70万')
('比亚迪 秦 2015款 1.5T 双冠旗舰Plus版', 'https://image1.guazistatic.com/qn18070717520486948d624bfb2f0b0b50299a007089a8.jpg', '2014年', '10.00万', '23.90万')
('比亚迪S6 2014款 2.0L 手动豪华型 5座', 'https://image1.guazistatic.com/qn1711182126074349a5fb450e3ae04862ae893ffa4232.jpg', '2013年', '4.30万', '8.70万')
('比亚迪宋 2016款 盖世版 1.5TID 自动精英型', 'https://image1.guazistatic.com/qn180419125727ee06dabca79db9d239dac0c9f61daf37.jpg', '2.1万公里', '7.60万', '11.60万')
('比亚迪S7 2017款 2.0T 自动尊贵型', 'https://image.guazistatic.com/gz01180604/12/29/e5fe6dc4a13b9ce731803ec15f3bfff9.jpg', '4.6万公里', '10.00万', '14.10万')
('比亚迪G5 2014款 1.5TI 手动尊贵型', 'https://image1.guazistatic.com/qn1705221611073ec798787eff616c626f213ae3f0f1e4.jpg', '4.4万公里', '4.95万', '9.30万')
('比亚迪 速锐 2015款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn180612070052f0da29da0581ffcc25c0b55943308acd.jpg', '2017年', '4.50万', '8.30万')
('比亚迪速锐 2012款 1.5TI 手动豪华型', 'https://image1.guazistatic.com/qn1805191304590563fce99c82b61852ea85f38c867bd6.jpg', '6.2万公里', '3.30万', '9.00万')
('比亚迪S6 2013款 劲悦版 2.0L 手动豪华型 5座', 'https://image1.guazistatic.com/qn1805201254048ace7c11ade7a6127721034c39d2a818.jpg', '2012年', '3.60万', '8.70万')
('比亚迪S6 2014款 2.0L 手动豪华型 5座', 'https://image1.guazistatic.com/qn1703071527245ba1a3c89ad78b9c958cb198933e3bac.jpg', '2014年', '4.98万', '8.70万')
('比亚迪S6 2014款 2.0L 手动豪华型 5座', 'https://image.guazistatic.com/gz01180617/17/16/d1cf6f88022db3cc6c580de6176a9361.jpg', '4.6万公里', '4.60万', '8.70万')
('比亚迪 宋 2016款 1.5TI 手动豪华型', 'https://image1.guazistatic.com/qn180709022758447df665390ed3615f42acb8a5251fa8.jpg', '2016年', '6.30万', '11.60万')
('比亚迪F3 2014款 1.5L 手动尊贵型', 'https://image1.guazistatic.com/qn180714100716717c66765e1b08cfc97ffeba20c6b993.jpg', '2015年', '3.60万', '6.60万')
('比亚迪 宋 2016款 盖世版 1.5TID 自动精英型', 'https://image1.guazistatic.com/qn18052920043299f5a1c66736ae9f2165979aa290e362.jpg', '6.2万公里', '8.50万', '11.60万')
('比亚迪宋 2016款 1.5TI 手动豪华型', 'https://image1.guazistatic.com/qn171010174404cc60c2f622528700e2c9f7adfeb7aa10.jpg', '2.4万公里', '6.70万', '11.60万')
('比亚迪F6 2009款 新财富版 2.0L 手动舒适型', 'https://image1.guazistatic.com/qn171213141812c5491f24044ceb66a8b8aa93c8acd688.jpg', '2.4万公里', '2.20万', '9.70万')
('比亚迪G6 2013款 1.5TID 自动尊贵型', 'https://image.guazistatic.com/gz01180629/17/32/81453fb5ee21f2de3f72bc0812cf7fc9.jpg', '5.8万公里', '4.80万', '11.80万')
('比亚迪速锐 2016款 1.5L 手动精英型', 'https://image1.guazistatic.com/qn1805080951283dfd3988b0177070580ba38f05a68122.jpg', '2011年', '6.30万', '7.60万')
('比亚迪元 2016款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn170628122747792aa93f0207c21088879c95f5d5f8d9.jpg', '2014年', '6.50万', '7.00万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn180701103519c1b9ffe3e89705b00a09a52457a79ab3.jpg', '2011年', '6.80万', '14.10万')
('比亚迪速锐 2012款 1.5L 手动豪华型', 'https://image.guazistatic.com/gz01180422/20/04/a45b0783b067d59f1c43aad08e8bb6fa.jpg', '10.4万公里', '3.20万', '7.90万')
('比亚迪G5 2014款 1.5TID 自动尊贵型', 'https://image.guazistatic.com/gz01180701/14/19/224592143f8604c1667577070f3b6909.jpg', '14.1万公里', '4.90万', '10.20万')
('比亚迪G6 2013款 2.0L 手动尊贵型', 'https://image1.guazistatic.com/qn170418180909b5d10447ad380753316c574852e6f999.jpg', '3.3万公里', '4.58万', '9.60万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image.guazistatic.com/gz01180526/09/50/f48215337df2c5a6b1519fd4c45bcd67.jpg', '2017年', '7.00万', '14.10万')
('比亚迪秦 2015款 1.5T 双冠旗舰Plus版', 'https://image.guazistatic.com/gz01180513/12/33/2d5aa6e67a1e10f88708640b5bdddd47.jpg', '2014年', '12.00万', '23.90万')
('比亚迪S6 2014款 2.0L 手动豪华型 5座', 'https://image1.guazistatic.com/qn1706141711548a8661545fde8dc3f328ac4be1218637.jpg', '2015年', '5.00万', '8.70万')
('比亚迪L3 2015款 节能版 1.5L 自动舒适型', 'https://image1.guazistatic.com/qn180528195345582f6cf3154369028b7aa0afce89d731.jpg', '3.1万公里', '4.10万', '6.70万')
('比亚迪秦 2015款 1.5T 双冠旗舰Plus版', 'https://image.guazistatic.com/gz01180509/19/26/457787a48ba23ca21e4ba8021adb7378.jpg', '2.1万公里', '9.60万', '23.90万')
('比亚迪元 2016款 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn18060901083468025543510872c6995b6ef435335449.jpg', '2016年', '6.50万', '7.90万')
('比亚迪F3 2008款 1.5L 白金版标准型GL-i', 'https://image1.guazistatic.com/qn1711031415456dda829f0e03401bea24c1387842d270.jpg', '6.2万公里', '1.30万', '6.60万')
('比亚迪唐 2015款 2.0T 四驱旗舰型', 'https://image1.guazistatic.com/qn1803141238425b9ebcda301356b3a0b62da215ff8fbc.jpg', '2016年', '16.40万', '30.40万')
('比亚迪F0 2011款 尚酷版 1.0L 铉酷型', 'https://image1.guazistatic.com/qn1805051522362cd3774ffeaaba54f41db778daba42dc.jpg', '1.4万公里', '1.15万', '4.00万')
('比亚迪S7 2016款 1.5T 手动尊贵型', 'https://image1.guazistatic.com/qn180705141809db327cfcc7ceee7f3496a184cd5c351b.jpg', '0.7万公里', '6.80万', '12.70万')
('比亚迪F3R 2009款 金钻版 1.5L 精英型', 'https://image.guazistatic.com/gz01180416/13/35/2139b95b5ab3f60a889b94941d7b9280.jpg', '2013年', '1.30万', '5.90万')
('比亚迪S7 2016款 2.0T 自动尊贵型Plus', 'https://image1.guazistatic.com/qn1806201235416f1c47ffd85ee0ccfd87befc5aae74a7.jpg', '2012年', '8.50万', '14.90万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn180412213349a3698d0419b0641b558842ba150ec5c3.jpg', '7.7万公里', '7.70万', '14.10万')
('比亚迪 秦 2015款 1.5T 双冠旗舰版', 'https://image.guazistatic.com/gz01180603/10/49/0b210afd41037ced09b3f32e79518351.jpg', '26.5万公里', '15.00万', '22.80万')
('比亚迪L3 2015款 节能版 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn1803201656106e8a97a73a69fa83c883e7278d68155f.jpg', '2014年', '3.80万', '6.00万')
('比亚迪S6 2013款 白金版 2.4L 手动尊贵型', 'https://image.guazistatic.com/gz01180321/14/49/5957d4f05a005426c0650b679c577946.jpg', '7.0万公里', '4.68万', '12.40万')
('比亚迪速锐 2015款 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn1802270222517a4eab0204a6ffce86c352448e8fa1fb.jpg', '2016年', '6.00万', '9.40万')
('比亚迪宋 2016款 盖世版 1.5TID 自动豪雅型', 'https://image.guazistatic.com/gz01180409/18/59/c4685bb8f5e6b6067f1f923aebc72260.jpg', '4.3万公里', '9.00万', '12.70万')
('比亚迪S6 2011款 2.0L 手动尊贵型', 'https://image.guazistatic.com/gz01180410/19/39/94ec64e80d910c0d43e09cbb7c088934.jpg', '2013年', '3.20万', '11.70万')
('比亚迪速锐 2012款 1.5TI 手动舒适型', 'https://image1.guazistatic.com/qn180316155337bb61e632eee18f04475917ca61e4b8a8.jpg', '11.3万公里', '3.40万', '8.20万')
('比亚迪G5 2014款 1.5TI 手动尊贵型', 'https://image1.guazistatic.com/qn180316164923031e51ef2bb5736b1bb213aee3aa3602.jpg', '2016年', '4.75万', '9.30万')
('比亚迪L3 2015款 节能版 1.5L 自动舒适型', 'https://image1.guazistatic.com/qn180317104637a2cd4dd78ac2524ee0048cce8ed38a2f.jpg', '3.2万公里', '4.50万', '6.70万')
('比亚迪F3 2015款 节能版 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn1802241345475f044bdea1eab73c60c53495d3110727.jpg', '2015年', '3.93万', '6.10万')
('比亚迪F3 2012款 节能版 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn18012310380660ad635e67989ad8e8b1b32d13a09255.jpg', '3.3万公里', '3.18万', '4.80万')
('比亚迪S6 2013款 白金版 2.0L 手动豪华型', 'https://image1.guazistatic.com/qn17110712362637d2fa40fa086f225f6ad9e881c08c7d.jpg', '2016年', '4.50万', '8.70万')
('比亚迪思锐 2013款 1.5TID 自动尊贵型', 'https://image1.guazistatic.com/qn171029201827ff45fa4eda6b705fa8a3e4160f4af914.jpg', '1.9万公里', '6.80万', '13.10万')
('比亚迪S7 2015款 2.0T 升级版 自动旗舰型', 'https://image1.guazistatic.com/qn1806042113391d990bc735e6a0b5cdf6a3393382b4ff.jpg', '2015年', '8.00万', '15.20万')
('比亚迪F3 2015款 节能版 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn180706184619cce06f774743cae828b628cfab20a903.jpg', '7.0万公里', '3.60万', '5.60万')
('比亚迪唐 2015款 2.0T 四驱旗舰型', 'https://image1.guazistatic.com/qn180609223508e0bb20fa2d69a7ea89dcaf10523d04a1.jpg', '2015年', '20.00万', '30.40万')
('比亚迪S6 2013款 白金版 2.0L 手动尊贵型', 'https://image1.guazistatic.com/qn1807101748297eb37ad0f1eb7e179a7a61863ce5d1b2.jpg', '5.4万公里', '3.40万', '10.80万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image1.guazistatic.com/qn17103113095013825b643e55a8bd09307663795f5c6b.jpg', '2016年', '9.00万', '14.10万')
('比亚迪S6 2012款 2.0L 手动尊贵型', 'https://image1.guazistatic.com/qn1803031738463ec6b810318aa7cbe14d142c89880cf4.jpg', '4.8万公里', '3.30万', '11.70万')
('比亚迪S6 2014款 1.5TI 手动尊贵型 5座', 'https://image1.guazistatic.com/qn1807081422142608409f00d94845c8e581a14c07a181.jpg', '2012年', '4.16万', '10.60万')
('比亚迪秦 2015款 1.5T 双冠旗舰Plus版', 'https://image.guazistatic.com/gz01180422/15/05/dcf3069f72ec0e0e5582eb78572fdb55.jpg', '16.1万公里', '9.90万', '23.90万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn1711161734367c21f13a6d4b0353173db72c93b9f8c6.jpg', '2015年', '8.28万', '14.10万')
('比亚迪 唐 2015款 2.0T 四驱旗舰型', 'https://image1.guazistatic.com/qn1807111942491e95b0423b561d948cc64292483364a4.jpg', '5.7万公里', '15.70万', '30.40万')
('比亚迪F3 2015款 节能版 1.5L 手动豪华型', 'https://image.guazistatic.com/gz01180630/12/08/31e553538c29ae9f9b7c61f2d701553d.jpg', '2011年', '3.08万', '6.10万')
('比亚迪 速锐 2015款 改款 1.5L 手动豪华型', 'https://image.guazistatic.com/gz01180624/16/09/314042740fda1c76a53d54689b6814f5.jpg', '8.9万公里', '4.44万', '8.30万')
('比亚迪 唐 2015款 2.0T 四驱旗舰型', 'https://image1.guazistatic.com/qn180711124005d8b911828c31df0b05939017593f98c4.jpg', '2014年', '15.00万', '30.40万')
('比亚迪F6 2011款 黄金版 2.0L CVT尊享型', 'https://image.guazistatic.com/gz01180618/16/22/2ec1cc26ec58ae86974479228fca9156.jpg', '2.5万公里', '2.45万', '11.90万')
('比亚迪M6 2013款 2.4L 手动豪华型', 'https://image1.guazistatic.com/qn180712162210caf6cc80d27c6e888b4027d5f9b4a071.jpg', '2015年', '5.56万', '13.70万')
('比亚迪 唐 2015款 2.0T 四驱旗舰型', 'https://image.guazistatic.com/gz01180622/13/48/253ca248865a3e64ae10e098965449fa.jpg', '6.6万公里', '15.50万', '30.40万')
