('江淮瑞风S3 2017款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn18051113401949a43c61a1cc5196d387d091fcd8b016.jpg', '2016年', '5.30万', '7.40万')
('江淮 瑞鹰 2010款 1.9T 高原版豪华型', 'https://image1.guazistatic.com/qn180518120426571926ec87c8ee60884ce5782a106d9c.jpg', '13.9万公里', '2.80万', '8.20万')
('江淮瑞风 2008款 2.0L穿梭 汽油 简配前后空调型', 'https://image1.guazistatic.com/qn170807131735128c4014f671e91c899ca54acd261469.jpg', '4.6万公里', '3.30万', '11.50万')
('江淮 瑞风S3 2017款 1.6L CVT豪华型', 'https://image1.guazistatic.com/qn180603082544279b1a1cf203514577864783ba5f857f.jpg', '2013年', '5.99万', '8.20万')
('江淮 瑞风S3 2014款 1.5L 手动豪华智能型', 'https://image.guazistatic.com/gz01180618/11/50/86ee6067da50c4416b777a3d5cf7f529.jpg', '2010年', '3.60万', '8.10万')
('江淮 瑞风S3 2017款 1.6L CVT豪华型', 'https://image.guazistatic.com/gz01180601/18/06/3f3ef9e66fe6e6b940b93b28aff52956.jpg', '7.8万公里', '6.00万', '20.40万')
('江淮 宾悦 2009款 2.0L 手动精英型', 'https://image.guazistatic.com/gz01180615/16/15/a14feecccbf449f4f4ca40f3088caf3f.jpg', '16.3万公里', '1.50万', '9.60万')
('江淮 星锐 2017款 2.7T 长轴高顶星快运多功能商用车', 'https://image1.guazistatic.com/qn180711120340ad0956e4b18dfd230d928d73d4fa3988.jpg', '2018年', '14.80万', '8.10万')
('江淮 瑞风 2011款 2.0L穿梭 汽油标准版HFC4GA3', 'https://image.guazistatic.com/gz01180614/11/34/c630814b3556a7a9d15b07cd0059dd86.jpg', '2015年', '2.70万', '10.80万')
('江淮瑞风M3 2015款 1.6L 豪华智能型', 'https://image1.guazistatic.com/qn170716134839a52aa409e49794b44b0fa142ea396b13.jpg', '1.0万公里', '5.20万', '9.20万')
('江淮 瑞风S3 2016款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn1807052239209d6f6bcdd29bd8e5d8a3a6420d2f7a57.jpg', '4.8万公里', '5.00万', '9.20万')
('江淮 瑞风 2012款 2.0L穿梭时光版HFC4GA3', 'https://image.guazistatic.com/gz01180606/11/28/4f2560b860716d58eec45a90017f5057.jpg', '2013年', '3.60万', '8.60万')
('江淮瑞风M2 2012款 1.5L MT豪华运动型5座', 'https://image.guazistatic.com/gz01180519/17/54/f955fe1c361856738f11eff959437f6e.jpg', '2014年', '2.90万', '7.90万')
('江淮 瑞风M3 2016款 宜家版 1.6L 豪华智能型', 'https://image1.guazistatic.com/qn180709125157b8e6d76ef3faa8db2de7fccbcce5250b.jpg', '6.9万公里', '5.50万', '19.50万')
('江淮瑞风 2011款 2.4L政采版 手动豪华型', 'https://image.guazistatic.com/gz01180520/09/28/3dc92762f22540b62145cd9c0b1d7ef0.jpg', '5.1万公里', '5.20万', '13.00万')
('江淮iEV 2015款 iEV5', 'https://image1.guazistatic.com/qn18022801584055fa27b6d0c9589f92602b7fe70b2342.jpg', '2013年', '5.50万', '7.60万')
('2011款江淮和悦RS1.8L舒适版', 'https://image.guazistatic.com/gz01180612/18/09/6d488272fca55d9c94c4879a989d374d.jpg', '2009年', '2.20万', '9.20万')
('江淮和悦RS 2013款 1.8手动豪华版七座', 'https://image1.guazistatic.com/qn171224134343104dd80a100f0a610b837acfb1c33c8a.jpg', '2014年', '4.00万', '9.20万')
('江淮 瑞风M3 2015款 创客版 1.6L 豪华型', 'https://image.guazistatic.com/gz01180623/18/31/a464d9094e820a5f0b6a4f7b7f926cd4.jpg', '2.6万公里', '4.70万', '7.60万')
('江淮瑞风S3 2016款 1.5L CVT豪华智能型', 'https://image.guazistatic.com/gz01180417/17/27/2ec3beb9668675c67429b42332ab2c52.jpg', '12.6万公里', '5.50万', '16.80万')
('江淮瑞风S3 2016款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn18013121091871d74091ee62e65ac5297d72cea62f32.jpg', '2009年', '4.00万', '7.60万')
('江淮 瑞风 2012款 2.0L穿梭时光版HFC4GA3', 'https://image1.guazistatic.com/qn18071314512957bc62abd649770d48f5e2336660ced7.jpg', '11.0万公里', '3.60万', '8.10万')
('江淮iEV 2015款 iEV4 豪华智能型', 'https://image1.guazistatic.com/qn180628203546259ac99d979ffbee400bb7e5af72241c.jpg', '2015年', '4.35万', '10.80万')
('江淮 瑞风S3 2014款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn180708163640282d61db3213f83efc39bacc896d8051.jpg', '12.9万公里', '3.60万', '17.20万')
('江淮瑞风S3 2014款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn1807131352280abce3d19ad3919eb7dfb2286923c692.jpg', '2013年', '3.31万', '12.50万')
('江淮 瑞风 2011款 2.0L穿梭 汽油标准版HFC4GA3', 'https://image1.guazistatic.com/qn1807101336541e64399fb8c9f493de3e8a704e29214c.jpg', '10.3万公里', '3.50万', '8.10万')
('江淮iEV 2017款 iEV7', 'https://image.guazistatic.com/gz01180629/09/59/bc3bb30fc5565f8ad0e9a77a59bb65cf.jpg', '2017年', '5.30万', '13.30万')
('江淮 瑞风S3 2014款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn1807072320242b7cc83c973db95037a04ffaef50a4eb.jpg', '2011年', '3.80万', '13.00万')
('江淮 瑞风 2015款 1.9T穿梭 长轴标准HFC4DB1-2C', 'https://image1.guazistatic.com/qn180712173825096a38be3c408f73417b6f7f0266d300.jpg', '0.8万公里', '8.50万', '8.10万')
('江淮 瑞风S5 2013款 2.0T 手动尊享版', 'https://image1.guazistatic.com/qn180710131404e624a271afe385b3a9223199a51cbf97.jpg', '15.1万公里', '4.23万', '8.10万')
('江淮 瑞风 2011款 2.4L政采版 手动豪华型', 'https://image.guazistatic.com/gz01180613/18/02/e9cef071dc01a5fd36c44a48fe4c09a5.jpg', '5.9万公里', '3.18万', '9.60万')
('江淮瑞风S3 2016款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn1711121124567d949c829c69aba812d8f8492029c3e5.jpg', '2017年', '4.20万', '8.20万')
('江淮瑞风 2011款 2.0L 穿梭 汽油标准版 HFC4GA3', 'https://image1.guazistatic.com/qn17012612350265bc856288b6e470eed5cf988987d62a.jpg', '2010年', '4.59万', '9.10万')
('江淮 瑞风S3 2016款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn180627140740cd1bfd8518a38d01452f4052ca67a2e4.jpg', '2015年', '4.06万', '7.60万')
('江淮 瑞风S2 2015款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn1807070740511a3f28389dc8d02fc3a48577e4639113.jpg', '1.6万公里', '5.00万', '10.80万')
('江淮瑞风S3 2016款 1.5L CVT豪华智能尊享版', 'https://image.guazistatic.com/gz01180519/21/29/43f3c0024029b2ef322ff530d7c389c3.jpg', '7.8万公里', '5.40万', '7.10万')
('江淮 瑞风 2015款 2.0L穿梭 汽油长轴标准版HFC4GA3-3D', 'https://image.guazistatic.com/gz01180704/18/54/cf8bd92ae5f1909d2562c20528bb2f4d.jpg', '2018年', '5.50万', '8.60万')
('江淮瑞风M2 2011款 1.8L MT尊逸型5座', 'https://image1.guazistatic.com/qn180519081346b8bdaa902559668b7ec7d97374753046.jpg', '2015年', '2.00万', '9.20万')
('江淮 瑞风 2008款 2.4L彩色之旅 汽油 手动标准型HFC4GA1-C', 'https://image1.guazistatic.com/qn180528163707dc9c7378288e25d91fc1c2cd49363241.jpg', '2013年', '2.50万', '9.20万')
('江淮瑞风M2 2010款 1.8L MT豪华型', 'https://image1.guazistatic.com/qn180126105845f92812213bd4c8d90f46ab229db2966a.jpg', '1.3万公里', '2.08万', '8.10万')
('江淮 瑞风S3 2014款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn180711152152db44285bda62df1504ed295bd95083bb.jpg', '1.3万公里', '4.80万', '11.50万')
('江淮 瑞风M2 2012款 1.5L MT宜家舒适版', 'https://image.guazistatic.com/gz01180617/10/49/a2c2281c27419d2e48d62d55b8b17ddc.jpg', '6.6万公里', '2.50万', '9.60万')
('江淮 瑞风M3 2015款 创客版 1.6L 豪华智能型', 'https://image1.guazistatic.com/qn1807101214398935741b689613fbaa57caddf03a8bee.jpg', '2016年', '5.00万', '17.30万')
('江淮 瑞风S3 2016款 1.5L CVT豪华智能型', 'https://image.guazistatic.com/gz01180629/15/42/20c500213c029fe546e02591b24744dc.jpg', '2014年', '5.50万', '7.60万')
('江淮 瑞风 2011款 2.0L穿梭 汽油舒适版HFC4GA3', 'https://image1.guazistatic.com/qn180713103649561f7a8aa6ca8fd70f9b1678853ae509.jpg', '2016年', '4.50万', '8.60万')
('江淮瑞风S3 2016款 1.5L CVT豪华智能尊享版', 'https://image1.guazistatic.com/qn180518130256f40b56635ef143657d7316df6a2ac036.jpg', '2.4万公里', '5.00万', '8.40万')
('江淮瑞风S3 2014款 1.5L 手动豪华智能型', 'https://image1.guazistatic.com/qn180506124508f96603aeab6b043f56f08b51c9a20f92.jpg', '2013年', '6.30万', '8.60万')
('江淮瑞风M3 2015款 创客版 1.6L 豪华型', 'https://image1.guazistatic.com/qn180513175137cd1622e0c8f39164ba8c216081ce4e5b.jpg', '2014年', '5.80万', '13.00万')
('江淮 瑞风M3 2016款 宜家版 1.6L 豪华智能型', 'https://image1.guazistatic.com/qn180706150756812ca379da86456d4e328fbc227fe867.jpg', '4.6万公里', '6.20万', '9.20万')
('江淮瑞风M2 2012款 1.8L MT宜商豪华版7座', 'https://image.guazistatic.com/gz01180419/17/37/52e1531dc4c416f018e9cc9d246b7e4c.jpg', '14.8万公里', '3.50万', '10.80万')
('江淮瑞风 2012款 2.0L穿梭时光版HFC4GA3', 'https://image1.guazistatic.com/qn1803201038151d1c143457e494adf18a9ac858737aaa.jpg', '2016年', '4.80万', '13.00万')
('江淮瑞风 2007款 2.4L彩色之旅 CBR汽油 手动标准型HFC4GA1', 'https://image1.guazistatic.com/qn171221213949da8efc02ebdd7041a352d639fa21015b.jpg', '2011年', '2.80万', '8.10万')
('江淮 瑞风 2011款 2.4L政采版 手动豪华型', 'https://image.guazistatic.com/gz01180628/18/02/44d8c90647ec329e7de36e7fdeae8f5d.jpg', '2.2万公里', '5.80万', '12.50万')
('江淮 瑞风 2011款 2.0L穿梭 汽油标准版HFC4GA3', 'https://image1.guazistatic.com/qn1807071131394ff8793a694145c42151463b75962c57.jpg', '7.9万公里', '4.20万', '9.20万')
('江淮 瑞风 2011款 2.0L政采版 手动豪华型', 'https://image1.guazistatic.com/qn1710251355289c4214c8930e1786d63db8411ee830e6.jpg', '2015年', '7.30万', '16.80万')
('江淮 瑞风S3 2014款 1.5L 手动豪华智能型', 'https://image.guazistatic.com/gz01180614/14/15/79c8de977592a198b2132c93b4501960.jpg', '2016年', '4.90万', '14.20万')
('江淮 瑞风 2007款 2.0T祥和 汽油 手动标准版HFC4GA3-1C', 'https://image.guazistatic.com/gz01180622/12/37/84db2073ff2d68cb22036ac85a81d090.jpg', '6.2万公里', '2.60万', '9.20万')
('江淮瑞风S3 2014款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn17112714312854e721e42e0ade443395c4ed3d5c5496.jpg', '4.1万公里', '5.80万', '12.50万')
('江淮 瑞风S3 2016款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn1806030043434d5a7060d87360686a91bf0b6921298e.jpg', '2015年', '4.98万', '13.00万')
('江淮 瑞风 2011款 2.4L一家亲 汽油标准版HFC4GA1-C', 'https://image.guazistatic.com/gz01180619/10/22/19037768956f895ec4552603b1bd6990.jpg', '2016年', '4.50万', '10.80万')
('江淮瑞风 2011款 2.4L政采版 手动豪华型', 'https://image1.guazistatic.com/qn17101917050172bddb8770ff201524e3a67e438719f1.jpg', '6.1万公里', '5.19万', '14.20万')
('江淮 瑞风 2011款 2.0L政采版 手动豪华型', 'https://image.guazistatic.com/gz01180629/16/54/e0eb367d216c0a76365eb56f7c1953f5.jpg', '3.6万公里', '2.60万', '6.80万')
('江淮瑞风 2011款 2.4L祥和 汽油标准版HFC4GA1-C', 'https://image1.guazistatic.com/qn171204114732cb2a4923d31051d57a3d18f59460af32.jpg', '2016年', '4.00万', '10.80万')
('江淮瑞风 2008款 2.0L穿梭 汽油 简配单空调型', 'https://image1.guazistatic.com/qn171029192351d4ea04d8d7ae6baebfc64b14e1ebb99f.jpg', '2010年', '3.00万', '8.70万')
('江淮 瑞风 2011款 2.0L穿梭 汽油标准版HFC4GA3', 'https://image.guazistatic.com/gz01180530/17/17/30be81cbe21850041c9c3b44c52e9903.jpg', '5.9万公里', '2.50万', '9.20万')
('江淮 瑞风S2 2015款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn18070907345339dfe383626fd83920271158101b03aa.jpg', '3.6万公里', '4.28万', '6.50万')
('江淮瑞风S3 2016款 1.5L CVT豪华智能型', 'https://image1.guazistatic.com/qn1805181948571f1712f42a8ec041cdb0bd6654e34434.jpg', '2015年', '5.50万', '11.50万')
('江淮 瑞风M3 2015款 2.0L 豪华型', 'https://image.guazistatic.com/gz01180625/11/52/9794f2b19dc28d61b8d4d9ae112dbcfb.jpg', '2015年', '4.50万', '17.30万')
