('现代 全新胜达 2015款 2.4L 自动四驱智能型 5座', 'https://image1.guazistatic.com/qn180708093238c551765cacfe66acb5966ac15bb8a184.jpg', '2015年', '14.68万', '27.10万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180328/13/01/98c265c9e8305a1ee8198e159c25ad5b.jpg', '2015年', '8.50万', '21.30万')
('现代 全新胜达 2013款 2.4L 自动两驱智能型', 'https://image1.guazistatic.com/qn1807101614093fa803b2b6ce5feaf17df7604674ea56.jpg', '2014年', '14.50万', '27.10万')
('现代途胜 2015款 1.6T 双离合两驱领先型', 'https://image1.guazistatic.com/qn170914105208745f2aa46381f92b5c579d1d8b36e295.jpg', '1.9万公里', '15.80万', '21.40万')
('现代 格越 2013款 2.2T 7座四驱舒适版(进口)', 'https://image1.guazistatic.com/qn18052613101875473e7d164795a5d58da1716e3f2adc.jpg', '2016年', '17.00万', '35.30万')
('现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV', 'https://image1.guazistatic.com/qn180312203423179437fb72b5ad5ab19396b5d1d306c8.jpg', '2.1万公里', '9.70万', '21.40万')
('现代 悦动 2010款 1.6L AT GL', 'https://image1.guazistatic.com/qn180626062925c7dfe9ab2832b55a230d8bf6534020eb.jpg', '5.3万公里', '4.10万', '11.80万')
('现代ix25 2015款 1.6L 自动两驱智能型GLS', 'https://image.guazistatic.com/gz01180403/17/38/f6a56c7ae86d56c34b59dddf2752aca8.jpg', '5.7万公里', '9.50万', '15.50万')
('现代 名图 2017款 1.6T 自动智能型GLS', 'https://image.guazistatic.com/gz01180530/11/12/2bfb79cf2d61c7250be4cf0302f84e51.jpg', '2013年', '11.23万', '17.30万')
('现代 名图 2014款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180627/10/47/576bf4b825a640182302dd5d31e72f56.jpg', '2015年', '8.50万', '16.30万')
('现代 索纳塔八 2014款 2.4L 自动领先版 国IV', 'https://image1.guazistatic.com/qn18071216023507f57bbbd5d45bbf0b9fc90cbdc07d97.jpg', '2016年', '9.50万', '21.70万')
('现代名图 2017款 1.6T 自动智能型GLS', 'https://image1.guazistatic.com/qn180511053703e7b2f41cf2cb55f4951d82b90e5c5eca.jpg', '11.4万公里', '12.20万', '17.30万')
('现代ix25 2015款 1.6L 自动两驱智能型GLS', 'https://image1.guazistatic.com/qn180630055118c20f1ec4a08a37629dbec3e572c63cd8.jpg', '2015年', '8.80万', '15.50万')
('现代 瑞纳 2014款 1.4L 自动智能型GLS', 'https://image.guazistatic.com/gz01180624/16/14/4af27db899bed696b194dacc8b921942.jpg', '4.5万公里', '4.52万', '9.40万')
('现代 索纳塔九 2015款 1.6T GLX领先型', 'https://image.guazistatic.com/gz01180613/15/16/b3c43cf3b3825a196bc2117201da99a9.jpg', '3.6万公里', '12.23万', '22.60万')
('现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV', 'https://image1.guazistatic.com/qn18070508494557fad4729a82e6eed0fd842da9bcae04.jpg', '2015年', '8.68万', '21.40万')
('现代全新胜达 2013款 2.4L 自动两驱智能型', 'https://image1.guazistatic.com/qn180311061520738595916e5ce4807a25764ed24dd7c6.jpg', '7.5万公里', '12.00万', '27.10万')
('现代 索纳塔八 2013款 2.4L 自动豪华版 国V', 'https://image1.guazistatic.com/qn180530151642b1f27d10be6164841fe0a39a4ac027f5.jpg', '2012年', '10.50万', '22.80万')
('现代 瑞纳 2014款 1.4L 自动智能型GLS', 'https://image.guazistatic.com/gz01180524/15/53/d9e4ec25575ff2812d04cb76d0862334.jpg', '2014年', '5.20万', '9.40万')
('现代 悦纳 2016款 1.4L 手动炫酷版GLS', 'https://image1.guazistatic.com/qn1807042017403090ce4f3324579e45eaf1feb2e4e005.jpg', '5.7万公里', '5.20万', '8.40万')
('现代 名图 2014款 1.8L 自动尊贵型DLX', 'https://image1.guazistatic.com/qn1807031516591c05002023c86986ae1bb2d38b18f773.jpg', '9.2万公里', '10.00万', '17.30万')
('现代索纳塔九 2015款 1.6T GLS智能型', 'https://image1.guazistatic.com/qn171231131454414a5ecbccbea5b3b5e0df2efd25e92b.jpg', '2015年', '11.50万', '21.10万')
('现代ix25 2015款 1.6L 自动两驱智能型GLS', 'https://image.guazistatic.com/gz01180629/19/06/0f348a58589b0362fa0eddaaee354883.jpg', '2010年', '9.00万', '15.50万')
('现代 名图 2016款 1.6T 自动旗舰型TOP', 'https://image1.guazistatic.com/qn1807111747451c9448ae022def39cc6da91f12f43936.jpg', '8.4万公里', '12.50万', '18.40万')
('现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV', 'https://image1.guazistatic.com/qn1807081952276ae1b5977560c32741852fd0219c61fc.jpg', '2013年', '8.14万', '21.40万')
('现代 索纳塔九 2015款 1.6T GLS智能型', 'https://image.guazistatic.com/gz01180701/12/56/8023c74598c6299e413f19976f277838.jpg', '2016年', '12.90万', '21.10万')
('现代 领动 2016款 1.6L 自动智炫·精英型', 'https://image.guazistatic.com/gz01180627/09/31/b0bafeb8228a7a5d765fc4ec047e435d.jpg', '14.3万公里', '8.30万', '13.00万')
('现代 索纳塔八 2011款 2.0L 自动豪华版', 'https://image1.guazistatic.com/qn180618194931b6e343faf7cacce3571d3ae0bc8e73f5.jpg', '7.0万公里', '7.20万', '20.60万')
('现代名图 2014款 1.8L 自动尊贵型DLX', 'https://image1.guazistatic.com/qn1807051958187779e8b383f7fedba2cabbe521cb5fda.jpg', '2015年', '9.11万', '17.30万')
('现代全新胜达 2013款 改款 2.4L 自动四驱尊贵型', 'https://image1.guazistatic.com/qn180305050528c5402e22871b1ca32e991241f4a5f305.jpg', '2013年', '15.00万', '31.30万')
('现代 索纳塔九 2016款 2.0L hybrid HS领先型', 'https://image.guazistatic.com/gz01180616/09/50/b1a4c298e2056b86f03a35f03742882d.jpg', '2011年', '13.60万', '24.90万')
('现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS', 'https://image.guazistatic.com/gz01180623/15/27/6259e43bd47ebc960ec5b183aa694656.jpg', '2015年', '3.20万', '8.60万')
('现代 名图 2017款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180703/10/08/82a4b4ac35e97d4149bbdb1b908a15a3.jpg', '3.1万公里', '12.30万', '16.30万')
('现代ix35 2012款 2.0L 自动两驱精英版GLS', 'https://image1.guazistatic.com/qn170410110049524fca58ab58172c4166fdec9477ddb5.jpg', '8.1万公里', '9.20万', '21.30万')
('现代 朗动 2016款 1.6L 自动智能型', 'https://image.guazistatic.com/gz01180523/16/29/709577f34a53b946921485636302fa50.jpg', '2016年', '8.00万', '12.60万')
('现代瑞纳 2014款 1.4L 手动智能型GLS', 'https://image1.guazistatic.com/qn18032410265383bad2aab5624ffdcb753e2de061734f.jpg', '9.1万公里', '4.70万', '8.60万')
('现代ix35 2010款 2.4L 自动两驱尊贵版GLS', 'https://image1.guazistatic.com/qn180504115457083c3fb1f7bc8d1a31c03aa139656e5d.jpg', '5.7万公里', '8.00万', '23.20万')
('现代途胜 2015款 1.6T 双离合两驱智能型', 'https://image.guazistatic.com/gz01180517/00/08/82e52e38198f31e3cd249368c31cb47e.jpg', '2.6万公里', '12.90万', '19.50万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180511/12/43/977270e6f830355bfcd5712de0494a06.jpg', '2014年', '8.00万', '21.30万')
('现代H-1辉翼 2011款 2.4L 舒适版(进口)', 'https://image.guazistatic.com/gz01180616/15/08/9a26e2fa70a769c52656df8ab7bcbb45.jpg', '7.8万公里', '10.00万', '23.00万')
('现代ix35 2013款 2.0L 自动两驱舒适型GL 国V', 'https://image1.guazistatic.com/qn180630142655ffbf30d8a113ca1279193b7c60426e9e.jpg', '2016年', '10.00万', '20.00万')
('现代全新胜达 2013款 改款 2.4L 自动四驱智能型', 'https://image.guazistatic.com/gz01180408/10/47/cffc89484ac1b6eafce70fd39410baf2.jpg', '2016年', '13.80万', '28.40万')
('现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV', 'https://image.guazistatic.com/gz01180615/17/34/f5b446326046df26b0e2f1a4e44e8e84.jpg', '2013年', '8.30万', '21.40万')
('现代 名图 2017款 1.8L 自动智能型GLS', 'https://image1.guazistatic.com/qn1806281231204b14a43d35cb2a0ac736d19f4a15fc6b.jpg', '2.9万公里', '11.80万', '16.30万')
('现代 全新胜达 2013款 2.4L 自动两驱智能型', 'https://image1.guazistatic.com/qn180531134712a45f59fa662b0aba84f7dab50ce5eed2.jpg', '2015年', '12.80万', '27.10万')
('现代 朗动 2015款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180620/10/35/1c2b75da26bb759b7801cfb51601b7cf.jpg', '5.2万公里', '8.00万', '14.60万')
('现代朗动 2016款 1.6L 自动智能型', 'https://image1.guazistatic.com/qn180121222029497a69838e72487dd11dfbce4fcd2812.jpg', '2015年', '8.60万', '12.60万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn1805280206285f0b5ee91947eb2b338c2faef6fbeab1.jpg', '5.3万公里', '9.00万', '13.90万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180704/15/21/9e6eaa38a246d66140550875d13cf69e.jpg', '1.5万公里', '8.00万', '13.90万')
('现代 名图 2016款 1.8L 自动尊贵型DLX', 'https://image.guazistatic.com/gz01180614/17/52/32ca50a9736cd02bbd98ff1139604d08.jpg', '5.6万公里', '11.06万', '17.30万')
('现代 朗动 2016款 1.6L 自动智能型', 'https://image.guazistatic.com/gz01180615/17/56/2fadea5bb552dfcb9da140a322b9ac0a.jpg', '2015年', '7.70万', '12.60万')
万')
('现代 索纳塔八 2013款 2.0L 自动时尚版', 'https://image1.guazistatic.com/qn180616205920a3c32c75b31120df288011f922677574.jpg', '2013年', '7.80万', '18.10万')
('现代途胜 2015款 1.6T 双离合两驱智能型', 'https://image.guazistatic.com/gz01180425/10/55/8e833b7e0a6dd2e335d93172cf800431.jpg', '2016年', '14.00万', '19.50万')
('现代名图 2014款 1.8L 自动智能型GLS', 'https://image1.guazistatic.com/qn17123012182182d159d99b72b61b6672c8cd43a7cd93.jpg', '5.4万公里', '10.50万', '16.30万')
('现代ix35 2013款 2.0L 自动两驱智能型GLS 国V', 'https://image1.guazistatic.com/qn18070923441191e88b7004ffbe736f65186b4abadf73.jpg', '2014年', '9.29万', '21.40万')
('现代 瑞纳 2016款 1.4L 自动时尚型GS', 'https://image.guazistatic.com/gz01180703/18/13/9de52a0368e0fc860abfbb08be026258.jpg', '2017年', '6.50万', '8.90万')
('现代 名图 2016款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180621/09/59/1f72be96da99316f022d59a5494bca19.jpg', '2.0万公里', '11.50万', '16.30万')
('现代 劳恩斯 酷派 2012款 2.0T 自动豪华版(进口)', 'https://image.guazistatic.com/gz01180520/23/02/a3541b2cb07bc5eb7fa1bb2b6b09b735.jpg', '8.9万公里', '13.80万', '29.50万')
('现代 朗动 2016款 1.6L 自动智能型', 'https://image.guazistatic.com/gz01180630/20/28/42b3b0bbf45c6eefe199c98ffa3d0ed4.jpg', '2.1万公里', '7.50万', '12.60万')
('现代 瑞纳 2014款 1.4L 手动智能型GLS', 'https://image.guazistatic.com/gz01180617/13/19/d2bd483b8af5dde6d1c3bf4ba4a5de82.jpg', '8.4万公里', '4.35万', '8.60万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180608/17/59/9c15da32638c82bbc016855b0195173c.jpg', '1.6万公里', '8.00万', '13.90万')
('现代瑞纳 2010款 三厢 1.4L 手动舒适型GS', 'https://image1.guazistatic.com/qn1805191218314900bdedf12673bb62a9027238634a14.jpg', '2.3万公里', '3.05万', '8.60万')

('现代 名图 2016款 1.8L 自动尊贵型DLX', 'https://image.guazistatic.com/gz01180521/15/06/c57de4dfec7433b47ae637333305fdc6.jpg', '2016年', '10.50万', '17.30万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn180705043022bf581956c7594deb38340eb67053ca1c.jpg', '2017年', '8.20万', '13.90万')
'34.00万')
('现代 名图 2014款 1.8L 自动智能型GLS', 'https://image1.guazistatic.com/qn180527011410865bda1c7279185e7fe9c0a0549393df.jpg', '2014年', '10.50万', '16.30万')
('现代 领动 2016款 1.6L 自动智炫·精英型', 'https://image.guazistatic.com/gz01180622/18/55/9fdb7bba65bb7eababcf35a99b15d0af.jpg', '3.8万公里', '8.12万', '13.00万')
('现代ix35 2012款 2.0L 自动两驱精英版GLS', 'https://image1.guazistatic.com/qn18012212513664b86ad08c41454766688f6e1977a3e1.jpg', '2015年', '11.38万', '21.30万')
('现代索纳塔八 2015款 经典 2.4L 自动豪华版 国IV', 'https://image1.guazistatic.com/qn170904154318f6fd4a2337370a52a0df086973548de9.jpg', '1.6万公里', '14.98万', '23.20万')
('现代 朗动 2016款 1.6L 自动智能型', 'https://image.guazistatic.com/gz01180621/16/25/9d075c631419325b6d24a79444a2a1d4.jpg', '6.5万公里', '7.58万', '12.60万')
('现代 捷恩斯 2015款 3.0GDi 两驱商务版(进口)', 'https://image.guazistatic.com/gz01180522/11/04/898fbc6da43d12bb28f1048207f2d9d0.jpg', '2011年', '20.30万', '41.00万')
('现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT', 'https://image1.guazistatic.com/qn18070914482996b95bbab24e79061d56b4269b9b58b0.jpg', '7.0万公里', '3.30万', '9.90万')
('现代索纳塔八 2014款 2.0L 自动豪华版', 'https://image1.guazistatic.com/qn171028103048495200f0aca121f8871460c502ff3c81.jpg', '1.6万公里', '13.00万', '20.60万')
('现代 名图 2014款 1.8L 自动尊贵型DLX', 'https://image.guazistatic.com/gz01180520/20/11/260172393b3218ff6fa4ee9a5f956cf5.jpg', '3.6万公里', '9.50万', '17.30万')
('现代全新胜达 2013款 2.4L 自动四驱尊贵型', 'https://image.guazistatic.com/gz01180425/18/37/ca5a906308ce1eb910d2d3714a71ac28.jpg', '5.4万公里', '12.80万', '31.10万')
('现代ix25 2015款 1.6L 自动两驱尊贵型DLX', 'https://image1.guazistatic.com/qn17102719573959b065594abec597ef1d48d4fe0f501f.jpg', '2015年', '11.20万', '17.00万')
('现代ix35 2012款 2.0L 自动两驱精英版GLS', 'https://image1.guazistatic.com/qn1710022010391263bc609f767a0864a1227f06f502e9.jpg', '2013年', '8.90万', '21.30万')
('现代途胜 2015款 1.6T 双离合两驱领先型', 'https://image1.guazistatic.com/qn170923194513073f541ff9efe3e0a7a4ff961fed5195.jpg', '3.4万公里', '15.00万', '21.40万')
('现代全新胜达 2013款 3.0L 四驱尊享版 7座 欧IV(进口)', 'https://image1.guazistatic.com/qn1711221440046c0182fb65a449f117760fbf5db00225.jpg', '5.1万公里', '17.80万', '36.20万')
('现代全新胜达 2013款 2.4L 自动两驱舒适型', 'https://image1.guazistatic.com/qn171211191658b2a356a305f95811fb6bd49c9df4b3f9.jpg', '2013年', '14.00万', '24.70万')
('现代ix35 2012款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180531/10/48/5206ebebc6bc85559ae989a74617b06c.jpg', '2017年', '8.50万', '21.30万')
('现代途胜 2015款 1.6T 双离合两驱领先型', 'https://image1.guazistatic.com/qn180103083141cd63203e9a6ad8b722fb79e842eefdc4.jpg', '9.0万公里', '13.70万', '21.40万')
('现代 名图 2014款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180611/17/26/2676888989163101a5f6ae4c9fde5efd.jpg', '2.1万公里', '8.65万', '16.30万')
('现代全新胜达 2015款 2.0T 自动两驱智能型 5座', 'https://image1.guazistatic.com/qn1712021800425c07c07584df93abde319e729ac6c339.jpg', '2015年', '17.30万', '26.00万')
('现代 全新胜达 2015款 2.0T 自动四驱顶级型 7座', 'https://image.guazistatic.com/gz01180531/22/46/da5e2ff1d51b31166c4c2153be03c081.jpg', '2016年', '20.00万', '31.50万')
('现代 名图 2014款 1.8L 自动尊贵型DLX', 'https://image.guazistatic.com/gz01180626/17/47/a9e2bec0e1ccc6872c940b237b2c62e7.jpg', '12.9万公里', '9.00万', '17.30万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image1.guazistatic.com/qn18060920454726aece831f85e19a72c16afaa8027c60.jpg', '3.4万公里', '8.60万', '21.30万')
('现代伊兰特 2007款 1.6L 手动舒适型', 'https://image1.guazistatic.com/qn1801181756183c7a4579dbb762bb301fb180e93c4eca.jpg', '2015年', '2.70万', '9.70万')
('现代 途胜 2015款 1.6T 双离合两驱智能型', 'https://image.guazistatic.com/gz01180602/14/02/3e31d9993a6db7f4fcc7ca2230e2061a.jpg', '2010年', '12.50万', '19.50万')
('现代 索纳塔九 2015款 1.6T GLS智能型', 'https://image.guazistatic.com/gz01180619/10/39/5bd430750810f21cd97b9ed81b6a6928.jpg', '2013年', '11.50万', '21.10万')
('现代 朗动 2016款 1.6L 自动智能型', 'https://image.guazistatic.com/gz01180611/15/02/2f430f75f070af6dd03bf707196a8a84.jpg', '2016年', '7.30万', '12.60万')
')
('现代 朗动 2013款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180531/12/07/b6f1924e4cc3de2a68cee9b13c2bd780.jpg', '8.4万公里', '7.50万', '14.60万')

('现代 索纳塔八 2013款 2.4L 自动领先版 国V', 'https://image.guazistatic.com/gz01180527/17/28/92ab970217feaecae70b870412f670fe.jpg', '5.4万公里', '10.20万', '21.70万')
('现代ix35 2012款 2.0L 自动两驱精英版GLS', 'https://image1.guazistatic.com/qn18051919340215399c26276268267918a9f99daf01bc.jpg', '2015年', '8.30万', '21.30万')
('现代领动 2016款 1.6L 自动智炫·精英型', 'https://image.guazistatic.com/gz01180604/19/02/80b95b09db3f9b3bc8bd88d923eab606.jpg', '3.5万公里', '8.60万', '13.00万')
('现代朗动 2015款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn1805161548226a733724613e2be95dcdf4677435fbc6.jpg', '2014年', '8.50万', '14.60万')
', '28.30万')
('现代 悦动 2010款 1.6L AT GLS', 'https://image.guazistatic.com/gz01180623/13/02/ade7b51d6f4bd28be00ba60b88c4e820.jpg', '2014年', '3.90万', '13.00万')
('现代朗动 2016款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn1711061617237b431f2888b74936720ee7832a2d24cb.jpg', '2.3万公里', '9.50万', '13.90万')

, '29.70万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180419/09/47/910e2d4440ac39e09c981452b08bc86d.jpg', '10.8万公里', '8.50万', '21.30万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180502/10/34/04210d0f92ee7b21d511739fc0e68ead.jpg', '6.6万公里', '8.00万', '21.30万')
('现代名驭 2009款 2.0L 手动舒适版GL', 'https://image1.guazistatic.com/qn171103111155ef358de2e6a0212ab5f7e3085c92d297.jpg', '13.1万公里', '3.00万', '12.70万')

('现代新胜达 2010款 2.4 舒适版 七座四驱(进口)', 'https://image1.guazistatic.com/qn180320123652c388f69808fb88ae04dfd61f0ca58166.jpg', '2016年', '9.03万', '27.10万')
('现代 悦动 2011款 1.6L 手动舒适型', 'https://image.guazistatic.com/gz01180520/18/14/da78074e5e272cb78633e7e3dbedfa7e.jpg', '2017年', '4.24万', '10.80万')
('现代朗动 2012款 1.6L 自动时尚型', 'https://image1.guazistatic.com/qn18042403281655df12c6dd0ba6e6ae630f6b02a84e04.jpg', '2014年', '8.00万', '12.60万')
('现代 索纳塔八 2011款 2.0L 自动时尚版', 'https://image.guazistatic.com/gz01180622/23/11/9a2e395cc5e6bc368f36673a72a2d564.jpg', '2013年', '8.00万', '18.10万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180625/12/51/d527bd2859584b6e5e2a0860fb9f8f5e.jpg', '0.9万公里', '8.70万', '13.90万')
('现代 名图 2017款 1.8L 自动智能型GLS', 'https://image1.guazistatic.com/qn1806160810333454f9ec1c17e7fc31e75bad9126175c.jpg', '2015年', '11.00万', '16.30万')
('现代索纳塔九 2015款 1.6T GLS智能型', 'https://image1.guazistatic.com/qn1807072233261f4bedbf3d0ec725921cd8388e344e33.jpg', '7.6万公里', '11.70万', '21.10万')
('现代 名图 2014款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180521/18/39/0c68134889ff09f2dfada85829910190.jpg', '6.3万公里', '10.00万', '16.30万')
('现代 索纳塔九 2015款 1.6T GLX领先型', 'https://image1.guazistatic.com/qn1807051713044442f787fa194e8d1d460cfb07c57833.jpg', '6.0万公里', '12.30万', '22.60万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn18070501431207635884caa6a3057481dc06e900c2fe.jpg', '2.0万公里', '8.28万', '13.90万')
('现代 朗动 2016款 1.6L 自动尊贵型', 'https://image.guazistatic.com/gz01180625/11/48/112897e155b1a7b4dac36d7a628d08c1.jpg', '2015年', '9.30万', '13.90万')
('现代 悦动 2017款 1.6L 自动悦心版DLX', 'https://image.guazistatic.com/gz01180608/13/38/ee3906426b071fe5c11bfc0361019edb.jpg', '10.4万公里', '9.30万', '12.60万')
('现代 悦动 2011款 1.6L 手动舒适型', 'https://image.guazistatic.com/gz01180621/12/08/ebd28d29f1fe0e6179f88594bc626d65.jpg', '2011年', '4.05万', '10.80万')
('现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV', 'https://image1.guazistatic.com/qn180316173441d66e5cfd1bdf55a9ee3977f78dbba424.jpg', '2012年', '10.30万', '20.00万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180415/11/12/a16140838417e6cbd0ac1f0c424e2ae0.jpg', '2015年', '7.99万', '21.30万')
('现代新胜达 2010款 2.4 至尊版 七座四驱(进口)', 'https://image1.guazistatic.com/qn180419014934529666b09c3cb20e7f758baf3a551c5f.jpg', '2017年', '9.80万', '30.80万')
('现代ix25 2015款 1.6L 自动两驱智能型GLS', 'https://image.guazistatic.com/gz01180625/09/54/867bceb91d426dba37fbddf0e305b89a.jpg', '7.1万公里', '9.40万', '15.50万')
('现代ix35 2010款 2.0L 自动两驱精英版GLS', 'https://image.guazistatic.com/gz01180530/13/54/daecb36333b21a5476c80094b34a93d6.jpg', '2016年', '7.00万', '21.30万')
('现代 雅绅特 2008款 1.4手动舒适型', 'https://image.guazistatic.com/gz01180602/10/52/8e5c1eef7f7c566dd3ca9018f9f63ab9.jpg', '12.3万公里', '1.80万', '7.80万')
('现代索纳塔八 2013款 2.4L 自动领先版 国IV', 'https://image1.guazistatic.com/qn180309135113889fc91178c821212ba1d6937c5e69cf.jpg', '6.9万公里', '12.00万', '21.70万')
('现代 领动 2016款 1.6L 自动智炫·精英型', 'https://image1.guazistatic.com/qn180707044010eb59383efc868b4d96c8fc585444f700.jpg', '3.6万公里', '9.00万', '13.00万')
('现代 朗动 2015款 1.6L 自动尊贵型', 'https://image1.guazistatic.com/qn180710043530c4514139f83c324a917ffb31ea78f83f.jpg', '7.0万公里', '7.50万', '14.60万')
('现代ix25 2015款 1.6L 自动两驱时尚型GS', 'https://image.guazistatic.com/gz01180623/13/44/167e74ce763b6da5d0ed9491b27878e3.jpg', '2016年', '9.50万', '14.50万')
('现代 名图 2014款 1.8L 自动智能型GLS', 'https://image1.guazistatic.com/qn18071213425683add56490d2f42a3e323663d1090789.jpg', '2017年', '9.00万', '16.30万')
('现代 索纳塔八 2011款 2.0L 自动时尚版', 'https://image1.guazistatic.com/qn1807101706516c874f144ab08f6f68bd5f5f37e40ebc.jpg', '2012年', '7.30万', '18.10万')
('现代索纳塔八 2013款 2.4L 自动豪华版 国IV', 'https://image.guazistatic.com/gz01180330/17/51/8e3deefb734cf12075788c40753c0067.jpg', '3.3万公里', '11.38万', '22.80万')
('现代 新胜达 2010款 2.4 豪华版 七座四驱(进口)', 'https://image.guazistatic.com/gz01180630/16/58/d552f2bc49f8af5a24f7f897aae75dae.jpg', '2018年', '8.28万', '29.70万')
('现代名图 2014款 1.8L 自动智能型GLS', 'https://image.guazistatic.com/gz01180427/12/21/a75356ec60ccc4012635063e5dc23827.jpg', '2015年', '9.18万', '16.30万')
('现代名图 2016款 1.8L 自动尊贵型DLX', 'https://image.guazistatic.com/gz01180519/19/09/beb0c8926d2bd420f2e536985a301910.jpg', '2017年', '11.80万', '17.30万')
('现代 悦动 2008款 1.6L AT GLS', 'https://image.guazistatic.com/gz01180612/09/52/8ade97bf1faf889cfac64edf81aacdbf.jpg', '4.3万公里', '3.56万', '13.00万')
('现代 索纳塔八 2013款 2.4L 自动领先版 国IV', 'https://image1.guazistatic.com/qn1806151320490fd4148c22740bead537cdb274d846fe.jpg', '5.7万公里', '10.00万', '21.70万')
('现代朗动 2016款 1.6L 自动智能型', 'https://image1.guazistatic.com/qn1805090117151f84bcaaaa7a49eab3353a4cb0f87410.jpg', '9.0万公里', '7.78万', '12.60万')
('现代新胜达 2010款 2.4 舒适版 七座四驱(进口)', 'https://image1.guazistatic.com/qn1709301731353c33a2360b3be485f8eea7c974dae205.jpg', '2.9万公里', '9.50万', '27.10万')
