('长安睿骋CC 2018款 1.5T 自动智雅型', 'https://image.guazistatic.com/gz01180624/15/04/2dea4cbc45584a56ab74549371d2cd4d.jpg', '2018年', '11.20万', '14.00万')
('长安逸动 2018款 1.6L GDI 自动时尚型', 'https://image.guazistatic.com/gz01180701/16/39/c032229e4bdcd9dd1f45b633f0db965d.jpg', '5.2万公里', '7.66万', '10.00万')
('长安逸动 2016款 1.6L 手动风尚型', 'https://image1.guazistatic.com/qn1805171453518e10f9dfe0c575859d669fba6e15f8db.jpg', '2014年', '5.00万', '7.60万')
('长安 睿骋 2014款 1.8T 自动尊贵周年版 国IV', 'https://image1.guazistatic.com/qn1807031315265a3c886d4bf7f89e9375e174fcb0e492.jpg', '2016年', '5.95万', '16.30万')
('长安CS75 2014款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn18071211144930860b668245e06a58f5661a7e496907.jpg', '7.5万公里', '6.90万', '14.80万')
('长安 睿骋 2013款 1.8T 自动尊贵型 国IV', 'https://image.guazistatic.com/gz01180530/11/10/3063b6437fa854a977983744f8293991.jpg', '6.8万公里', '5.80万', '16.30万')
('长安逸动 2013款 1.6L 手动豪华型 国V', 'https://image.guazistatic.com/gz01180424/18/46/58f7aa3d60a6e24a117acc14715326de.jpg', '2017年', '4.40万', '8.80万')
('长安CS75 2014款 2.0L 手动豪华型 国V', 'https://image1.guazistatic.com/qn180523151105575fdfedeefd0c40b0f3a7a97b562336.jpg', '1.7万公里', '6.50万', '12.90万')
('长安CS75 2014款 1.8T 自动精英型 国IV', 'https://image.guazistatic.com/gz01180621/11/30/3943257c5b3155f68f27db58b006130d.jpg', '2017年', '7.88万', '14.70万')
('长安 悦翔V7 2016款 1.6L 自动乐动型 国V', 'https://image1.guazistatic.com/qn180708160647e3396d5e472011376c643634c7c25022.jpg', '1.2万公里', '5.50万', '7.50万')
('长安CS75 2014款 2.0L 手动豪华型 国IV', 'https://image1.guazistatic.com/qn18032613161465497c2db005ddebfc4752fae7f11544.jpg', '2016年', '7.00万', '12.80万')
('长安CS95 2017款 2.0T 两驱智悦版', 'https://image.guazistatic.com/gz01180704/19/01/16199cc5e7dfdf232cbcbe78c469b5f9.jpg', '2.5万公里', '12.49万', '18.40万')
('长安CS35 2014款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn18020218593128079a40d8ecaa8a2cc47ec389d9a60f.jpg', '2014年', '5.50万', '10.10万')
('长安CX20 2011款 1.3L 手动运动版', 'https://image1.guazistatic.com/qn170927123156746ea61261eb6785eecaf2f47f440b2e.jpg', '6.7万公里', '2.90万', '6.00万')
('长安CS75 2014款 2.0L 手动领先型 国IV', 'https://image1.guazistatic.com/qn18031614035420862105aff4fb465fd1ecb40038cc35.jpg', '2016年', '6.50万', '13.70万')
('长安CS35 2015款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn171221180652adff65f248c7b9f52c94691643b41bed.jpg', '4.6万公里', '7.20万', '10.10万')
('长安逸动 2015款 1.6L 手动旗舰型', 'https://image.guazistatic.com/gz01180424/17/17/a8015d9f3e6387384eb821164579e2fa.jpg', '2014年', '4.80万', '9.50万')
('长安 逸动 2015款 XT 1.6L 自动俊酷型 国IV', 'https://image.guazistatic.com/gz01180610/20/55/5a39e251190ca4f77a8fca91b40b11cc.jpg', '4.7万公里', '5.60万', '10.00万')
('长安CS35 2012款 1.6L 手动豪华型 国IV', 'https://image1.guazistatic.com/qn1803202043331b049bfc086e8d79ebadd419e0f1561b.jpg', '2015年', '4.62万', '9.00万')
('长安CS75 2014款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn180502121359a6147c570f207b8717cbb7738091de7c.jpg', '2.9万公里', '9.00万', '14.80万')
('长安CS75 2014款 1.8T 自动精英型 国V', 'https://image.guazistatic.com/gz01180612/15/05/80f3c4b65aa3876cc37a4985f959ed6b.jpg', '2015年', '8.00万', '14.80万')
('长安 逸动 2014款 1.6L 手动豪华型', 'https://image.guazistatic.com/gz01180531/13/49/f3e7627af264c4fd0f5636411646af67.jpg', '10.4万公里', '4.20万', '8.70万')
('长安CS35 2014款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn18070501504603304cee3301713659be7990ca6f4a2b.jpg', '2015年', '5.20万', '10.10万')
('长安CS35 2016款 1.6L 手动豪华型 国V', 'https://image1.guazistatic.com/qn18050718472865d887ddb7e1956bb83a14b3778fb109.jpg', '3.9万公里', '5.70万', '9.10万')
('长安CS75 2014款 2.0L 手动豪华型 国V', 'https://image1.guazistatic.com/qn180301064435d9cd7e4109ebe7578e0aa565394e471a.jpg', '2015年', '6.50万', '12.90万')
('长安CX20 2014款 1.4L IMT天窗导航版 国IV', 'https://image1.guazistatic.com/qn171205154521af5aeff13eb9aa30006ac475a43caa2a.jpg', '3.7万公里', '3.80万', '7.00万')
('长安 睿骋 2014款 1.8T 自动精英周年版 国V', 'https://image1.guazistatic.com/qn180713155851bccb60037b9323ff38f5b7c9eb79bb3e.jpg', '2016年', '7.80万', '14.20万')
('长安CS75 2016款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn18071012442809e50ecdf74767fa3f3810fce73632d4.jpg', '3.1万公里', '7.25万', '12.70万')
('长安CS35 2014款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn1711140948465cb0b795ff9ff35948425c29ee170b83.jpg', '2015年', '5.30万', '10.10万')
('长安CS35 2015款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn170922193002834bcea8f445bbff085b0ef1e64fb694.jpg', '3.9万公里', '4.58万', '10.10万')
('长安CS75 2014款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn180711105014886798008179a7f73ee8689d22184882.jpg', '2014年', '8.10万', '14.80万')
('长安CX20 2014款 1.4L 手动运动版 国IV', 'https://image1.guazistatic.com/qn1807100948272c03df435339fb892f051d6eee325a67.jpg', '6.3万公里', '3.00万', '6.10万')
('长安CS35 2015款 1.6L 自动豪华型 国V', 'https://image1.guazistatic.com/qn180617193752a3218c84ef434de1d415e31d1a272a3e.jpg', '2017年', '5.35万', '10.20万')
('长安 逸动 2015款 1.6L 自动豪华型', 'https://image1.guazistatic.com/qn180702211324bce70d1258507ae0b949f4ba68c9e2ba.jpg', '2.3万公里', '5.50万', '9.60万')
('长安 逸动 2015款 1.6L 自动豪华型', 'https://image1.guazistatic.com/qn1806070040289c7916ee4c193265f0a003e655247fbb.jpg', '2016年', '5.00万', '9.60万')
('长安逸动 2015款 XT 1.6L 自动致酷型 国V', 'https://image1.guazistatic.com/qn18071118000952ac8ee7af50d9bd6598e465f940f65a.jpg', '6.6万公里', '5.43万', '10.70万')
('长安逸动 2013款 1.6L 自动豪华型 国V', 'https://image1.guazistatic.com/qn180402004623f316d9a47a901d5ef3699e24bd219b8e.jpg', '2014年', '5.00万', '9.80万')
('长安CS35 2014款 1.6L 自动豪华型 国IV', 'https://image.guazistatic.com/gz01180610/14/50/86274ebc025c2c60b3bfdb468222b162.jpg', '6.4万公里', '4.70万', '10.10万')
('长安CS15 2016款 1.5L 手动时尚版', 'https://image.guazistatic.com/gz01180618/17/11/cd4ae94744a2b5d770b033ae9e1ac3a0.jpg', '2014年', '4.05万', '6.50万')
('长安CS35 2012款 1.6L 自动豪华型 国IV', 'https://image1.guazistatic.com/qn1807111927314584aa9f77893c52f7c4f6306bc50694.jpg', '5.9万公里', '3.95万', '10.10万')
('长安CS75 2014款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn1807101737102fd3a4260a30252c052a95cebf50782c.jpg', '2015年', '7.32万', '14.80万')
('长安CX20 2014款 1.4L 手动运动版 国V', 'https://image.guazistatic.com/gz01180625/12/31/763c298dcadd096af4927cab0781f8e7.jpg', '3.5万公里', '2.66万', '6.20万')
('长安CS75 2016款 2.0L 手动领先型 国V', 'https://image1.guazistatic.com/qn1807131212202add60375636e400d50a2b480f431ae6.jpg', '2014年', '7.50万', '11.60万')
('长安CS75 2016款 1.8T 自动精英型 国V', 'https://image1.guazistatic.com/qn1807121117097ef89329a364502738401e5f1175ed09.jpg', '8.0万公里', '8.00万', '12.70万')
('长安CX20 2014款 1.4L IMT天窗导航版 国IV', 'https://image1.guazistatic.com/qn1807131808163816a16b934803c7670319b9d0ca595e.jpg', '2015年', '3.50万', '7.00万')
