('°ÂµÏA6L 2016¿î TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn180303031343872769cba23a951de4c88b04e036c4d7.jpg', '2016Äê', '33.00Íò', '45.10Íò')
('°ÂµÏA6L 2014¿î TFSI ±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1805051105034d8e7c7ba3483f03708e1fec6595e835.jpg', '4.5Íò¹«Àï', '29.00Íò', '44.50Íò')
('°ÂµÏA6L 2014¿î TFSI ±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn18022812343689f54aa6741ae54db3281160ed24b0d6.jpg', '2016Äê', '29.00Íò', '44.50Íò')
('°ÂµÏQ5 2012¿î 2.0TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn180124224550984f6fc43ddf1db3af1a1d0cd812b3ed.jpg', '2015Äê', '22.50Íò', '46.40Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1805072235301f1bdb404d278904241cf66cb822a826.jpg', '2014Äê', '20.50Íò', '35.80Íò')
('°ÂµÏTT 2010¿î TT 2.0TFSIµä²Ø°æ(½ø¿Ú)', 'https://image1.guazistatic.com/qn170829123604d4b42deeca72fe2edd85f6a88a19d68c.jpg', '2010Äê', '25.00Íò', '58.50Íò')
('°ÂµÏA7 2014¿î 30 FSI Ê±ÉĞĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180314180725212198958368c505e6695d11ac7a3dbf.jpg', '6.3Íò¹«Àï', '41.00Íò', '68.20Íò')
('°ÂµÏA6L 2012¿î 30 FSI ÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180704/15/09/9449e75253c15a09782dfdb9bfb4ac2e.jpg', '2.5Íò¹«Àï', '22.00Íò', '51.30Íò')
('°ÂµÏA8L 2013¿î A8L 50 TFSI quattroºÀ»ªĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn170910131548e46614c8a0c4371f7704476e5fc6e421.jpg', '5.0Íò¹«Àï', '65.00Íò', '133.30Íò')
('°ÂµÏQ5 2015¿î 40 TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn180611070141ac166a30d0044fc44fc93dcfff34578b.jpg', '2.7Íò¹«Àï', '27.60Íò', '46.80Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1807131442154052619613054353306d3a70e018d622.jpg', '2013Äê', '17.50Íò', '33.60Íò')
('°ÂµÏA6L 2011¿î 2.0 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180125053554d3639d80201f75c28d937aa1eab67b48.jpg', '2013Äê', '16.80Íò', '45.10Íò')
('°ÂµÏTT 2011¿î TT Coupe 2.0TFSI quattro(½ø¿Ú)', 'https://image1.guazistatic.com/qn1708151247344a1aff6548471d23b84901b341903cd0.jpg', '2014Äê', '20.90Íò', '59.30Íò')
('°ÂµÏA6 2017¿î 3.0T allroad quattro(½ø¿Ú)', 'https://image.guazistatic.com/gz01180601/11/40/2acb95082e47ec9a44bf8336ba294ce2.jpg', '2017Äê', '47.00Íò', '65.10Íò')
('°ÂµÏS5 2012¿î S5 3.0T Sportback(½ø¿Ú)', 'https://image.guazistatic.com/gz01180508/18/46/37f45c0fd2e6cf4ad881bad244d1146e.jpg', '2014Äê', '39.99Íò', '79.00Íò')
('°ÂµÏQ7 2014¿î 35 TFSI ½øÈ¡ĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn171015191113e2ad940c0ece659217485015dce52c84.jpg', '6.5Íò¹«Àï', '45.80Íò', '89.80Íò')
('°ÂµÏA6L 2011¿î 2.8 FSI ºÀ»ªĞÍ', 'https://image.guazistatic.com/gz01180614/11/05/174aa12738241a6d7d18549079ae01cd.jpg', '6.5Íò¹«Àï', '15.80Íò', '67.70Íò')
('°ÂµÏQ7 2012¿î 3.0 TFSI ¼¼ÊõĞÍ(200kW)(½ø¿Ú)', 'https://image1.guazistatic.com/qn1711211728472063d316d0e73922e076418a95c91ec4.jpg', '4.7Íò¹«Àï', '36.80Íò', '95.60Íò')
('°ÂµÏA6L 2010¿î 2.4L ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1805231218264239cc0124a06874ce2e80cb447698d8.jpg', '0.7Íò¹«Àï', '14.00Íò', '51.60Íò')
('°ÂµÏA4L 2016¿î 35 TFSI µä²Ø°æ S lineºÀ»ªĞÍ', 'https://image.guazistatic.com/gz01180520/17/09/59d3500f9909aaecaf77388f5e67ae38.jpg', '4.1Íò¹«Àï', '26.00Íò', '42.80Íò')
('°ÂµÏA3 2014¿î Limousine 35 TFSI ×Ô¶¯Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180704/12/28/522e76c46831c6a7b53068fa65092f3b.jpg', '2017Äê', '12.36Íò', '24.40Íò')
('°ÂµÏA8L 2009¿î A8L 3.0 FSI ºÀ»ªĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1805181730139c3cabfcf6fcba572ffc8b271d5f7af4.jpg', '2010Äê', '17.00Íò', '104.00Íò')
('°ÂµÏA4L 2016¿î 35 TFSI µä²Ø°æ ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180531/15/38/323398b843a5f437a5294ae6b1ec12d4.jpg', '2015Äê', '22.00Íò', '34.00Íò')
('°ÂµÏS7 2013¿î 4.0 TFSI quattro(½ø¿Ú)', 'https://image1.guazistatic.com/qn170216165709ad39365e85af34feddd3a7d080ead22a.jpg', '2011Äê', '69.80Íò', '146.30Íò')
('°ÂµÏA4L 2015¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1805172252505afbd0f9d750ac2e0f08f146c113e613.jpg', '2015Äê', '21.00Íò', '34.00Íò')
('°ÂµÏA3 2015¿î Limousine 35 TFSI °ÙÍò¼ÍÄîÊæÏíĞÍ', 'https://image.guazistatic.com/gz01180627/14/27/828dcaf2502c3dd1b913721a66a1e82a.jpg', '1.7Íò¹«Àï', '15.30Íò', '26.70Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180417/17/17/204f6f8f4e539d3a887139222757796c.jpg', '3.8Íò¹«Àï', '17.50Íò', '33.60Íò')
('°ÂµÏQ7 2012¿î 3.0 TDI ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn171120153455e4640f97d72a702ece60ec6ca1cd517b.jpg', '9.1Íò¹«Àï', '34.29Íò', '96.20Íò')
('°ÂµÏA6L 2017¿î TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn1805151345387d485cc5e8cb0ed742314d3d793871db.jpg', '11.6Íò¹«Àï', '33.50Íò', '45.50Íò')
('°ÂµÏQ5 2012¿î 2.0TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn1807051410127bd4ce265c3beb3de62b6d4d966e6d61.jpg', '6.9Íò¹«Àï', '19.80Íò', '46.40Íò')
('°ÂµÏA3 2016¿î Limousine 40 TFSI ·çÉĞĞÍ', 'https://image.guazistatic.com/gz01180702/16/10/4b950c378a39e4f011f426e4d5e3100f.jpg', '2013Äê', '16.30Íò', '27.60Íò')
('°ÂµÏA6L 2015¿î 30 FSI °ÙÍò¼ÍÄîÊæÏíĞÍ', 'https://image1.guazistatic.com/qn180504172050ded224aa682c91c4733874715732f31f.jpg', '2013Äê', '31.00Íò', '48.80Íò')
('°ÂµÏA3 2015¿î Limousine 35 TFSI °ÙÍò¼ÍÄîÊæÏíĞÍ', 'https://image.guazistatic.com/gz01180612/19/32/b4186ce0922750a26c6573d2574226fe.jpg', '2012Äê', '13.80Íò', '26.70Íò')
('°ÂµÏQ5 2010¿î 2.0TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn180616234055559b864254a5bd82b6c51467b07c20ee.jpg', '2013Äê', '21.00Íò', '46.00Íò')
('°ÂµÏA7 2014¿î 30 FSI Ê±ÉĞĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180531/10/41/bc5b2d3604cc880f93f005cbf45968b4.jpg', '2009Äê', '32.90Íò', '68.20Íò')
('°ÂµÏA4L 2017¿î Plus 40 TFSI ·çÉĞĞÍ', 'https://image1.guazistatic.com/qn180710162103d431258446176288262ee6acb1b1d347.jpg', '11.9Íò¹«Àï', '28.00Íò', '40.60Íò')
('°ÂµÏA6L 2016¿î TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1807131441269245591a82cc570e08aef98b2529ff7c.jpg', '7.8Íò¹«Àï', '28.00Íò', '48.70Íò')
ò', '23.80Íò')
('°ÂµÏA3 2016¿î Sportback 35 TFSI ½øÈ¡ĞÍ', 'https://image1.guazistatic.com/qn180707151720772620a5ba93dbc91307b61321a94344.jpg', '2014Äê', '15.60Íò', '20.10Íò')
('°ÂµÏQ5 2016¿î 40 TFSI ÌØ±ğ°æ', 'https://image.guazistatic.com/gz01180619/12/14/f65c15955323957c5cf8b4e75daec89f.jpg', '2013Äê', '30.50Íò', '47.50Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1804210138129b7b6328f7a8b4784f3f74a306d5439c.jpg', '2017Äê', '18.30Íò', '33.60Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180713155107253416b20e2290b8e2e6c5379653a363.jpg', '2011Äê', '16.09Íò', '35.80Íò')
('°ÂµÏA6 2004¿î 2.8L ºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn1807080550494f0f89383f985fc2daae939c4390a772.jpg', '2017Äê', '2.60Íò', '53.50Íò')
('°ÂµÏA4L 2016¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180616/18/34/3ad981a92611516f1e386a136e08b7cf.jpg', '7.0Íò¹«Àï', '21.10Íò', '34.00Íò')
('°ÂµÏA5 2010¿î 2.0TFSI Sportback ºÀ»ªĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180530/10/32/3ff131062ff43fdd90dc0188ec98865b.jpg', '2.4Íò¹«Àï', '16.00Íò', '62.70Íò')
('°ÂµÏA5 2013¿î Cabriolet 40 TFSI(½ø¿Ú)', 'https://image1.guazistatic.com/qn180506185147b8adfdb36db31956a67e2184aa88a2b6.jpg', '2.5Íò¹«Àï', '30.00Íò', '64.90Íò')
('°ÂµÏQ3 2015¿î 35 TFSI quattro ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180626/19/13/98a4d2100994eeafaf3bf7c6578bac1c.jpg', '2.4Íò¹«Àï', '19.60Íò', '36.20Íò')
('°ÂµÏQ3 2015¿î 35 TFSI ½øÈ¡ĞÍ', 'https://image.guazistatic.com/gz01180429/10/46/78f50cc6598639e7681c131916ca588f.jpg', '4.2Íò¹«Àï', '18.00Íò', '31.50Íò')
('°ÂµÏA3 2018¿î 30ÖÜÄêÄêĞÍ Limousine 35 TFSI ½øÈ¡ĞÍ', 'https://image.guazistatic.com/gz01180629/18/30/89efc8b5883364a9d6c4f3cdf5f60b33.jpg', '2014Äê', '17.30Íò', '21.30Íò')
('°ÂµÏQ5 2016¿î 40 TFSI ½øÈ¡ĞÍ', 'https://image.guazistatic.com/gz01180626/11/36/8f828061b92f88169e3227d2b09b4f85.jpg', '2012Äê', '29.50Íò', '41.60Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn1807092000251cb6d22e8df64eff728dc148853a002d.jpg', '2012Äê', '20.40Íò', '40.10Íò')
('°ÂµÏA4L 2011¿î 2.0 TFSI ±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180523/17/26/b290856e6c90640f2fe90c1b4e2dd5ce.jpg', '2015Äê', '14.20Íò', '33.60Íò')
('°ÂµÏQ7 2014¿î 35 TFSI ÔË¶¯ĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180307034209f79138f298ce1b21e97393b9e828f5ef.jpg', '2013Äê', '42.50Íò', '97.50Íò')
('°ÂµÏA6L 2018¿î 30ÖÜÄêÄêĞÍ 35 TFSI ÔË¶¯ĞÍ', 'https://image1.guazistatic.com/qn180710200901b9959329bac61e34ca55bb5f7bb573de.jpg', '4.9Íò¹«Àï', '34.80Íò', '48.30Íò')
('°ÂµÏA4L 2015¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180416/16/34/aecde777ffe532969faa026d79b4ae51.jpg', '6.0Íò¹«Àï', '21.00Íò', '34.00Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180418/14/26/30bc59f43b03dcc9c444f235b94709fa.jpg', '13.0Íò¹«Àï', '20.00Íò', '33.60Íò')
('°ÂµÏA1 2013¿î 30 TFSI Sportback Urban(½ø¿Ú)', 'https://image1.guazistatic.com/qn1805181552519237e6af9c0fbd99d0110c8b433c88d0.jpg', '5.6Íò¹«Àï', '11.20Íò', '25.50Íò')
('°ÂµÏA4L 2010¿î 2.0 TFSI ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180510/17/40/16146d9285a5c16caee86f51e336fbe1.jpg', '9.8Íò¹«Àï', '16.00Íò', '40.10Íò')
('°ÂµÏQ5 2013¿î 40 TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn18070611540638dfc64d073f73214b14ce71950600d5.jpg', '2016Äê', '24.73Íò', '52.30Íò')
('°ÂµÏQ5 2012¿î 2.0TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn1807081358381ba54009e31919103c040409c5d9ce4f.jpg', '2014Äê', '18.00Íò', '46.40Íò')
('°ÂµÏA4L 2016¿î 30 TFSI µä²Ø°æ ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1806100706448d9c1d58689f6ee554d2efa8f1a45308.jpg', '2013Äê', '23.80Íò', '31.50Íò')
('°ÂµÏQ7 2013¿î 35 TFSI ½øÈ¡ĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180426/12/30/55f4f8d674669e654d275394061900e6.jpg', '1.4Íò¹«Àï', '36.00Íò', '89.10Íò')
('°ÂµÏA3 2014¿î Sportback 35 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180627/18/22/7993e5022ccff75a1c4daacef83d0a12.jpg', '2010Äê', '13.70Íò', '27.00Íò')
('°ÂµÏA8L 2011¿î A8L 3.0 TFSI quattroÊæÊÊĞÍ(213kW)(½ø¿Ú)', 'https://image1.guazistatic.com/qn180426213928b9bc925f43c1b6fecb0c923710e2e2eb.jpg', '2015Äê', '33.80Íò', '100.70Íò')
('°ÂµÏA6L 2012¿î TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1802270541544a9501fe0e2c66f7dc71aa335f985236.jpg', '10.6Íò¹«Àï', '24.00Íò', '48.50Íò')
('°ÂµÏA4L 2015¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn180707145129a388613a751b0ad002ce9dc3b6e1386e.jpg', '10.5Íò¹«Àï', '19.80Íò', '34.00Íò')
('°ÂµÏA3 2017¿î Limousine 35 TFSI ·çÉĞĞÍ', 'https://image.guazistatic.com/gz01180620/12/28/cea363004a9f4aa9f2b91cb728992cac.jpg', '13.7Íò¹«Àï', '19.50Íò', '25.90Íò')
47.30Íò')
('°ÂµÏA4L 2013¿î 30 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180519/18/07/1077a93b3eb99a63e6a84272c1e1482f.jpg', '12.4Íò¹«Àï', '14.80Íò', '31.60Íò')
('°ÂµÏA4L 2016¿î 30 TFSI µä²Ø°æ ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180711105203e3eaafa714becc5b892081f204d52b39.jpg', '2015Äê', '19.30Íò', '31.50Íò')
('°ÂµÏQ3 2016¿î 35 TFSI Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180621/10/38/ceffcdd4bc04b8844138044c68d8fcc2.jpg', '2015Äê', '22.00Íò', '30.30Íò')
('°ÂµÏA6L 2008¿î 2.4L ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180325172652c940c2c51e19cc8502aec4f4d63bf7c5.jpg', '2015Äê', '7.50Íò', '50.90Íò')
('°ÂµÏQ5 2010¿î 2.0TFSI ºÀ»ªĞÍ', 'https://image.guazistatic.com/gz01180612/16/09/965388887b312c3267274ac5beae3946.jpg', '2003Äê', '16.90Íò', '58.60Íò')
('°ÂµÏQ3 2015¿î 35 TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180713120013349fb117f4510416cf447d787ded8a41.jpg', '2012Äê', '17.00Íò', '34.30Íò')
('°ÂµÏQ7 2011¿î 3.0 TFSI ½øÈ¡ĞÍ(200kW)(½ø¿Ú)', 'https://image1.guazistatic.com/qn18030602050068e2a05edb7e49db60112f102a62b653.jpg', '8.7Íò¹«Àï', '32.00Íò', '88.50Íò')
('°ÂµÏA3 2014¿î Limousine 40 TFSI S line ÊæÊÊĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180621102925f8858fe8b48ff912982fb9a79bfe6776.jpg', '10.0Íò¹«Àï', '16.50Íò', '30.40Íò')
('°ÂµÏQ5 2010¿î 2.0TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn171126171838bf3f239ebd94e6ca762992f2adfe48f2.jpg', '7.5Íò¹«Àï', '17.00Íò', '51.60Íò')
('°ÂµÏQ5 2012¿î 2.0TFSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180419104801eae18576f984f137e4e479144312b649.jpg', '3.6Íò¹«Àï', '18.80Íò', '52.30Íò')
('°ÂµÏA4L 2015¿î 35 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1806241447109e13dce216b3cbdd14dfc878689ca110.jpg', '6.6Íò¹«Àï', '20.00Íò', '34.00Íò')
('°ÂµÏA4L 2018¿î 30ÖÜÄêÄêĞÍ 45 TFSI quattro ¸öĞÔÔË¶¯°æ', 'https://image.guazistatic.com/gz01180628/15/05/b5f61237fee3967ca053100a3dd73efb.jpg', '2014Äê', '31.00Íò', '39.80Íò')
('°ÂµÏA6L 2014¿î 30 FSI ºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn1804141059467fbb5d2f1adce584b1103b550c615dab.jpg', '16.4Íò¹«Àï', '25.50Íò', '55.00Íò')
('°ÂµÏA6L 2015¿î TFSI °ÙÍò¼ÍÄîÖÇÁìĞÍ', 'https://image.guazistatic.com/gz01180526/11/26/89183bdaf2edd19514212307a8cf83f9.jpg', '2016Äê', '29.30Íò', '43.20Íò')
('°ÂµÏTT 2011¿î TT Coupe 2.0TFSI(½ø¿Ú)', 'https://image1.guazistatic.com/qn171031120054ac12443560c071ea060f69cca09b0014.jpg', '2011Äê', '18.98Íò', '56.30Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180613/12/26/d41401a221e1f0aa02df18df885c2e9b.jpg', '3.1Íò¹«Àï', '17.50Íò', '35.80Íò')
('°ÂµÏA6L 2017¿î TFSI ÔË¶¯ĞÍ', 'https://image1.guazistatic.com/qn180506162859559c3c8cf995e3c61db87716a5fb6ea3.jpg', '2016Äê', '34.50Íò', '50.70Íò')
('°ÂµÏA6L 2011¿î 2.0 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn1807121708387254a1c58f2564c3cbc29c8a05d7e68f.jpg', '2015Äê', '18.00Íò', '42.30Íò')
('°ÂµÏTT 2008¿î TT Coupe 2.0TFSI(½ø¿Ú)', 'https://image1.guazistatic.com/qn1803171750249b4696643c7f2f7448c24c71a8590486.jpg', '2016Äê', '14.00Íò', '55.30Íò')
('°ÂµÏA6L 2010¿î 2.4L ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1803221645220a31b8a1f7c5a0106f088bb645e0775f.jpg', '2013Äê', '16.10Íò', '51.60Íò')
('°ÂµÏQ5 2016¿î 40 TFSI ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180627/14/45/190e78a4bb5d8a0dcd471261ea152b64.jpg', '6.4Íò¹«Àï', '29.00Íò', '46.40Íò')
('°ÂµÏA4L 2013¿î 35 TFSI ×Ô¶¯ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180510021749e2a793aff9db3e49640e363170b40dda.jpg', '4.2Íò¹«Àï', '18.00Íò', '35.80Íò')
('°ÂµÏQ7 2016¿î 40 TFSI ÊæÊÊĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1712181251341d59c2c740efbf37b617f9f621f247c9.jpg', '10.0Íò¹«Àï', '58.00Íò', '81.80Íò')
('°ÂµÏA7 2017¿î 40 TFSI ½øÈ¡ĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180414/11/19/f24be4aed5475e176a2761f5cab03c75.jpg', '3.8Íò¹«Àï', '45.80Íò', '71.40Íò')
('°ÂµÏA7 2017¿î 40 TFSI quattro ¼¼ÊõĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180424/15/42/fd9ac116c844c2e34a190b41c40db38a.jpg', '1.2Íò¹«Àï', '54.00Íò', '76.90Íò')
('°ÂµÏA6L 2010¿î 2.0 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180523/11/41/9874a76bcb2769a0b3a1492fb11fb3ea.jpg', '6.4Íò¹«Àï', '12.30Íò', '43.40Íò')
('°ÂµÏA6L 2012¿î 30 FSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1806280256598e218b4c422ef47e80b89288bcc2175d.jpg', '2011Äê', '23.80Íò', '51.30Íò')
('°ÂµÏQ5 2017¿î Plus 40 TFSI ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180618/19/29/d3aedb59c4baf435e1f77f631e932d32.jpg', '2016Äê', '32.80Íò', '46.40Íò')
('°ÂµÏQ3 2013¿î 35 TFSI quattro ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn180309075825f8f4fc7ce08bd8a524f4dd973770a8e2.jpg', '2014Äê', '22.00Íò', '38.70Íò')
('°ÂµÏQ3 2013¿î 35 TFSI quattro ÊæÊÊĞÍ', 'https://image.guazistatic.com/gz01180418/11/58/23599857f7f5e2f8b337cc184905a3b2.jpg', '2016Äê', '16.50Íò', '38.70Íò')
('°ÂµÏA6L 2014¿î 30 FSI ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180603/16/53/443c98ba757aad6b79ff6289bd2284d8.jpg', '12.5Íò¹«Àï', '29.00Íò', '46.60Íò')
('°ÂµÏQ5 2010¿î 2.0TFSI ¼¼ÊõĞÍ', 'https://image.guazistatic.com/gz01180616/12/30/f3a55c0bdb124190c15f38448d7c4eb7.jpg', '2015Äê', '17.00Íò', '46.00Íò')
('°ÂµÏQ7  3.0T×Ô¶¯ 7×ù£¨½ø¿Ú£©', 'https://image1.guazistatic.com/qn17102213543285fee9b0abb43bf14253df4591ea89f7.jpg', '2017Äê', '53.00Íò', '25.40Íò')
('°ÂµÏA4L 2010¿î 2.0 TFSI ±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180508/15/40/9cab964d6d77e4c0e7bd0e81658e9237.jpg', '2014Äê', '13.20Íò', '33.60Íò')
('°ÂµÏQ5 2017¿î 40 TFSI ¼¼ÊõĞÍ', 'https://image1.guazistatic.com/qn180704225051ecd2f2693ecf86670b07bcb98c7250db.jpg', '6.8Íò¹«Àï', '29.40Íò', '46.40Íò')
('°ÂµÏA6L 2011¿î 2.0 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image1.guazistatic.com/qn180706090804c3f686197dc4167677bfbafd1dc493ad.jpg', '9.0Íò¹«Àï', '20.00Íò', '42.30Íò')
('°ÂµÏA6L 2016¿î 30 FSI ÊæÊÊĞÍ', 'https://image1.guazistatic.com/qn1805041550046d265ae3667b039de670d9d2815ccfbf.jpg', '4.0Íò¹«Àï', '33.00Íò', '50.90Íò')
('°ÂµÏA4L 2012¿î 2.0 TFSI ×Ô¶¯±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180624/10/31/8ab92da85dc78f2fbf7c140eed444f6b.jpg', '2017Äê', '11.90Íò', '33.60Íò')
('°ÂµÏA3 2015¿î Limousine 35 TFSI °ÙÍò¼ÍÄîÖÇÁìĞÍ', 'https://image1.guazistatic.com/qn17111716275028bac13e0b547131a7551926f96ed82b.jpg', '3.7Íò¹«Àï', '17.00Íò', '26.70Íò')
('°ÂµÏA3 2016¿î Limousine 35 TFSI ÁìÓ¢ĞÍ', 'https://image1.guazistatic.com/qn1711152143253ae7473989ac1a1358e0809f294bcd05.jpg', '2.3Íò¹«Àï', '17.00Íò', '23.40Íò')
