('奔驰A级 2015款 A 200 运动型(进口)', 'https://image1.guazistatic.com/qn18051600033341da28c951fc9f4ee3bef904f9f400e5.jpg', '2015年', '18.00万', '32.20万')
('奔驰E级 2016款 E 300 L 运动时尚型', 'https://image1.guazistatic.com/qn18042110251102ce4d7d901eb53992f38fa1848b4ceb.jpg', '7.4万公里', '46.00万', '51.50万')
('奔驰GLE级 2015款 GLE 320 4MATIC(进口)', 'https://image1.guazistatic.com/qn180626150050051be830ecc6c9628378fdd76a710388.jpg', '2017年', '60.00万', '84.40万')
('奔驰GLC级 2017款 GLC 260 4MATIC 动感型', 'https://image.guazistatic.com/gz01180621/16/51/3b4525dc1b4f686808eee22638eb1ef0.jpg', '0.8万公里', '39.80万', '46.60万')
('奔驰M级 2010款 ML 350 4MATIC豪华型特别版(进口)', 'https://image.guazistatic.com/gz01180529/16/54/446104de6a0d814fa0d86d5d3113f431.jpg', '2010年', '28.00万', '97.50万')
('奔驰M级 2012款 ML 350 动感型(进口)', 'https://image.guazistatic.com/gz01180523/18/31/f95de50d15a6fb95ec18d3a9ed682c4a.jpg', '19.0万公里', '50.00万', '97.50万')
('奔驰E级 2014款 E 260 L 运动型', 'https://image.guazistatic.com/gz01180601/16/56/101a163efed84041ded559407c1a438d.jpg', '2016年', '22.80万', '48.10万')
('奔驰GLA级 2017款 GLA 220 4MATIC 时尚型', 'https://image.guazistatic.com/gz01180521/22/54/11d75326487ee3a41bb715ed021a514e.jpg', '1.9万公里', '28.00万', '34.90万')
('奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版', 'https://image1.guazistatic.com/qn18052721162896f4e1f14e9f1ab7a252f2bda3c1976e.jpg', '2013年', '28.00万', '43.20万')
('奔驰GLA级 2016款 GLA 200 时尚型', 'https://image1.guazistatic.com/qn1805031820144cd6b05e70e3a1819a2b9a48993f4cc6.jpg', '4.6万公里', '18.85万', '31.50万')
('奔驰C级 2013款 C 260 CGI 时尚型', 'https://image1.guazistatic.com/qn180706111646300f5998126276b114723109bc9f7b49.jpg', '2010年', '17.20万', '42.10万')
('奔驰M级 2015款 ML 400 4MATIC动感型(进口)', 'https://image.guazistatic.com/gz01180626/11/29/cf1570231355d7459cf8d975dc58c0c4.jpg', '13.4万公里', '53.00万', '99.40万')
('奔驰E级 2017款 E 300 L 豪华型', 'https://image1.guazistatic.com/qn1805051037244f60118d61c4bef0de79ec637a6924c2.jpg', '2017年', '46.00万', '54.30万')
('奔驰E级 2012款 E 300 L 优雅型', 'https://image.guazistatic.com/gz01180606/16/05/6f689af924011d6557b95eec21852a70.jpg', '2017年', '23.00万', '63.80万')
('奔驰B级 2009款 B 200 时尚型(进口)', 'https://image1.guazistatic.com/qn1806092221147370e4d08f3b833561d977eda2b9a382.jpg', '1.6万公里', '10.80万', '34.60万')
('奔驰E级 2012款 E 300 L 优雅型', 'https://image1.guazistatic.com/qn1807061503020e8d25304a786e62c27265787dcb2799.jpg', '2012年', '20.88万', '63.80万')
('奔驰E级 2016款 E 200 L 运动型', 'https://image1.guazistatic.com/qn18061401511902764de3eb17dae3a32b2fd940be2f76.jpg', '1.8万公里', '41.00万', '47.40万')
('奔驰 威霆 2015款 3.0L 精英版', 'https://image1.guazistatic.com/qn1806091536187ec0dc54e52f94c867dea6951757405a.jpg', '9.2万公里', '45.00万', '34.00万')
('2011款 奔驰R级 R300 商务型', 'https://image1.guazistatic.com/qn18051717500572e01d1fd92a4c8a2e54235e14c3d7b6.jpg', '2016年', '27.88万', '29.50万')
('奔驰C级 2018款 C 200 运动版', 'https://image1.guazistatic.com/qn1806210035348c02f9ae5addc245d3d61189f74629bd.jpg', '2012年', '29.50万', '41.00万')
('奔驰GLA级 2017款 GLA 200 动感型', 'https://image.guazistatic.com/gz01180626/09/18/e4e7c96d7781df65162e6dd1ad4c1011.jpg', '2.6万公里', '23.30万', '97.50万')
('奔驰CLA级 2014款 CLA 260 4MATIC(进口)', 'https://image1.guazistatic.com/qn1806222050352b52b2f8666514408a9353a02f7f679d.jpg', '15.7万公里', '23.80万', '45.50万')
('奔驰M级 2010款 ML 350 4MATIC豪华型(进口)', 'https://image1.guazistatic.com/qn17120211271200af950f8e529c672155e10350eeaa97.jpg', '2017年', '30.00万', '107.80万')
('奔驰 唯雅诺 2012款 2.5L 舒适版', 'https://image.guazistatic.com/gz01180701/19/02/81fa01a91840129da6f433d255ba6da8.jpg', '2016年', '17.00万', '29.30万')
('奔驰S级 2006款 S 300(进口)', 'https://image1.guazistatic.com/qn1805041709011f0690441aa11fc2e4a3629be4dbbed4.jpg', '0.9万公里', '23.98万', '84.40万')
('奔驰GLA级 2015款 GLA 200 动感型', 'https://image.guazistatic.com/gz01180704/11/27/b091d72e90a3017701f587606ed964b6.jpg', '1.3万公里', '18.88万', '158.30万')
('奔驰GLE级 2015款 GLE 320 4MATIC(进口)', 'https://image.guazistatic.com/gz01180525/15/16/c8109a358decbbf89b2080a016795bd9.jpg', '2011年', '62.80万', '46.60万')
('奔驰S级 2010款 S 400 L HYBRID(进口)', 'https://image.guazistatic.com/gz01180629/10/27/1250e7dd85971cfcd8b5335b3e415449.jpg', '2017年', '45.00万', '86.60万')
('奔驰E级 2015款 改款 E 200 L 运动型', 'https://image1.guazistatic.com/qn18062614335183461eac4ed1b03b89c1106443970668.jpg', '13.9万公里', '30.39万', '33.40万')
('奔驰R级 2010款 R 350 L 4MATIC(进口)', 'https://image.guazistatic.com/gz01180528/11/37/e660772bfe5f7f03645208c70ce04783.jpg', '1.7万公里', '27.00万', '87.70万')
('奔驰C级 2011款 C 180K 经典型', 'https://image1.guazistatic.com/qn180226064629b980124f1dd4c7d8104920fba82b2067.jpg', '2012年', '13.50万', '53.00万')
('奔驰M级 2014款 ML 320 4MATIC(进口)', 'https://image1.guazistatic.com/qn1807061651530152c6e611540973a8fc7a1947631952.jpg', '2015年', '46.00万', '38.40万')
('奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版', 'https://image1.guazistatic.com/qn1804211029067d86eccd2246e174f6313ea355ed0639.jpg', '2014年', '26.50万', '43.20万')
('奔驰E级 2010款 E 200 CGI 优雅型(进口)', 'https://image1.guazistatic.com/qn180712095430b821bd86436e21e643cb5a52a40dd439.jpg', '15.8万公里', '16.00万', '64.90万')
('奔驰C级 2016款 C 200 L 运动型', 'https://image1.guazistatic.com/qn180710023515078e5c8d319e5dae4bf278664d1d317f.jpg', '5.8万公里', '29.00万', '36.80万')
('奔驰CLA级AMG 2014款 AMG CLA 45 4MATIC', 'https://image.guazistatic.com/gz01180524/10/51/13d71e268071401d1e6002588d6bb245.jpg', '2014年', '40.00万', '64.90万')
('奔驰B级 2013款 B 260(进口)', 'https://image1.guazistatic.com/qn18050117115337ee20c3127bb3cc6fb3c7fdb8f182d3.jpg', '7.9万公里', '16.00万', '39.90万')
('奔驰 威霆 2011款 2.5L 7座行政版', 'https://image.guazistatic.com/gz01180630/11/13/51d3ed50189507f2dcf7c4358e586611.jpg', '2012年', '18.00万', '35.40万')
('奔驰M级 2015款 ML 320 4MATIC(进口)', 'https://image1.guazistatic.com/qn1712110200116a86452c7f8e08e26c506ee821c70984.jpg', '2014年', '50.60万', '88.10万')
('奔驰威霆 2010款 2.5L 精英版', 'https://image.guazistatic.com/gz01180523/14/12/3079fa447fd46d13cce6b0c1e9eecefa.jpg', '8.7万公里', '10.00万', '57.10万')
('奔驰C级 2017款 改款 C 200 L', 'https://image.guazistatic.com/gz01180527/09/34/a520f946885eeca99fe702d0683df1fe.jpg', '9.8万公里', '30.00万', '38.40万')
('奔驰GLK级 2008款 GLK 300 4MATIC 豪华型(进口)', 'https://image.guazistatic.com/gz01180630/12/52/4e3b3c8dee14f6fea95a6e40710bed68.jpg', '16.7万公里', '17.00万', '54.30万')
('奔驰E级 2014款 改款 E 260 L 豪华型', 'https://image.guazistatic.com/gz01180623/19/31/5548c3198027517bae49f33511fdd9b7.jpg', '2016年', '31.00万', '30.30万')
('奔驰C级 2016款 C 180 L 运动型', 'https://image.guazistatic.com/gz01180602/11/08/81e591e42a861f3980afd8d7036a071b.jpg', '6.8万公里', '25.50万', '35.40万')
('奔驰E级 2015款 E 260 L', 'https://image1.guazistatic.com/qn1806240145429ac5663f34d0d9ad476749080ebc5544.jpg', '2014年', '29.90万', '53.00万')
('奔驰E级 2016款 E 300 L 豪华型', 'https://image1.guazistatic.com/qn180707111119a76a67e923a5409b13b99cec2bc1e3bd.jpg', '2018年', '46.00万', '108.30万')
('奔驰A级 2015款 A 200 时尚型(进口)', 'https://image1.guazistatic.com/qn1805141853044620d7620ece7f3807dd4bda6dec9525.jpg', '3.9万公里', '15.48万', '87.70万')
('奔驰E级 2014款 E 260 L', 'https://image.guazistatic.com/gz01180628/11/43/7c924b9edc4a06de2a44e972fdafa422.jpg', '2016年', '25.00万', '54.10万')
('奔驰M级 2012款 ML 350 豪华型(进口)', 'https://image.guazistatic.com/gz01180611/21/36/093742fd5d6e50373ccfbc8c0e42bb9f.jpg', '0.9万公里', '41.00万', '72.00万')
('奔驰B级 2012款 B 200(进口)', 'https://image1.guazistatic.com/qn180713161655d19af748eae261a56ee9cdd35090a328.jpg', '7.1万公里', '16.60万', '34.50万')
('奔驰M级 2014款 ML 320 4MATIC(进口)', 'https://image1.guazistatic.com/qn18051817381694560dec03ebed4a1492f761d3aaa2fb.jpg', '2012年', '45.00万', '75.80万')
('奔驰C级 2017款 C 200 L 运动版', 'https://image1.guazistatic.com/qn18070715480347f83b98bcdde0493151ab3a83d214cf.jpg', '2017年', '29.29万', '38.40万')
('奔驰SLK级 2011款 SLK 200 豪华运动型(进口)', 'https://image.guazistatic.com/gz01180501/19/27/9e93bb9c46e4e7d49a440eef5d722d30.jpg', '2015年', '31.88万', '35.40万')
('奔驰R级 2009款 R 300 L 商务型(进口)', 'https://image1.guazistatic.com/qn1807100951316403c5cfb2ffb280b728e233e07f2b6f.jpg', '12.7万公里', '16.00万', '43.20万')
('奔驰GLK级 2013款 改款 GLK 300 4MATIC 豪华型', 'https://image1.guazistatic.com/qn1807090319270253a166406a8aa263fb36221ddf02f3.jpg', '2.1万公里', '28.00万', '60.60万')
('奔驰 威霆 2010款 2.5L 精英版', 'https://image.guazistatic.com/gz01180531/12/01/d97fd6a6d5dd10ed5bdeed2bf6354ddf.jpg', '8.8万公里', '14.50万', '98.60万')
('奔驰E级 2014款 改款 E 260 L 运动型', 'https://image1.guazistatic.com/qn171212133231b94827ba4a6a2ca6000528a41e79984d.jpg', '2014年', '26.80万', '48.30万')
('奔驰S级 2014款 S 400 L 尊贵型(进口)', 'https://image1.guazistatic.com/qn171226161021201ece00a93e13d3bce127b41ffc1aee.jpg', '2014年', '73.80万', '135.50万')
('奔驰GLK级 2014款 GLK 260 4MATIC 动感型', 'https://image.guazistatic.com/gz01180524/11/27/def54de544dfe12ccd4e5baa9b27ed42.jpg', '2012年', '25.00万', '35.40万')
('奔驰GLA级 2015款 GLA 200 动感型', 'https://image1.guazistatic.com/qn1807131608362dea31bf28b9b26fea3fa33b4978b8b9.jpg', '2.2万公里', '19.68万', '29.30万')
('奔驰M级 2014款 ML 400 4MATIC动感型(进口)', 'https://image.guazistatic.com/gz01180616/14/59/040bc43dea4fdabdf1116ab031f7011b.jpg', '2016年', '48.88万', '50.80万')
('奔驰R级 2010款 R 300 L 商务型(进口)', 'https://image1.guazistatic.com/qn17111817360518d2eaa0c7c9c3354ce3877557eec0b6.jpg', '6.3万公里', '24.87万', '64.90万')
('奔驰GLA级 2016款 GLA 200 动感型', 'https://image1.guazistatic.com/qn180709005521911dac29427b15efe4557bda0e004e98.jpg', '18.4万公里', '20.80万', '29.30万')
('奔驰威霆 2010款 2.5L 精英版', 'https://image1.guazistatic.com/qn171201140346ce9457e45be16d42d1996c276de4d3ac.jpg', '15.0万公里', '12.50万', '37.80万')
('奔驰M级 ML 350 CDI 4MATIC(进口)', 'https://image1.guazistatic.com/qn180713135310c72dcec3d70f9874fd121afd3abe30fc.jpg', '2015年', '47.50万', '92.00万')
('奔驰E级 2010款 E 260 CGI Coupe(进口)', 'https://image1.guazistatic.com/qn180707101845cfa064654841eda4197b7bc480ee128a.jpg', '2014年', '25.00万', '67.10万')
('奔驰R级 2014款 R 320 4MATIC 商务型(进口)', 'https://image.guazistatic.com/gz01180502/10/42/06916c9b875aaaa3ad32beec913fe05e.jpg', '2014年', '40.00万', '64.90万')
('奔驰C级 2010款 C 200 CGI 优雅型', 'https://image1.guazistatic.com/qn18051418114224374aa4f1505e7808b66154a9b5b78b.jpg', '2014年', '13.00万', '46.10万')
('奔驰E级 2014款 E 300 L', 'https://image1.guazistatic.com/qn170323181515cb61ba7f56ee17b29a5a663689eb9b84.jpg', '2010年', '37.80万', '73.30万')
'21.25万', '47.50万')
('奔驰S级 2014款 S 320 L 豪华型(进口)', 'https://image1.guazistatic.com/qn180707124932aeefffcdeb504be6114344c56d47e0e2.jpg', '6.5万公里', '65.00万', '120.30万')
('奔驰C级 2011款 C 200 时尚旅行版(进口)', 'https://image.guazistatic.com/gz01180531/18/20/bdf1867f38c7c7e42c2d81cdd872dab4.jpg', '5.8万公里', '17.98万', '48.10万')
('奔驰C级 2016款 C 200 L 运动型', 'https://image1.guazistatic.com/qn180225052453010070f81524c25bd13acb5378680b90.jpg', '10.2万公里', '30.00万', '38.40万')
('奔驰E级 2016款 E 200 L', 'https://image1.guazistatic.com/qn18071300152899b31c59a1e42d018aaef451aa477dce.jpg', '2015年', '39.00万', '47.40万')
('奔驰GLA级 2015款 GLA 200 动感型', 'https://image1.guazistatic.com/qn1707062036261fe64afd49701f6f990af1096992abc3.jpg', '11.5万公里', '21.50万', '29.30万')
('奔驰GLC级 2016款 GLC 200 4MATIC', 'https://image1.guazistatic.com/qn1807071022073b262e996b19006e94625b001f8f87cf.jpg', '2013年', '33.98万', '43.00万')
('奔驰C级 2013款 C 300 运动型 Grand Edition', 'https://image1.guazistatic.com/qn180605133805395b8b601be0eebf7a07c3ab6e0bc6d7.jpg', '2016年', '21.80万', '50.80万')
('奔驰E级 2014款 E 260 L 运动型', 'https://image1.guazistatic.com/qn18070620514914bba3c1f6a225ddac1ff4d3f065e236.jpg', '2016年', '26.20万', '31.50万')
('奔驰M级 美规2012款奔驰ML350动感型，排量3.5L自动档', 'https://image1.guazistatic.com/qn180603215021c552d43a18cc1fb7798e1957e549e0e3.jpg', '2014年', '53.00万', '52.60万')
('奔驰E级 2010款 E 200 CGI 优雅型(进口)', 'https://image.guazistatic.com/gz01180611/14/00/fb0b77e43777fd3914e5f855107e0eed.jpg', '3.6万公里', '16.80万', '53.00万')
('奔驰GLA级 2016款 GLA 200 时尚型', 'https://image1.guazistatic.com/qn1804271649044dcee76792f52d440860a8e93c201e42.jpg', '3.5万公里', '23.00万', '53.00万')
('奔驰B级 2012款 B 200(进口)', 'https://image1.guazistatic.com/qn180615025608682c3836a90c95f09be23dcd41b602cc.jpg', '4.8万公里', '14.80万', '34.50万')
('奔驰S级 2014款 S 320 L 豪华型(进口)', 'https://image1.guazistatic.com/qn180523021847ecce8858524f48684ab5d0cfcb40c87b.jpg', '2.0万公里', '71.00万', '120.30万')
('奔驰GLK级 2013款 GLK 300 4MATIC 时尚型', 'https://image.guazistatic.com/gz01180627/12/06/130d94f8581b26a384a927c94b2f4b34.jpg', '9.0万公里', '29.00万', '149.80万')
('奔驰GLC级 2018款 GLC 300 4MATIC 动感型', 'https://image1.guazistatic.com/qn180518152104a6ab0e3fa42762f2083af1a5f711384a.jpg', '2014年', '46.58万', '53.40万')
('奔驰E级 2015款 E 260 L', 'https://image.guazistatic.com/gz01180604/11/48/9331d840b593a7494694a9eea7fba303.jpg', '2012年', '33.00万', '43.20万')
('奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型', 'https://image1.guazistatic.com/qn18062011540596862ef415c44f1a9d7afea9f0c97980.jpg', '2016年', '25.80万', '47.50万')
('奔驰CLA级 2015款 CLA 220 4MATIC(进口)', 'https://image1.guazistatic.com/qn18032211083529aa63acd807449776a4dc85a194d587.jpg', '1.9万公里', '29.00万', '34.50万')
('奔驰 2015款 斯宾特 自动 7座 欧规版', 'https://image.guazistatic.com/gz01180626/17/27/aff4fad7026df950da43a30c351d6299.jpg', '2015年', '70.00万', '34.20万')
('奔驰SLK级 2010款 SLK 200K(进口)', 'https://image1.guazistatic.com/qn1712271230368dc6219c2dd85df92dbbc992992d06a3.jpg', '3.8万公里', '18.00万', '64.90万')
('奔驰GLK级 2012款 GLK 300 4MATIC 动感型', 'https://image.guazistatic.com/gz01180701/11/55/59eb3bd4b409a3385453bc0a5bf1a102.jpg', '3.1万公里', '25.00万', '44.30万')
('奔驰SLK级 2011款 SLK 200 时尚型(进口)', 'https://image1.guazistatic.com/qn180307220933a0a1ce5d2db91bfe797ae559ae5a1740.jpg', '4.4万公里', '29.90万', '63.80万')
('奔驰GLA级 2015款 GLA 260 4MATIC(进口)', 'https://image.guazistatic.com/gz01180619/18/43/69198c9b2ed5d4176f4af05cfb25a1b5.jpg', '2.4万公里', '28.00万', '47.50万')
('奔驰C级 2017款 改款 C 200 运动版', 'https://image.guazistatic.com/gz01180625/16/04/37b6d776fe775454964d097e953e789a.jpg', '2.6万公里', '29.00万', '97.50万')
('奔驰C级 2015款 C 180 L 运动型', 'https://image1.guazistatic.com/qn17112010564196e48751f46f822be0725c427e7e530c.jpg', '2010年', '26.80万', '35.40万')
('奔驰C级 2017款 改款 C 200 L 运动版', 'https://image1.guazistatic.com/qn180608013221aae8e6503553bb6b441aec491b5c0462.jpg', '2015年', '31.80万', '38.40万')
万')
('奔驰M级 2012款 ML 350 动感型(进口)', 'https://image1.guazistatic.com/qn180618145316d361898031b8d16c8e46d60c50d9140b.jpg', '2013年', '42.00万', '97.50万')
('奔驰E级 2015款 E 200 L 运动型', 'https://image1.guazistatic.com/qn18061308061624bc6a0f438a4403a68c1b602f03d997.jpg', '9.6万公里', '32.00万', '46.60万')
('奔驰E级 2015款 E 320 L 运动型', 'https://image.guazistatic.com/gz01180526/14/17/e5f99561168ab187461c43e6662ee813.jpg', '9.0万公里', '40.00万', '64.90万')
('奔驰R级 2011款 奔驰R300  7座（进口）', 'https://image1.guazistatic.com/qn1804172343476e802d38026a677ddf0a14f1a9c454f7.jpg', '12.4万公里', '32.00万', '88.10万')
('奔驰C级 2010款 C 200K 标准型', 'https://image1.guazistatic.com/qn1712092225252ecbfae471ed13fe29cad67721b79508.jpg', '11.3万公里', '12.01万', '37.80万')
('奔驰S级 2010款 S 300 L 豪华型(进口)', 'https://image1.guazistatic.com/qn180321175600a6de060f4543e71947516f199a36ec79.jpg', '2.1万公里', '44.88万', '120.30万')
('奔驰M级 2010款 ML 350 4MATIC豪华型(进口)', 'https://image1.guazistatic.com/qn1806282026540aa6b9257dae2cd5b83067aa040b8e46.jpg', '7.3万公里', '29.50万', '35.40万')
('奔驰GLA级 2016款 GLA 200 动感型', 'https://image1.guazistatic.com/qn180509105618882f8880f553dd4a79e8b685522e4d33.jpg', '2017年', '23.00万', '29.30万')
('奔驰GLC级 2017款 GLC 300 4MATIC 动感型', 'https://image1.guazistatic.com/qn1803131630372bf653bb2e32d3458c480299b78f4cbf.jpg', '2014年', '48.00万', '53.00万')
('奔驰C级 2010款 C 300 时尚型', 'https://image.guazistatic.com/gz01180510/10/19/f4c796d92703dd9b965fa9dd564049fd.jpg', '2014年', '13.42万', '54.30万')
('奔驰E级 2015款 改款 E 260 L 运动型', 'https://image.guazistatic.com/gz01180623/12/23/b14d6f60e1554dd0285664bddee0c89f.jpg', '2014年', '30.70万', '50.80万')
('奔驰C级 2015款 C 180 L', 'https://image.guazistatic.com/gz01180417/10/52/06e594ad6c93e01a68d73ef03dedc4f3.jpg', '2013年', '25.00万', '43.20万')
('奔驰C级 2016款 C 200 L 运动型', 'https://image1.guazistatic.com/qn180515003120294a903684193b70977724607d4d6814.jpg', '1.1万公里', '27.99万', '38.40万')
('奔驰GLK级 2014款 GLK 260 4MATIC 动感型', 'https://image.guazistatic.com/gz01180612/10/12/31f00797136d88d87f088a5473bf290d.jpg', '12.6万公里', '25.50万', '94.20万')
('奔驰C级 2010款 C 180K 经典型', 'https://image1.guazistatic.com/qn1807021452028f19442795b40c69bf641f15f215bdb8.jpg', '11.0万公里', '11.80万', '33.40万')
('奔驰M级 2015款 ML 320 4MATIC(进口)', 'https://image.guazistatic.com/gz01180428/11/27/2ce6087d41ccc64ae18f8f874afea6aa.jpg', '11.3万公里', '55.00万', '151.70万')
('奔驰E级 2010款 E 260 CGI 时尚型(进口)', 'https://image1.guazistatic.com/qn1804190711476511e1f847465aa716d52b0db3836d7d.jpg', '9.0万公里', '20.00万', '59.50万')
('奔驰C级 2010款 C 200 CGI 优雅型', 'https://image.guazistatic.com/gz01180424/19/05/7333dde7e5eb19648db75961178a88fb.jpg', '2014年', '16.80万', '37.80万')
('奔驰GLK级 2013款 GLK 300 4MATIC 动感型', 'https://image1.guazistatic.com/qn18022823472575634c8bd014861b2271356f100c8b9d.jpg', '2013年', '26.00万', '45.40万')
('奔驰E级 2016款 E 300 L 豪华型', 'https://image.guazistatic.com/gz01180613/17/48/d4755a5a43afff045ce52ebe37c8f6d6.jpg', '2015年', '48.00万', '83.40万')
('奔驰GLE级 2015款 GLE 320 4MATIC 轿跑SUV(进口)', 'https://image.guazistatic.com/gz01180629/14/15/8affabd5aa9045a2025981bf18c95067.jpg', '2016年', '70.00万', '72.00万')
('奔驰C级 2015款 改款 C 200 L', 'https://image1.guazistatic.com/qn1807061054327279f7b824ee3200f677536226bbfd12.jpg', '2016年', '25.50万', '38.40万')
('奔驰S级 2014款 S 400 L 豪华型(进口)', 'https://image.guazistatic.com/gz01180510/15/49/c6ab4cbfd4cae922319116eaefccb850.jpg', '2.5万公里', '85.00万', '155.00万')
('奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版', 'https://image.guazistatic.com/gz01180411/12/39/37aa517725ca499441aec945e159c13b.jpg', '13.5万公里', '33.00万', '43.20万')
('奔驰S级 2014款 S 400 L HYBRID(进口)', 'https://image.guazistatic.com/gz01180704/19/18/30a1568a1aa5a962c73e9e026daea24d.jpg', '4.1万公里', '80.00万', '162.60万')
('奔驰S级 2010款 S 350 L 豪华型(进口)', 'https://image.guazistatic.com/gz01180704/13/54/8814adb382b1f8170c5dc20b5c57a078.jpg', '2.1万公里', '65.00万', '67.10万')
('奔驰SLK级 2011款 SLK 200 豪华运动型(进口)', 'https://image1.guazistatic.com/qn180616040322267f0a41478de2b927b6bd8e1ca68b85.jpg', '2.5万公里', '27.30万', '47.50万')
('奔驰A级 2011款 A 160(进口)', 'https://image1.guazistatic.com/qn1805052200303971ce17dd213e51ee9615e0206adc3b.jpg', '2018年', '8.50万', '25.80万')
('奔驰CLS级 2015款 CLS 320(进口)', 'https://image1.guazistatic.com/qn180713132201bc2001adcc1f9880ea3f5146e77d0d0f.jpg', '2013年', '50.00万', '86.60万')
('奔驰M级 2008款 ML 350 4MATIC豪华型(进口)', 'https://image1.guazistatic.com/qn180511074814f6cb9193ed28af9083b11e5cace9f5a7.jpg', '2017年', '24.50万', '97.50万')
('奔驰CLS级 2012款 CLS 350 CGI(进口)', 'https://image.guazistatic.com/gz01180701/17/32/785153e0eed3a36382c26e85ba88d86d.jpg', '2014年', '43.00万', '105.10万')
('奔驰E级 2013款 E 260 L CGI优雅型', 'https://image1.guazistatic.com/qn180627072741f2e8b0d5664ba2c4d204ceccad70ff85.jpg', '2017年', '22.00万', '40.10万')
('奔驰E级 2015款 E 200 L', 'https://image1.guazistatic.com/qn1804270631474cda347922ea6378eec8a3c38bc94a64.jpg', '2.0万公里', '31.80万', '46.60万')
('奔驰E级 2011款 E 260 CGI Coupe(进口)', 'https://image1.guazistatic.com/qn1701260856377c635d5fd3f9b668014e0a99f3dcd86d.jpg', '10.5万公里', '22.60万', '33.40万')
('奔驰S级 2014款 S 400 L 豪华型(进口)', 'https://image1.guazistatic.com/qn180410232311cf035ad48658dc7c61c0d882a047c743.jpg', '3.5万公里', '76.00万', '155.00万')
('奔驰C级 2015款 改款 C 200 L 运动型', 'https://image.guazistatic.com/gz01180703/17/05/916b460762dfcf6a65432c27f972b1ff.jpg', '4.0万公里', '25.50万', '38.40万')
('奔驰E级 2016款 E 300 L 时尚型', 'https://image1.guazistatic.com/qn180519125039ceb898240856df15a1d95acd588f5e66.jpg', '2016年', '42.50万', '51.50万')
('奔驰C级 2010款 C 200 CGI 时尚型', 'https://image1.guazistatic.com/qn18030915472446936bf317bd327dd2d3a6e25bda88c7.jpg', '2011年', '16.00万', '42.90万')
('奔驰R级 2011款 R 350 L 4MATIC(进口)', 'https://image1.guazistatic.com/qn180623133745289d70fbd9899931ffacd64301297b85.jpg', '2008年', '33.98万', '77.10万')
('奔驰C级 2017款 改款 C 200 L 运动版', 'https://image.guazistatic.com/gz01180529/17/55/3bc011361ec25815e6fd74577eb95766.jpg', '4.4万公里', '33.50万', '38.40万')
('奔驰E级 2015款 E 260 L', 'https://image.guazistatic.com/gz01180321/13/01/1df2844a6b6007a95b99936f7562d918.jpg', '20.1万公里', '34.00万', '53.00万')
('奔驰GLC级 2017款 GLC 260 4MATIC 豪华型', 'https://image.guazistatic.com/gz01180622/10/09/8fd0e1e2bf33eca312d8888c2f630036.jpg', '2013年', '40.00万', '51.60万')
('奔驰C级 2013款 C 180 CGI 经典型', 'https://image.guazistatic.com/gz01180330/15/36/d01f3dbb677c70b9c6aa9d6a91e88979.jpg', '15.2万公里', '16.80万', '98.60万')
