('马自达6 2007款 2.0L 自动超豪华型', 'https://image.guazistatic.com/gz01180520/10/54/14cf4ca2bfda9be8ef6a9e0f166ca03f.jpg', '2009年', '5.20万', '21.70万')
('马自达 阿特兹 2013款 2.0L 标准型(进口)', 'https://image1.guazistatic.com/qn180711135239994492bd17e61be75b386233cc969db9.jpg', '3.0万公里', '13.30万', '25.90万')
('马自达 睿翼 2012款 2.0L 自动精英版', 'https://image1.guazistatic.com/qn180623070225387fb2ac28900e282e9d6f06f70b9531.jpg', '2018年', '8.35万', '17.90万')
('马自达昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn180312123043993ad8ec1f86081f5a615efafb148436.jpg', '2015年', '10.90万', '15.10万')
('马自达睿翼 2009款 2.5L 自动至尊版', 'https://image1.guazistatic.com/qn18032713061123db203d7c9f80b8dd6d750dd882d8ab.jpg', '1.1万公里', '7.80万', '24.90万')
('马自达CX-7 2014款 2.5L 2WD 豪华版', 'https://image1.guazistatic.com/qn1709131557565d59cb041f92249f2413c48fcb89bfab.jpg', '4.8万公里', '16.00万', '24.90万')
('马自达5 2008款 2.0 自动豪华型(进口)', 'https://image.guazistatic.com/gz01180608/12/19/1579adb27d3857821e0915bf113f59d4.jpg', '2008年', '6.50万', '19.80万')
('马自达6 2013款 2.0L 自动超豪华型', 'https://image.guazistatic.com/gz01180426/11/34/7d74d1481c815f4cc90744123457ab35.jpg', '2016年', '13.50万', '17.30万')
('马自达3 2007款 1.6L 手动标准型', 'https://image1.guazistatic.com/qn1805141522042b06267da92ce0ea93f8805daebd987e.jpg', '2014年', '3.20万', '12.80万')
('马自达6 2008款 轿跑 2.0L 自动运动型', 'https://image1.guazistatic.com/qn180111174812c848c850c47eaef828036aefb2f5331e.jpg', '1.2万公里', '6.00万', '21.00万')
('马自达CX-7 2014款 2.3T 智能四驱运动版', 'https://image.guazistatic.com/gz01180408/17/09/6ceef347cbae5eaadc35a45236e53e92.jpg', '11.3万公里', '14.80万', '28.20万')
('马自达5 2013款 2.0L 自动舒适型(进口)', 'https://image1.guazistatic.com/qn1807051741139bebe165dc092220ffc65bd6f643999e.jpg', '19.7万公里', '9.80万', '19.20万')
('马自达CX-4 2018款 2.0L 自动两驱蓝天品位版', 'https://image.guazistatic.com/gz01180628/18/28/81a2aa93b6b7244a15042e8559257648.jpg', '2012年', '16.00万', '18.40万')
('马自达睿翼 2009款 2.5L 自动尊贵版', 'https://image1.guazistatic.com/qn1708191645223824cf80e9b0364c253f27107547518b.jpg', '2011年', '8.00万', '23.50万')
('马自达CX-4 2016款 2.5L 自动四驱蓝天激情版', 'https://image1.guazistatic.com/qn180514201953ea1f4a2a113f64116429de14ab27475e.jpg', '4.3万公里', '17.00万', '20.90万')
('马自达6 2011款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn1712100055210ed9a21cbf738a73665558e1046db104.jpg', '2013年', '8.00万', '19.50万')
('马自达阿特兹 2014款 2.0L 蓝天时尚版', 'https://image1.guazistatic.com/qn180608235453d82df48a789687cd9d3cc64f64703218.jpg', '7.6万公里', '13.80万', '19.50万')
('马自达 昂克赛拉 两厢 1.5L 自动舒适型', 'https://image1.guazistatic.com/qn180527233802466b4ad3aac380cdfe08283b51e0819a.jpg', '2009年', '9.20万', '13.40万')
('马自达5 2011款 2.0L 自动豪华型(进口)', 'https://image1.guazistatic.com/qn18051417252430aa93fa42dfbfa7245a2b72bd8ed927.jpg', '9.1万公里', '8.50万', '20.80万')
('马自达阿特兹 2015款 2.0L 蓝天豪华版', 'https://image1.guazistatic.com/qn171024202137e0fec1c6ca738d05e1ac3e7cdc58e6e7.jpg', '2013年', '13.90万', '20.50万')
('马自达8 2011款 2.3L 至尊版', 'https://image1.guazistatic.com/qn18051221253806d46dd938fd79ae0af1b3402b1b2275.jpg', '16.0万公里', '12.00万', '27.10万')
('马自达 睿翼 2012款 2.0L 自动精英版', 'https://image1.guazistatic.com/qn1807101631248401c2d153be4688427984e8c9a9e49e.jpg', '2011年', '9.80万', '17.90万')
('马自达6 2012款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn180520182758288f9607bff50f6058d2ac1264e26fb2.jpg', '8.5万公里', '7.00万', '19.50万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天活力版', 'https://image.guazistatic.com/gz01180329/19/40/de2fad534973bb253e5a07598fadf5d9.jpg', '2013年', '13.38万', '16.60万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天品位版', 'https://image1.guazistatic.com/qn180602175418b97834cb728d8c6ced46b33083dd879a.jpg', '3.6万公里', '14.00万', '18.40万')
('马自达昂克赛拉 2016款 三厢 1.5L 手动舒适型', 'https://image.guazistatic.com/gz01180509/19/09/c8fdc2dd69ee4de0bdd8b7809aa1815e.jpg', '2015年', '8.60万', '12.50万')
('马自达昂克赛拉 2016款 三厢 1.5L 手动舒适型', 'https://image.guazistatic.com/gz01180502/18/04/76fc6f8253173d21d330d784c4720e3a.jpg', '10.1万公里', '8.50万', '12.50万')
('马自达昂克赛拉 2014款 三厢 2.0L 自动运动型', 'https://image1.guazistatic.com/qn1805171044403a8d179f5db1a1c6a0649784b52eb546.jpg', '2.8万公里', '10.50万', '16.60万')
('马自达CX-7 2014款 2.5L 2WD 时尚版', 'https://image.guazistatic.com/gz01180406/11/42/84d56134aa698d56e4f5e49e53c38199.jpg', '2011年', '14.18万', '21.70万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天活力版', 'https://image1.guazistatic.com/qn18050619163421df5e6f8c86d4ed1bc64ecc527bc8cd.jpg', '2009年', '13.50万', '16.60万')
('马自达5 2008款 2.0 自动豪华型(进口)', 'https://image.guazistatic.com/gz01180410/20/28/8ff414eb7d59abf9d68e37fa54278756.jpg', '2015年', '6.49万', '19.80万')
('马自达3星骋 2011款 三厢 2.0L 手动运动型', 'https://image1.guazistatic.com/qn18061518080658055eebb56af591ee4464af1838fa3d.jpg', '9.1万公里', '6.40万', '15.20万')
('马自达5 2011款 2.0L 自动豪华型(进口)', 'https://image1.guazistatic.com/qn1807071504451ee5b7375fcb81abeaa51ba2b974cdba.jpg', '0.8万公里', '8.50万', '20.80万')
('马自达CX-5 2015款 2.5L 自动四驱尊贵型', 'https://image1.guazistatic.com/qn17111210461515a750ac681ff7df85005c12f9530a6d.jpg', '11.1万公里', '17.50万', '24.20万')
('马自达昂克赛拉 2014款 两厢 2.0L 自动旗舰型', 'https://image1.guazistatic.com/qn1805151937277a466a3186711e3fc79ba3f1cd12dc5e.jpg', '2017年', '11.20万', '17.40万')
('马自达CX-5 2013款 2.0L 自动四驱尊贵型', 'https://image.guazistatic.com/gz01180610/18/25/a61243833f329a96c397de404edaaa0e.jpg', '2009年', '13.00万', '24.90万')
('马自达 阿特兹 2014款 2.5L 蓝天尊崇版', 'https://image.guazistatic.com/gz01180607/19/52/1e4d2aa8bc85ed225a8dcd065c2a7c3a.jpg', '2.1万公里', '15.00万', '23.40万')
('马自达6 2011款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn180311230516e757fb80a6f245a397fc0e866a902d34.jpg', '2014年', '8.50万', '19.50万')
('马自达CX-5 2015款 2.5L 自动四驱尊贵型', 'https://image1.guazistatic.com/qn1807102123409918795d8984b787d92b7129dfa5299f.jpg', '8.0万公里', '15.75万', '24.20万')
('马自达3星骋 2012款 两厢 2.0L 自动豪华型', 'https://image1.guazistatic.com/qn1806090634100610880478654732431e2391609749b5.jpg', '2017年', '8.00万', '16.30万')
('马自达6 2013款 2.0L 自动超豪华型', 'https://image1.guazistatic.com/qn18070822411866debd020c7e5ece06671c186f1c5b21.jpg', '3.8万公里', '8.26万', '17.30万')
('马自达 阿特兹 2014款 2.0L 蓝天豪华版', 'https://image.guazistatic.com/gz01180524/12/04/91b028839d907c5003f5d2492d76fed6.jpg', '2015年', '13.50万', '20.50万')
('马自达 阿特兹 2014款 2.0L 蓝天豪华版', 'https://image.guazistatic.com/gz01180525/13/19/1c4403e235aa4b1254619b8c49d0f796.jpg', '1.2万公里', '13.00万', '20.50万')
('马自达6 2013款 2.0L 自动超豪华型', 'https://image.guazistatic.com/gz01180704/10/23/376db82ece0e06ae4630f9be8b12f845.jpg', '2.2万公里', '7.60万', '17.30万')
('马自达昂克赛拉 2017款 三厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn180625051557a58ccd3e61aef5bc138f5c42d3147f02.jpg', '2016年', '10.75万', '15.20万')
('马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image.guazistatic.com/gz01180629/14/37/c82f4a249b83bbb10db67f45f10a76c2.jpg', '2016年', '10.28万', '15.10万')
('马自达3 2009款 1.6L 自动天窗版', 'https://image.guazistatic.com/gz01180626/15/42/297d9b227b57275cecd2828d36dda319.jpg', '2010年', '3.88万', '14.00万')
('马自达6 2013款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn180103190331ba400e88b32ef1e99f724d83c1339ccb.jpg', '2.7万公里', '7.60万', '16.00万')
('马自达CX-5 2013款 2.5L 自动四驱豪华型', 'https://image1.guazistatic.com/qn1807051701495bc1496355856290e083639d69c41837.jpg', '4.2万公里', '14.00万', '24.90万')
('马自达6 2006款 2.0L 自动超豪华型', 'https://image1.guazistatic.com/qn180616082347dfdb11a827b1fa42e518f6e12684954a.jpg', '9.2万公里', '4.18万', '21.70万')
('马自达6 2012款 2.0L 自动时尚型', 'https://image.guazistatic.com/gz01180601/18/14/ded0c65558e3490f5caffa0a7745d19b.jpg', '2012年', '7.00万', '19.50万')
('马自达 睿翼 2015款 2.0L 自动精英版', 'https://image.guazistatic.com/gz01180625/12/47/f824eef2a713a426947886144e88e44a.jpg', '2015年', '10.40万', '17.90万')
('马自达 阿特兹 2015款 2.0L 蓝天尊贵版', 'https://image.guazistatic.com/gz01180522/12/23/2d0aeba9c8505f668f6834f83edfea35.jpg', '2014年', '14.50万', '22.30万')
('马自达3星骋 2012款 两厢 2.0L 自动豪华型', 'https://image1.guazistatic.com/qn171211221931cc3f693a8efd9857491c799466003b61.jpg', '11.6万公里', '8.00万', '16.30万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天探索版', 'https://image1.guazistatic.com/qn1806171901555e9c3d53df58c7acde946acf2c1b0607.jpg', '6.2万公里', '16.00万', '17.50万')
('马自达CX-5 2013款 2.0L 自动两驱舒适型', 'https://image.guazistatic.com/gz01180630/13/23/e4757f51bfa68b3e69efbf25d85e7619.jpg', '3.7万公里', '11.80万', '20.00万')
('马自达 阿特兹 2017款 2.0L 蓝天豪华版', 'https://image.guazistatic.com/gz01180531/18/00/3180c5cb06803b95217c99086968239b.jpg', '2016年', '15.00万', '20.60万')
('马自达3 2010款 1.6L 自动经典时尚型', 'https://image.guazistatic.com/gz01180620/13/42/9c12ad008f5db17225ce4761a101f2cf.jpg', '2015年', '4.45万', '13.30万')
('马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image.guazistatic.com/gz01180701/10/00/8ff0b82d2f4347d4c0a58d46c13dc030.jpg', '2016年', '10.40万', '15.10万')
('马自达CX-5 2013款 2.0L 自动两驱舒适型', 'https://image1.guazistatic.com/qn180707192339dd22382e8be923135eb0fc08b726dad3.jpg', '3.8万公里', '11.60万', '20.00万')
('马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image.guazistatic.com/gz01180625/19/03/d6ad40dd3364a812682e1604f901db4d.jpg', '3.3万公里', '11.50万', '15.10万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天品位版', 'https://image.guazistatic.com/gz01180523/12/52/0cc03451a7d5465fe0cac88b112b4159.jpg', '2016年', '14.00万', '18.40万')
('马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image.guazistatic.com/gz01180531/16/35/bf1b86de2742320b4d7299730b255d4a.jpg', '2012年', '11.00万', '15.10万')
('马自达5 2011款 2.0L 自动豪华型(进口)', 'https://image1.guazistatic.com/qn1805100203063efeacc10a42d32b6aa4bc725f7a10ab.jpg', '3.0万公里', '10.80万', '20.80万')
('马自达睿翼 2009款 2.5L 自动尊贵版', 'https://image.guazistatic.com/gz01180530/15/51/e40eb1062b25fdab53e75fc928f841e1.jpg', '2.7万公里', '7.30万', '23.50万')
('马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn1807040157145eba38e0b47c6f3c1c8e812ae2af834d.jpg', '10.6万公里', '11.98万', '15.20万')
('马自达5 2008款 2.0 手动舒适型(进口)', 'https://image1.guazistatic.com/qn180712180425002f41ec3e183e0140d7bceb91c48c35.jpg', '2011年', '4.30万', '17.30万')
('马自达昂克赛拉 2016款 三厢 1.5L 自动舒适型', 'https://image1.guazistatic.com/qn1712132048055d8602a131ecb6e0a72ca39c308fd697.jpg', '2016年', '9.90万', '13.70万')
('马自达CX-5 2015款 2.0L 自动两驱都市型', 'https://image1.guazistatic.com/qn18022716410847cd19511f40e5cc7d2c9fd0b6f4d1ca.jpg', '2016年', '15.60万', '20.70万')
('马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn180625182235dca2bfe93065efe3c689097a8baaf593.jpg', '2.6万公里', '8.90万', '15.10万')
('马自达2劲翔 2011款 炫动 1.3L 自动标准版', 'https://image1.guazistatic.com/qn18060518564076c6dbe42936bf18f93029278d0fe4fb.jpg', '7.1万公里', '3.59万', '9.70万')
('马自达6 2013款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn180709102947fa7b84a737302e3794b4acf002eedb37.jpg', '4.8万公里', '7.80万', '16.00万')
('马自达5 2008款 2.0 自动豪华型(进口)', 'https://image1.guazistatic.com/qn171113123012e3260bffaa842822916d14ad6100cc45.jpg', '2013年', '5.40万', '19.80万')
('马自达8 2015款 2.5L 至尊版', 'https://image1.guazistatic.com/qn1806180100095975d33937571b309f4ad1293c0af12f.jpg', '2014年', '18.48万', '27.10万')
('马自达6 2008款 2.0L 自动时尚型', 'https://image.guazistatic.com/gz01180625/10/47/6b1733479e9f8d9c646ae5850528ecff.jpg', '2015年', '5.80万', '19.50万')
('马自达 阿特兹 2015款 2.0L 蓝天尊贵版', 'https://image1.guazistatic.com/qn180706115136c104baa54b4a7ec2c56cb40f53fb3db6.jpg', '6.2万公里', '14.50万', '22.30万')
('马自达阿特兹 2015款 2.0L 蓝天豪华版', 'https://image1.guazistatic.com/qn1805171707592d36f645e34fc009ecf7a53318f3bc60.jpg', '9.4万公里', '14.45万', '20.50万')
('马自达6 2007款 2.0L 手动型', 'https://image.guazistatic.com/gz01180418/13/01/5386aa73cf7239d9ebaf62828d5d8ef5.jpg', '2015年', '3.50万', '18.50万')
('马自达昂克赛拉 2016款 三厢 2.0L 自动运动型', 'https://image1.guazistatic.com/qn1807031951494f55f9c8d4dac4c97f9cfab8869aa9e5.jpg', '8.4万公里', '10.18万', '16.60万')
('马自达5 2011款 2.0L 自动舒适型(进口)', 'https://image.guazistatic.com/gz01180531/13/38/ddefbf7d1856a3cc78b3b638e2b25188.jpg', '2017年', '7.10万', '19.00万')
('马自达 睿翼 2010款 轿跑 2.5L 自动至尊版', 'https://image1.guazistatic.com/qn18071117332790154350ef13ab81a4225807567fac20.jpg', '2010年', '8.00万', '26.00万')
('马自达6 2007款 2.0L 手动型', 'https://image1.guazistatic.com/qn180519213303e6a7f9d6bcbdc71eec74156ca50733a8.jpg', '3.5万公里', '4.90万', '18.50万')
('马自达6 2008款 2.0L 自动时尚型', 'https://image.guazistatic.com/gz01180416/15/07/33dba6c560649543458ddad62fe62544.jpg', '1.3万公里', '5.60万', '19.50万')
('马自达3星骋 2011款 三厢 1.6L 自动舒适型', 'https://image1.guazistatic.com/qn18060820540760bcdbcca46d8f65002c5d3d6a8d3532.jpg', '2015年', '6.20万', '13.30万')
('马自达CX-5 2015款 2.0L 自动两驱都市型', 'https://image1.guazistatic.com/qn180225040201e8b8f4bd712e43d0b1d8482db5931729.jpg', '6.1万公里', '15.88万', '20.70万')
('马自达CX-4 2016款 2.0L 自动两驱蓝天活力版', 'https://image1.guazistatic.com/qn18071409573804253c81271d5a715beac35ba8b9968e.jpg', '2014年', '12.00万', '16.60万')
('马自达6 2013款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn171021124045fcae7d7b855cf37aaa0b0d47b8343c89.jpg', '2011年', '8.65万', '16.00万')
('马自达 昂克赛拉 2014款 两厢 2.0L 自动旗舰型', 'https://image1.guazistatic.com/qn180710120312cd61a4e0c393c6e63b8cb4878e8d5ea6.jpg', '3.7万公里', '11.50万', '17.40万')
('马自达6 2013款 2.0L 自动时尚型', 'https://image.guazistatic.com/gz01180630/17/47/a80bf76ececa6efdaaba725f6c5b4179.jpg', '11.0万公里', '7.56万', '16.00万')
('马自达6 2007款 2.0L 自动豪华型', 'https://image.guazistatic.com/gz01180602/19/42/5ead27fb5441b388640573b4dae2e84d.jpg', '2014年', '4.30万', '20.60万')
('马自达5 2013款 2.0L 自动豪华型(进口)', 'https://image1.guazistatic.com/qn180127012124489043f4486d18428e89a99ab8ebf94b.jpg', '10.9万公里', '12.50万', '21.00万')
('马自达昂克赛拉 2016款 两厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn1804172051027287c839bd63499df80a5cd4d93f000a.jpg', '2016年', '10.80万', '15.10万')
('马自达CX-7 2014款 2.3T 智能四驱至尊版', 'https://image.guazistatic.com/gz01180430/12/24/7412c2bb631a94729d8900e7d281c506.jpg', '6.8万公里', '15.50万', '29.70万')
('马自达昂克赛拉 2014款 三厢 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn18050517072408afbad3ab3739c87eea01cec54a35f4.jpg', '3.5万公里', '10.50万', '15.10万')
('马自达CX-7 2014款 2.5L 2WD 时尚版', 'https://image1.guazistatic.com/qn180311104616184db4dd89ad7827c56043d4a478c9a1.jpg', '2015年', '12.80万', '21.70万')
('马自达6 2011款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn171114170834f395b8f0b457c6565c8d93d313364199.jpg', '2013年', '7.50万', '19.50万')
('马自达5 2008款 2.0 自动豪华型(进口)', 'https://image.guazistatic.com/gz01180522/15/06/30a3cc7a2fa1d5e6bedfaa75fe875185.jpg', '6.3万公里', '6.30万', '19.80万')
('马自达2劲翔 2008款 1.5L 自动豪华型', 'https://image1.guazistatic.com/qn1807021428530b9f945dd7f38cfc4e37407b74bf15f7.jpg', '7.2万公里', '4.40万', '11.80万')
('马自达6 2008款 2.0L 自动时尚型', 'https://image1.guazistatic.com/qn1712091151235b030dad4c0ab75acabbba1321632a84.jpg', '2017年', '6.70万', '19.50万')
('马自达阿特兹 2015款 2.0L 蓝天尊贵版', 'https://image1.guazistatic.com/qn180111193651ab4ef79ae3d06a1ae1ce7681ff34b2b5.jpg', '2.6万公里', '15.20万', '22.30万')
('马自达6 2007款 2.0L 手动型', 'https://image1.guazistatic.com/qn180603183238d8d6281076db303f0384badf5738cdc1.jpg', '2013年', '4.70万', '18.50万')
('马自达CX-5 2013款 2.0L 自动两驱舒适型', 'https://image1.guazistatic.com/qn1807121906033e8445d53a65e217c64df17696a5b616.jpg', '11.5万公里', '10.20万', '20.00万')
('马自达CX-5 2012款 2.0L 四驱尊贵版(进口)', 'https://image.guazistatic.com/gz01180711/16/38/49418cf52a317c4ace85e519a2ae4038.jpg', '2008年', '12.25万', '29.50万')
('马自达 昂克赛拉 2014款 三厢 1.5L 自动尊贵型', 'https://image1.guazistatic.com/qn1807101559567da328538d03256f75941d04e7e6c3d2.jpg', '11.4万公里', '10.00万', '16.10万')
('马自达昂克赛拉 2016款 三厢 1.5L 自动豪华型', 'https://image.guazistatic.com/gz01180408/18/02/daa9df250412adc66863673dd7fce85c.jpg', '2011年', '11.50万', '15.10万')
('马自达5 2011款 2.0L 手动舒适型(进口)', 'https://image1.guazistatic.com/qn180624081240fbf90dff0ff59539c3b9edb186a12db2.jpg', '3.2万公里', '7.25万', '17.90万')
