('东风风行 菱智 2018款 M3 1.5L 5座基本型', 'https://image.guazistatic.com/gz01180613/14/02/453b4560248824e0b5a416b0faf145e2.jpg', '2018年', '4.90万', '6.10万')
('东风风行 景逸X5 2015款 1.8T 手动尊享型', 'https://image.guazistatic.com/gz01180527/11/19/733ad4b125a6206464eff2b8cc546454.jpg', '1.3万公里', '4.15万', '10.80万')
('东风风行菱智 2013款 M5 Q7 2.0L 7座长轴舒适型', 'https://image.guazistatic.com/gz01180524/18/41/f77009fd75131690e90ffbae85901c1d.jpg', '12.8万公里', '3.55万', '8.90万')
('东风风行 菱智 2017款 M3L 1.6L 7座舒适型', 'https://image.guazistatic.com/gz01180530/19/40/e3b9dcfd941ef875efecfb4da3e3fe13.jpg', '2016年', '5.38万', '7.50万')
('东风风行菱智 2013款 V3 1.5L 7座舒适型', 'https://image1.guazistatic.com/qn180518175419abc9df7db0693e47a61539865b1848a3.jpg', '2015年', '2.50万', '6.70万')
('东风风行景逸X3 2015款 1.5L 豪华型', 'https://image1.guazistatic.com/qn1805171209399aa60ee384f63f8197233e2de5491767.jpg', '3.0万公里', '4.60万', '8.00万')
('东风风行 景逸 2011款 1.5L 手动标准型', 'https://image1.guazistatic.com/qn1807131431121caac11066ce8320e0edac65d3f48879.jpg', '6.6万公里', '1.69万', '6.50万')
('东风风行风行S500 2016款 1.6L CVT豪华型', 'https://image.guazistatic.com/gz01180403/18/35/2fc22fff3c900dbe772aa5f0d638652f.jpg', '2016年', '6.50万', '9.40万')
('东风风行 菱智 2015款 M5 Q7 2.0L 7座长轴舒适型', 'https://image.guazistatic.com/gz01180608/14/05/00c1724b8142586bc21ac4a25d5d18bc.jpg', '2012年', '4.50万', '8.90万')
('东风风行 菱智 2017款 M5 1.6L 舒适型', 'https://image1.guazistatic.com/qn1806062134184016869e8b7bdf6a50ac4d2c260f9bc2.jpg', '4.9万公里', '5.06万', '8.50万')
('东风风行菱智 2016款 V3 1.5L 7座标准型 国V', 'https://image.guazistatic.com/gz01180512/10/39/9c0fbb0c6ca1761eb7665dd8ad12e3b4.jpg', '6.9万公里', '3.90万', '6.30万')
('东风风行景逸X5 2013款 1.8T 手动尊贵型', 'https://image.guazistatic.com/gz01180418/12/36/de263ca0564904f3de045773c373c012.jpg', '2016年', '5.12万', '11.50万')
('东风风行景逸X5 2015款 1.8T 手动尊享型', 'https://image.guazistatic.com/gz01180425/10/58/fa3541afc74b8049a9842409ee0bc8bd.jpg', '2014年', '5.50万', '10.80万')
('东风风行菱智 2014款 V3 1.5L 7座豪华型', 'https://image1.guazistatic.com/qn180311094925e719e8731fd154119c5ba59b75a1cfcc.jpg', '5.7万公里', '3.60万', '7.00万')
('东风风行 菱智 2016款 V3 1.5L 7座豪华型 国V', 'https://image1.guazistatic.com/qn1807072002432c5b9808c408e9a5fbedada8f315cd65.jpg', '6.8万公里', '3.50万', '7.20万')
('东风风行 菱智 2015款 M5 Q3 2.0L 7座长轴舒适型', 'https://image.guazistatic.com/gz01180703/10/24/41f53dc45370871b30178015094344b7.jpg', '2014年', '4.80万', '10.80万')
('东风风行 菱智 2015款 M5 Q7 2.0L 7座长轴舒适型', 'https://image1.guazistatic.com/qn180521140520d2550d8f287163dc8d5ebcb67e0d52f2.jpg', '9.4万公里', '5.00万', '8.90万')
('东风风行景逸X5 2015款 1.6L 手动豪华型', 'https://image1.guazistatic.com/qn1708291841014da04d27b2491b4ca16f69a4da68336a.jpg', '2014年', '5.50万', '8.70万')
('东风风行 景逸X5 2013款 1.6L 手动尊享型 国IV', 'https://image.guazistatic.com/gz01180626/16/28/bac4e667b5a3aeda164b4bbaca413bcb.jpg', '2.9万公里', '3.01万', '9.40万')
('东风风行风行S500 2016款 1.6L 手动豪华型', 'https://image.guazistatic.com/gz01180411/18/17/9b44bec68031891bcaa258515f0ca8ac.jpg', '2015年', '4.50万', '8.20万')
('东风风行 景逸 2010款 1.5L 手动舒适型', 'https://image.guazistatic.com/gz01180623/10/41/534e4fd2ca71e12cc1e54c9325efa8a3.jpg', '3.9万公里', '1.90万', '6.90万')
('东风风行 菱智 2011款 Q3 2.0L 7座长轴标准版', 'https://image1.guazistatic.com/qn180602091449d0f7debfd876721f7c21722cb79c5df4.jpg', '2016年', '2.98万', '11.40万')
('东风风行 菱智 2014款 V3 1.5L 7座舒适型', 'https://image.guazistatic.com/gz01180620/12/12/d01844cc5da9f720a024a1532262a705.jpg', '2.9万公里', '2.34万', '6.70万')
