('±¦Âí3Ïµ 2013¿î 320Li Ê±ÉĞĞÍ', 'https://image1.guazistatic.com/qn18012016523194ea3e900ecab7e75f1167f0b01a6a3b.jpg', '2014Äê', '21.30Íò', '38.50Íò')
('±¦Âí3Ïµ 2015¿î 320Li ³¬ÔÃ°æÊ±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180530/15/32/80ccfefbcc98bec1592f4098f5a69246.jpg', '2015Äê', '25.00Íò', '38.00Íò')
('±¦Âí3Ïµ 2017¿î 320Li Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180703/17/44/4db8051cd94b54d4c946509ad0506e0e.jpg', '12.6Íò¹«Àï', '28.00Íò', '35.40Íò')
('±¦Âí5Ïµ 2013¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180524/14/27/baf9c8e9d65fd6897736b10ba7f87f79.jpg', '5.2Íò¹«Àï', '26.60Íò', '46.50Íò')
('±¦Âí1Ïµ 2012¿î 116i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180703/14/02/446df00d1423020461e2b467ae8b20b0.jpg', '2009Äê', '12.20Íò', '28.10Íò')
('±¦Âí5Ïµ 2014¿î 530Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180510/19/29/9c54cd4cd45508e607cb073162c7703a.jpg', '2013Äê', '36.00Íò', '61.50Íò')
('±¦ÂíX1 2013¿î sDrive18i ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn1804111936306bbb3e5c08f31488c413bd6b50a26e16.jpg', '2013Äê', '15.00Íò', '35.10Íò')
('±¦Âí5Ïµ 2013¿î 525Li ºÀ»ªĞÍ', 'https://image.guazistatic.com/gz01180531/17/32/e4f748f88d51b09f6a0f7a7e113b6783.jpg', '10.9Íò¹«Àï', '23.75Íò', '53.70Íò')
('±¦Âí5Ïµ 2014¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180619/20/52/bd685ebc480089641d3ef40cb7befa83.jpg', '9.7Íò¹«Àï', '28.50Íò', '47.30Íò')
('±¦Âí5ÏµGT 2011¿î 535i µäÑÅĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1806160747511d16c0ba15883148818b892f884d699e.jpg', '9.3Íò¹«Àï', '32.80Íò', '87.80Íò')
('±¦ÂíX5 2014¿î xDrive30d(½ø¿Ú)', 'https://image1.guazistatic.com/qn1803251441335213f742e9a5dc78f914b8dad74425b8.jpg', '2014Äê', '49.00Íò', '92.00Íò')
('±¦ÂíX6 2013¿î xDrive35i(½ø¿Ú)', 'https://image.guazistatic.com/gz01180624/13/55/ac084eb8417a7ffb7d13f4e6cca3d03f.jpg', '2013Äê', '43.80Íò', '115.40Íò')
('±¦Âí5ÏµGT 2014¿î 528i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180613/11/49/b4526445fa41333c29e773c9f0d6ac60.jpg', '2014Äê', '40.00Íò', '74.70Íò')
('±¦ÂíX3 2012¿î xDrive28i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180630/13/36/cb0445019ec9858b61fbece16f9b5480.jpg', '2017Äê', '25.00Íò', '59.20Íò')
('±¦Âí5Ïµ 2012¿î 523Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn180505130551a0dc13bd8383d6a08ab8ef6da21bf597.jpg', '2013Äê', '23.50Íò', '49.90Íò')
.20Íò')
('±¦ÂíX1 2010¿î sDrive18iºÀ»ªĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180701/16/21/0b0a2e69e67087453c76c347e69af11e.jpg', '7.2Íò¹«Àï', '14.30Íò', '39.80Íò')
('±¦Âí2ÏµÂÃĞĞ³µ(½ø¿Ú) 2015¿î 218i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180607152324bc30ef81d0e9ab6b9f3c4174f882338b.jpg', '6.4Íò¹«Àï', '16.10Íò', '30.40Íò')
('±¦ÂíX4 2014¿î xDrive20i XÉè¼ÆÌ××°(½ø¿Ú)', 'https://image1.guazistatic.com/qn180122182214e43f843e4f2aad4959249cda8d5fc0f0.jpg', '2015Äê', '39.50Íò', '53.20Íò')
('±¦Âí5Ïµ 2014¿î 525Li ·çÉĞÉè¼ÆÌ××°', 'https://image.guazistatic.com/gz01180519/17/07/29a8b924430ba1d63c143e9cf558850a.jpg', '2013Äê', '30.50Íò', '54.20Íò')
('±¦Âí2Ïµ 2015¿î 218i ³¨Åñ½ÎÅÜ³µ(½ø¿Ú)', 'https://image1.guazistatic.com/qn18061000351310b078e31d3b04e24fc00564a3cdceab.jpg', '12.1Íò¹«Àï', '27.50Íò', '35.30Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image.guazistatic.com/gz01180617/13/02/976a6bd6631779277e1fbcc581cbd9c9.jpg', '2016Äê', '33.50Íò', '54.20Íò')
('±¦Âí5Ïµ 2014¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180605/13/30/68d7698b39997e78dbd29aa32a7fe668.jpg', '2011Äê', '27.80Íò', '47.30Íò')
('±¦Âí1Ïµ 2013¿î ¸Ä¿î 118i ÔË¶¯ĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180709110643eac0eb9b3c2e021c56281282b7648094.jpg', '2016Äê', '12.50Íò', '33.80Íò')
('±¦Âí5Ïµ 2014¿î 520Li µäÑÅĞÍ', 'https://image1.guazistatic.com/qn18070811334777d2088a4b3b9161ad33806246bd5f48.jpg', '1.8Íò¹«Àï', '28.00Íò', '47.30Íò')
('±¦Âí5Ïµ 2014¿î 528Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180615/13/37/e66d6375b1776ac7d23d741412ec6bef.jpg', '4.0Íò¹«Àï', '36.00Íò', '59.80Íò')
('±¦ÂíX5 2013¿îxdrive35i ÕéÏí°æ', 'https://image1.guazistatic.com/qn180314173716667027e39e66ba13dde7bfc3853651b0.jpg', '5.6Íò¹«Àï', '44.50Íò', '63.00Íò')
('±¦ÂíX5 2014¿î xDrive35i µäÑÅĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1805210034108867b39be2244b9bfdc574fd17a0b7bd.jpg', '7.3Íò¹«Àï', '50.00Íò', '91.00Íò')
('±¦Âí5Ïµ 2013¿î 520i µäÑÅĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180530/13/08/4ce0de1fac21eaa62cdf93f0793e0312.jpg', '11.0Íò¹«Àï', '27.00Íò', '49.40Íò')
('±¦ÂíX4 2016¿î M40i(½ø¿Ú)', 'https://image1.guazistatic.com/qn171107170609d7cb51f14f8998ff73eb021165874ea1.jpg', '2017Äê', '61.00Íò', '77.50Íò')
('±¦ÂíX5 2015¿î xDrive28i(½ø¿Ú)', 'https://image1.guazistatic.com/qn1806151750388c451c9270d44ec8a67ed72e77c6d703.jpg', '2013Äê', '67.00Íò', '82.30Íò')
('±¦Âí4Ïµ 2015¿î 420i ÏŞÁ¿°æ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180311200720bd4f2d320b87bff24802c054987259c2.jpg', '2015Äê', '38.00Íò', '53.70Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn1805121250500f8af57b430776e86852dd5c002d35ce.jpg', '2013Äê', '35.00Íò', '54.20Íò')
('±¦Âí3Ïµ 2013¿î ¸Ä¿î 320Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn18060521021816679a8e7755a05084e3dad64cf00c60.jpg', '1.4Íò¹«Àï', '21.00Íò', '43.00Íò')
('±¦ÂíX5 2014¿î xDrive35i ºÀ»ªĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1805281521073e1d3df2560ca5c71bb2709f74450de5.jpg', '2014Äê', '51.00Íò', '104.00Íò')
('±¦Âí3Ïµ 2017¿î 320Li Ê±ÉĞĞÍ', 'https://image1.guazistatic.com/qn1806291831082be705e1f812cee9b16ac98009be9f8d.jpg', '2014Äê', '23.80Íò', '35.40Íò')
Íò')
('±¦ÂíX5 2013¿î xDrive35i ÃÀ¹æ', 'https://image1.guazistatic.com/qn180514182740538b7ab4842d1d8c1e02ebfd6435db64.jpg', '1.4Íò¹«Àï', '33.00Íò', '153.10Íò')
('±¦Âí5Ïµ 2013¿î 525Li ºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn180125032114cf65afbcb545bf107bad1750624bc704.jpg', '4.9Íò¹«Àï', '27.50Íò', '61.50Íò')
('±¦Âí5Ïµ 2014¿î 528Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn1807071713132a275095ef793cf17e17f54f8a0c4ccc.jpg', '8.7Íò¹«Àï', '35.80Íò', '59.80Íò')
('±¦Âí1Ïµ 2008¿î 120i ×Ô¶¯µ²(½ø¿Ú)', 'https://image.guazistatic.com/gz01180527/16/09/5fad86fe2f6dc18f7d346a35b8487997.jpg', '5.6Íò¹«Àï', '10.20Íò', '31.30Íò')
)
('±¦ÂíX5 2013¿î xDrive35iÃÀ¹æ', 'https://image1.guazistatic.com/qn1805141827048e23b327019965daf9b22514b1157593.jpg', '2013Äê', '36.00Íò', '63.30Íò')
('±¦Âí5Ïµ 2014¿î 530Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180701/18/14/3404f8922eb40a2cc64ebfdbc496dafe.jpg', '2014Äê', '29.80Íò', '49.20Íò')
('2017¿î ±¦Âíi8±ê×¼ĞÍ', 'https://image.guazistatic.com/gz01180630/16/04/ee375d9cc6245d15ff4364f186050daa.jpg', '2018Äê', '143.00Íò', '131.00Íò')
('±¦ÂíX3 2016¿î sDrive20i(½ø¿Ú)', 'https://image1.guazistatic.com/qn180707120845c75245dd5fe4a944671f3aa456f78948.jpg', '2013Äê', '33.30Íò', '45.70Íò')
00Íò')
('±¦Âí1Ïµ 2017¿î 118i ÔË¶¯ĞÍ', 'https://image1.guazistatic.com/qn17122615193683e6f6bd278b50ee74530e0ce3e97887.jpg', '2010Äê', '19.30Íò', '24.90Íò')
('±¦Âí3Ïµ 2013¿î 328Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn18051718333311f9b2452eb1b74274f12b02a26419ed.jpg', '2015Äê', '27.00Íò', '48.70Íò')
('±¦Âí3Ïµ 2009¿î 330iË«ÃÅ½ÎÅÜ³µ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180711130014b29c23883e094f14d9e3333ecb8ac7a6.jpg', '5.1Íò¹«Àï', '14.60Íò', '68.00Íò')
')
('±¦Âí1Ïµ 2013¿î ¸Ä¿î 116i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180623/15/43/15144dddf76dc895ea756e73af998fde.jpg', '2013Äê', '14.50Íò', '28.40Íò')
('±¦Âí7Ïµ 2009¿î 740Li×ğ¹óĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn171215214029c845fc762cb6f8724099da9df438633c.jpg', '7.9Íò¹«Àï', '41.66Íò', '89.90Íò')
('±¦ÂíX5 2014¿î xDrive35i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180528/09/54/2d674fb47c6fb16a29597040077763e8.jpg', '7.2Íò¹«Àï', '50.00Íò', '99.60Íò')

('±¦ÂíZ4 2013¿î sDrive20iÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn170921161104ab1dcb2628ad3fa3f7ab3a3ca5966555.jpg', '2014Äê', '34.88Íò', '99.60Íò')
('±¦Âí7Ïµ 2016¿î 740Li ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180531091933ebe2ad61a6cd8b1617db0202607658e6.jpg', '7.1Íò¹«Àï', '80.00Íò', '129.00Íò')
('±¦Âí1Ïµ 2013¿î ¸Ä¿î 116i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180510/17/48/548d5afca375e700998a875b47b19c63.jpg', '2016Äê', '12.30Íò', '59.80Íò')
('±¦Âí5Ïµ 2013¿î 525Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn170822112035a793659a825bc7f7c1ea7b3fd45bd408.jpg', '2013Äê', '26.00Íò', '49.90Íò')
('±¦Âí5Ïµ 2014¿î 525Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180529/11/29/5f9ad31094ada3096f8a4badc54ea0d6.jpg', '2014Äê', '29.50Íò', '50.60Íò')
('±¦Âí3Ïµ 2016¿î 320Li Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180614/15/26/d240064cf4866757a21d3e129c9c0245.jpg', '10.3Íò¹«Àï', '24.88Íò', '38.00Íò')
('±¦Âí5Ïµ 2014¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180630/13/58/bee782c50f112d397ba4468a13dcb132.jpg', '2014Äê', '30.80Íò', '47.30Íò')
('±¦Âí5Ïµ 2014¿î 528Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn180627185115267206d527e28e51225d9ae7832b4232.jpg', '4.8Íò¹«Àï', '32.00Íò', '54.20Íò')
('±¦ÂíX3 2014¿î xDrive28i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180704182519a2ba4c060e8a004a15da6dfd65fe03a3.jpg', '2017Äê', '35.00Íò', '60.70Íò')
('±¦Âí4Ïµ 2014¿î 428i ÔË¶¯Éè¼ÆÌ××°(½ø¿Ú)', 'https://image.guazistatic.com/gz01180603/12/35/da8bd9a36f8cc600ce73ccd78747c1e8.jpg', '1.9Íò¹«Àï', '32.00Íò', '74.70Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image.guazistatic.com/gz01180608/12/15/7a06efacea19983ba1787105445bba54.jpg', '2013Äê', '29.80Íò', '50.60Íò')
('±¦Âí5Ïµ 2014¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180522/11/40/82af0ca6dac36b4a087354276c8b8355.jpg', '13.3Íò¹«Àï', '27.50Íò', '47.30Íò')
('±¦Âí5Ïµ 2017¿î 520Li µäÑÅĞÍ', 'https://image1.guazistatic.com/qn180628184140b2a5051a8e5ffec4c14420a8265d8fb9.jpg', '2014Äê', '32.00Íò', '47.30Íò')
('±¦Âí5Ïµ 2017¿î 535Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180502/16/30/4c5ae86ca07c1fbfc60cbcd1633ef9e3.jpg', '2016Äê', '45.00Íò', '99.60Íò')
('±¦Âí5ÏµGT 2014¿î 535i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1711231112567127790a249b4eb1aef823b965e8d74c.jpg', '11.7Íò¹«Àï', '43.80Íò', '95.50Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn180706100145686cd07b6221f23eef51cf8251d53907.jpg', '8.4Íò¹«Àï', '31.00Íò', '54.20Íò')
('±¦ÂíX1 2013¿î sDrive18i Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180421/14/04/31fc3d5ff8fe7cd54979afbd262facc6.jpg', '9.7Íò¹«Àï', '16.70Íò', '30.90Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn18070818401036f450bed634c43828cc52b336a43d49.jpg', '3.2Íò¹«Àï', '37.60Íò', '54.20Íò')
('±¦Âí7Ïµ 2018¿î 730Li ×ğÏíĞÍ MÔË¶¯Ì××°(½ø¿Ú)', 'https://image1.guazistatic.com/qn180624163754fa3eb5336fca0e4d5538e811fef74885.jpg', '2.6Íò¹«Àï', '72.80Íò', '35.30Íò')
('±¦ÂíX3 2014¿î xDrive20i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180625/14/50/cd54a1d3576336854988c7aa4ffad167.jpg', '2014Äê', '30.00Íò', '49.90Íò')
('±¦Âí5Ïµ 2014¿î 525Li ÁìÏÈĞÍ', 'https://image.guazistatic.com/gz01180702/16/32/3e65474d952d16801f04f7309992aa78.jpg', '9.2Íò¹«Àï', '27.85Íò', '39.30Íò')
('±¦Âí2Ïµ 2015¿î 218i ³¨Åñ½ÎÅÜ³µ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1806141718297abd758c5e743dceaf48e957c68752d2.jpg', '2014Äê', '26.80Íò', '101.30Íò')
('±¦Âí5Ïµ 2012¿î 520Li µäÑÅĞÍ', 'https://image.guazistatic.com/gz01180530/17/49/44f99b35e0f3208118be69c72410922e.jpg', '9.6Íò¹«Àï', '28.00Íò', '46.50Íò')
('±¦ÂíX6 2015¿î xDrive35i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180627/11/47/d3761535888471890ead3ad2b2d94a80.jpg', '2011Äê', '58.00Íò', '97.50Íò')

('±¦ÂíX1 2012¿î sDrive20i ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn170926174005ddb71868f0ef830fa86d01a132860248.jpg', '2013Äê', '15.00Íò', '49.60Íò')
('±¦Âí7Ïµ 2013¿î 730Li ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1807022000355f105d2d9fc68208c4927d1526994088.jpg', '5.7Íò¹«Àï', '43.00Íò', '91.00Íò')
('±¦Âí3Ïµ 2014¿î 320i ÔË¶¯Éè¼ÆÌ××°', 'https://image.guazistatic.com/gz01180701/16/35/63d9321e46bedf87095e3a51122cbe96.jpg', '2014Äê', '26.00Íò', '41.60Íò')
('±¦Âí5Ïµ 2014¿î 520i µäÑÅĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180703/09/38/e545a937cd10cba0c4810ce565d59b9f.jpg', '8.7Íò¹«Àï', '28.50Íò', '33.80Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn180507130022b0d0d2bcf9bf82255e92dc0046f4b61b.jpg', '5.5Íò¹«Àï', '25.00Íò', '54.20Íò')
('±¦ÂíX1 2016¿î sDrive18Li Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180615/15/16/66b19aacfff8ea98a10b6497eaaf2288.jpg', '0.8Íò¹«Àï', '22.95Íò', '31.00Íò')
('±¦Âí3Ïµ 2011¿î 320i ºÀ»ªĞÍ', 'https://image.guazistatic.com/gz01180502/20/32/455593c2f9d3241974f4c73890ba0906.jpg', '11.2Íò¹«Àï', '17.38Íò', '41.60Íò')
('±¦Âí5ÏµGT 2010¿î 535i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn170724160839c6c8aec1f71dadb6bdbbb131295552c4.jpg', '13.3Íò¹«Àï', '36.50Íò', '63.10Íò')
('±¦ÂíX3 2014¿î xDrive20i XÉè¼ÆÌ××°(½ø¿Ú)', 'https://image.guazistatic.com/gz01180606/13/25/8268809e2f26353c28ccd52c06bd7ae7.jpg', '2012Äê', '35.00Íò', '54.50Íò')
('±¦Âí5Ïµ 2017¿î 520Li µäÑÅĞÍ', 'https://image1.guazistatic.com/qn180713020134aee5691139e25d2105c4813527e78788.jpg', '5.9Íò¹«Àï', '35.00Íò', '47.30Íò')
('±¦Âí1Ïµ 2013¿î ¸Ä¿î 118i ÔË¶¯ĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1807081555437bc735229162d81fbc00be513f17940a.jpg', '2012Äê', '17.00Íò', '104.00Íò')
('±¦Âí3Ïµ 2013¿î 316i ½øÈ¡ĞÍ', 'https://image.guazistatic.com/gz01180328/09/59/0cd8bc9d940e0135d97272a27124d0e7.jpg', '2014Äê', '18.00Íò', '30.70Íò')
('±¦Âí7Ïµ 2011¿î 730LiµäÑÅĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn171105122432889b9ba6251b00eb036b7e9b1e5415fb.jpg', '2015Äê', '36.80Íò', '70.20Íò')
('±¦ÂíX6 2015¿î xDrive28i(½ø¿Ú)', 'https://image1.guazistatic.com/qn180520170121c1bf35c5766c76cd34a74d204e257ffb.jpg', '2017Äê', '51.00Íò', '29.30Íò')
('±¦Âí3ÏµGT 2016¿î 328i xDrive Éè¼ÆÌ××°ĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180703114713a88c3caf229f9a0a9f45528c4b0dd9cc.jpg', '2013Äê', '40.00Íò', '57.20Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn171202095136f98af2620ee59ac342c916c90414b95d.jpg', '2015Äê', '37.50Íò', '54.20Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn18071118012285f1ac63a987837ebc7306ce1ba28473.jpg', '2014Äê', '32.00Íò', '54.20Íò')
('±¦ÂíX3 2008¿î xDrive25iºÀ»ªĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn17110717341893a82f547ffd057bbc51a6c87668ba86.jpg', '1.1Íò¹«Àï', '15.80Íò', '99.60Íò')
('±¦Âí5Ïµ 2012¿î 523Li ºÀ»ªĞÍ', 'https://image1.guazistatic.com/qn180516215910dc38f5ec78523bc3256fe82acc50840f.jpg', '11.5Íò¹«Àï', '24.60Íò', '53.70Íò')
('±¦ÂíX5 2014¿î xDrive35i ºÀ»ªĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180630/12/22/e86b2ccdf9cf650f87ed40cc1fa92a4e.jpg', '7.8Íò¹«Àï', '55.00Íò', '28.10Íò')
('±¦Âí5Ïµ 2011¿î 535i ºÀ»ªÔË¶¯ĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180522/19/10/c58d4c1b466d639fd9fc4114357bcdbd.jpg', '10.8Íò¹«Àï', '29.80Íò', '81.60Íò')
('±¦ÂíX5 2014¿î xDrive35i µäÑÅĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180611/12/31/85b2eb465402a0fd3749c0f4040a168e.jpg', '3.7Íò¹«Àï', '50.00Íò', '91.00Íò')
('±¦Âí2Ïµ¶à¹¦ÄÜÂÃĞĞ³µ 2015¿î 218i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn1806280236032b03e124cfaa199296d57446a91df514.jpg', '2.4Íò¹«Àï', '22.00Íò', '39.80Íò')
('±¦ÂíX5 2009¿î xDrive30iÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180612/15/38/8f74cbcf1369202b0789aaee9955d290.jpg', '7.1Íò¹«Àï', '21.60Íò', '92.60Íò')
('±¦Âí3Ïµ 2014¿î 320Li Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180521/13/48/1ace5fda259bc276d7a1a4bc4569a360.jpg', '8.6Íò¹«Àï', '24.00Íò', '38.90Íò')
('±¦Âí7Ïµ 2013¿î 730Li ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180522/15/50/df6a46fb141472fc39958983ff3eb93b.jpg', '2011Äê', '60.00Íò', '101.30Íò')
('±¦ÂíX1 2010¿î sDrive18iºÀ»ªĞÍ(½ø¿Ú)', 'https://image1.guazistatic.com/qn180708032914a7577239d2dbb5d8d8ba21ed00d20494.jpg', '2018Äê', '10.00Íò', '99.60Íò')
('±¦Âí1Ïµ 2012¿î 116i ÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180605/11/50/1040ebc64c519c29d06c4029664f3b98.jpg', '2013Äê', '11.80Íò', '35.40Íò')
('±¦Âí5Ïµ 2014¿î 525Li ºÀ»ªÉè¼ÆÌ××°', 'https://image1.guazistatic.com/qn180618175628e2b007b0bc656959de8065d1d8b8ebbc.jpg', '2015Äê', '33.50Íò', '54.20Íò')
('±¦Âí7Ïµ 2008¿î 730LiÁìÏÈĞÍ(½ø¿Ú)', 'https://image.guazistatic.com/gz01180616/15/27/51a01bdfd48f2a391987485d0fc00016.jpg', '2014Äê', '18.50Íò', '94.20Íò')
('±¦Âí5Ïµ 2008¿î 530Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn1710182100223ae0ce3a07017ea4f39796b966679bd0.jpg', '2015Äê', '25.00Íò', '54.50Íò')
('±¦Âí3Ïµ 320i Ê±ÉĞĞÍ', 'https://image.guazistatic.com/gz01180521/17/41/a005ad69c20c147e311d9f3f07af9e58.jpg', '2011Äê', '13.60Íò', '38.10Íò')
 '74.70Íò')
('±¦Âí5Ïµ 2012¿î 523Li ÁìÏÈĞÍ', 'https://image1.guazistatic.com/qn18041604353349f805727119ac3c4c2ba6dcb6f1b106.jpg', '4.8Íò¹«Àï', '24.00Íò', '49.90Íò')
